chapter,section,sub-section,question,options,correct-answer,note
8,Rules of the Road,,What does a traffic light with a green arrow and red light mean?,"a: Wait for a solid green light to proceed.,b: Drive only in the direction of the green arrow.,c: Drive straight ahead only.",b,A green arrow with a red light allows driving only in the direction of the arrow if the intersection is clear.
8,Safe Driving Tips,,What can cause distracted driving?,"a: Changing a radio station or CD.,b: Eating drinking or smoking.,c: Talking or texting on a cell phone.",b,"Any additional task, such as eating, drinking, smoking, talking, texting, or adjusting audio devices, creates dangerous distractions while driving."
8,Safe Driving Tips,,Where should pedestrians walk on a road without sidewalks?,"a: On the side with the lightest traffic.,b: On the side facing oncoming traffic.,c: On the same side as traffic flow.",b,Pedestrians should walk on the side facing oncoming traffic on roads without sidewalks for safety.
8,Rules of the Road,,What must you do when turning or changing lanes?,"a: Always signal even with no traffic.,b: Signal only if traffic is visible.,c: Signal only at night.",a,"Always signal your intentions when turning, changing lanes, or pulling away from a curb, regardless of traffic."
8,Rules of the Road,,What color are pavement markings separating traffic lanes moving in opposite directions?,"a: Yellow.,b: White.,c: Yellow and white.",a,"Yellow lines separate lanes of traffic moving in opposite directions, unlike white lines for same-direction traffic."
8,Rules of the Road,,What does a diamond-shaped sign represent?,"a: A school crossing sign.,b: An interstate route sign.,c: A road hazard warning sign.",c,"Diamond-shaped, typically yellow signs warn of hazardous locations or areas with special rules, with orange used in work zones."
8,Rules of the Road,,When must drivers yield to a pedestrian?,"a: Only if the pedestrian is on the same side of the road.,b: Only when the pedestrian is in a crosswalk.,c: Even if the pedestrian crosses carelessly.",c,"Drivers must yield to pedestrians in the street, even if they are crossing against a red light or behaving carelessly."
8,Emergencies,,"If you miss your freeway exit, you should:","a: Stop and back up.,b: Make a quick turn from your lane.,c: Continue to the next exit.",c,"If you miss your exit, proceed to the next one to turn around safely, avoiding illegal and dangerous maneuvers."
8,Emergencies,,What should you use if your turn signals fail?,"a: Headlights.,b: Hand signals.,c: Your horn.",b,Use hand signals to indicate turns or lane changes if your turn signals are not working.
8,Rules of the Road,,What is the maximum speed you may drive?,"a: The maximum speed limit.,b: A speed faster than reasonable.,c: A speed safe for conditions.",c,"Drive at a speed safe for the area, traffic, pedestrians, weather, road conditions, and light, within legal limits."
8,Safe Driving Tips,,What typically causes hydroplaning?,"a: Sudden turns.,b: Excessive stops.,c: High speeds on wet roads.",c,"Driving too fast on wet roads reduces tire grip, causing the vehicle to slide on a water film, known as hydroplaning."
8,Safe Driving Tips,,Which commonly causes traffic accidents?,"a: Inattentive driving.,b: Excessive speed for conditions.,c: Following too closely.",a,"Inattentive driving, excessive speed, and following too closely are major causes of crashes, including rear-end collisions."
8,Rules of the Road,,"If you arrive at an uncontrolled intersection at the same time as a vehicle on your right, you should:","a: Drive through and make the other vehicle stop.,b: Speed up to clear the intersection.,c: Slow down and yield to the vehicle on your right.",c,"At an uncontrolled intersection, yield to the vehicle on the right, which has the right-of-way, before proceeding."
8,Safe Driving Tips,,How should you check for vehicles in your blind spots before changing lanes?,"a: Quickly turn your head to check blind spots.,b: Adjust rearview mirrors every few minutes.,c: Honk your horn before turning.",a,"Before changing lanes, glance over your shoulder to check blind spots, as mirrors alone may not show all vehicles."
8,Rules of the Road,,What purpose do highway markings serve?,"a: Found only in construction zones.,b: Provide information to drivers.,c: Usually unimportant.",b,"Highway markings guide drivers by indicating correct vehicle positioning, safe passing zones, and upcoming road conditions."
8,In Shape to Drive,,What happens if you mix alcohol with prescription or over-the-counter medicine?,"a: Medicine reduces alcohol’s effect.,b: Alcohol helps the medicine cure a cold.,c: The combination multiplies impairment.",c,"Combining alcohol with medications can significantly increase impairment, amplifying the effects of both."
8,Rules of the Road,,Who has the right-of-way at a four-way stop if two drivers arrive simultaneously?,"a: The driver on the left.,b: The driver on the right.,c: Neither driver needs to stop.",b,"At a four-way stop, if two vehicles arrive at the same time, the driver on the right has the right-of-way."
8,Safe Driving Tips,,What should you do before changing lanes?,"a: Signal ahead of time.,b: Check your blind spot.,c: Ensure the lane is clear.",a,"Signal well in advance, check mirrors, blind spots, and ensure the lane is clear before changing lanes."
8,Safe Driving Tips,,What are the strategies to avoid a collision?,"a: Stop turn or speed up.,b: Move into the other vehicle’s lane.,c: Stay in your lane and brace for impact.",a,"To avoid a collision, you can stop, turn, or speed up, depending on the situation, to evade the hazard safely."
8,Rules of the Road,,What does a stop sign mean?,"a: Slow down and stop if cars approach.,b: Come to a full stop and proceed when safe.,c: Proceed carefully without always stopping.",b,"A stop sign requires a full stop, yielding to vehicles and pedestrians, and proceeding when safe."
8,Emergencies,,What should you do when an emergency vehicle with flashing lights approaches?,"a: Try to reach your destination first.,b: Continue driving but stay out of the way.,c: Pull over and stop.",c,"Pull over to the right and stop for an emergency vehicle with flashing lights, or drive through an intersection first if already in it."
8,Rules of the Road,,What does a ‘Reduced speed 35 mph’ sign mean?,"a: New speed limit starts at the sign.,b: New speed limit starts at the next sign.,c: Slow down before the reduced speed zone.",a,"The new 35 mph speed limit begins at the Reduced speed sign."""
8,Safe Driving Tips,,What should you ensure when passing on a multilane highway?,"a: The passing lane is clear.,b: Pass only on the right.,c: Watch for oncoming traffic.",a,Ensure the passing lane is clear and signal before passing on a multilane highway.
6,Safe Driving Tips,,Which statement about winter driving is not true?,"a: Winter is the most difficult season.,b: Check antifreeze and washer fluid.,c: Using cruise control is safe.",c,"Using cruise control in winter weather like snow or ice is unsafe, as it can reduce control on slippery roads."
6,Emergencies,,What should you do if your vehicle’s right wheels leave the pavement?,"a: Stop quickly.,b: Pull off the road completely.,c: Slow down and ease back onto the road.",c,"If your right wheels leave the pavement, ease off the accelerator, steer parallel to the road, slow down, and gently steer back onto the pavement when safe."
6,Rules of the Road,,"From which lane should you start a left turn on multilane, one-way streets or highways?","a: The middle of the intersection.,b: The right lane.,c: The left lane.",c,"Begin a left turn from the leftmost lane on multilane, one-way streets or highways for proper positioning."
6,Rules of the Road,,"If you arrive at an uncontrolled intersection at the same time as a vehicle on your right, you should:","a: Drive through and make the other vehicle stop.,b: Speed up to clear the intersection.,c: Slow down and yield to the vehicle on your right.",c,"At an uncontrolled intersection, yield to the vehicle on the right, which has the right-of-way, before proceeding."
6,Rules of the Road,,"What color are regulatory signs, and must they be obeyed?","a: Green optional.,b: White mandatory.,c: Blue optional.",b,"Regulatory signs, usually white with black markings, must always be obeyed as they regulate traffic movement."
6,Rules of the Road,,What does a flashing yellow traffic light mean?,"a: Merging traffic.,b: Proceed with caution.,c: Pedestrian crossing.",b,A flashing yellow light signals drivers to slow down and proceed with caution due to a potential hazard.
6,Rules of the Road,,A flashing red traffic signal is equivalent to:,"a: A yield sign.,b: A stop sign.,c: A slow sign.",b,A flashing red signal requires the same action as a stop sign: a complete stop and yielding to traffic that does not have to stop.
6,Rules of the Road,,What is the default speed limit in cities and towns unless otherwise posted?,"a: 15 mph.,b: 25 mph.,c: 30 mph.",b,The speed limit in cities and towns is 25 mph unless a different limit is posted.
6,Rules of the Road,,What does a ‘Reduced speed 35 mph’ sign mean?,"a: New speed limit starts at the sign.,b: New speed limit starts at the next sign.,c: Slow down before the reduced speed zone.",a,"The new 35 mph speed limit begins at the Reduced speed sign."""
6,Rules of the Road,,What do crossbuck signs indicate?,"a: School zones.,b: Railroad crossings.,c: No passing zones.",b,"Crossbuck signs mark railroad crossings, requiring drivers to yield to trains and not attempt to outdrive them."
6,Safe Driving Tips,,What should you do when it begins to rain while driving?,"a: Drive faster than traffic.,b: Drive at the maximum speed limit.,c: Slow down.",c,"Reduce speed, turn on headlights, and stop on the shoulder if heavy rain severely reduces visibility."
6,Rules of the Road,,Which vehicle must yield when two vehicles enter an intersection simultaneously from different highways?,"a: Either one.,b: The vehicle on the left.,c: The vehicle on the right.",b,The vehicle on the left must yield to the vehicle on the right at uncontrolled or sign-controlled intersections.
6,Rules of the Road,,What happens if a bicyclist disobeys traffic laws?,"a: They can be issued a ticket.,b: They are exempt because traffic laws don’t apply to bicyclists.,c: They will only get a warning from law enforcement.",a,Bicyclists have the same rights and responsibilities as motor vehicle drivers. Violating traffic laws can result in a ticket for both.
6,Safe Driving Tips,,How can you relieve fatigue on a long trip?,"a: Stop and rest every two hours.,b: Do arm exercises every hour.,c: Drive with one eye open.",a,Stop every two hours for a break or nap in a safe place to relieve fatigue on long trips and avoid drowsy driving.
6,Emergencies,,What should you do when you hear or see an emergency vehicle approaching?,"a: Stop immediately.,b: Drive to the right and stop.,c: Proceed slowly.",b,"Drive to the right side of the road and stop safely, avoiding intersections, for an emergency vehicle with lights or siren."
6,Safe Driving Tips,,How should you take turns on slick roads?,"a: Take turns more slowly.,b: Change lanes quickly.,c: Accelerate quickly.",a,Take turns more slowly on slick roads to maintain control and avoid skidding.
6,Safe Driving Tips,,How long should you signal before changing directions?,"a: At least 75 feet.,b: At least 100 feet.,c: At least 50 feet.",b,Signal for at least 100 feet before changing directions to inform other drivers.
6,Emergencies,,"If you miss your exit on the interstate, you should:","a: Cut across traffic to make the exit.,b: Make a U-turn to go back.,c: Proceed to the next exit.",c,"If you miss your exit, continue to the next exit to turn around safely, avoiding illegal and dangerous maneuvers."
6,Rules of the Road,,What should you do at a steady red traffic light?,"a: Drive through if no traffic.,b: Proceed with right-of-way.,c: Stop completely.",c,"A steady red light requires a complete stop; driving through is illegal and dangerous, though a right turn may be allowed if not prohibited."
6,Rules of the Road,,Bicycle lanes are marked with:,"a: Double yellow lines.,b: Solid white lines.,c: One solid white line and one solid yellow line.,d: Dashed white lines.",b,"Bicycle lanes are typically marked with solid white lines to clearly separate the bike lane from vehicle traffic, ensuring safety for cyclists."
6,Rules of the Road,,What does a solid yellow line on your side of the centerline mean?,"a: Pass with caution.,b: Do not pass.,c: Slow down.",b,A solid yellow line on your side of the centerline prohibits passing from your direction.
6,Rules of the Road,,What is the correct order of traffic lights from top to bottom?,"a: Green red yellow.,b: Red yellow green.,c: Red green yellow.",b,"Vertically arranged traffic signals always have red at the top, yellow in the middle, and green at the bottom. Horizontally, red is on the left and green on the right."
6,Safe Driving Tips,,"If another driver is passing your car, you should:","a: Signal when it’s safe for them to pass.,b: Pull off the road.,c: Check for oncoming traffic and adjust speed to allow safe passing.",c,"When being passed, check for oncoming traffic and adjust speed to facilitate the passing vehicle’s safe return to the right lane."
6,In Shape to Drive,,What should a driver do before taking a non-prescription drug?,"a: Drink alcohol instead.,b: Check the drug’s label for warnings before driving.,c: Drive regardless of any warnings.",b,Non-prescription drugs can impair driving ability. Drivers should check labels for warnings and consult a doctor or pharmacist if unsure about driving while on the medication.
6,Emergencies,,"If followed by a fire engine without emergency signals on a two-lane street, you should:","a: Stop quickly.,b: Speed up to clear the way.,c: Continue driving normally.",c,"If an emergency vehicle like a fire engine isn’t using sirens or lights, continue driving normally without taking special action."
6,Rules of the Road,,When must you yield to other drivers?,"a: When entering from a garage or alley.,b: At an unmarked intersection with a vehicle on your left.,c: When your signal is a green arrow.",a,"Yield when entering from an alley, driveway, or garage, and to pedestrians on an intersecting sidewalk."
6,Safe Driving Tips,,Which statement about railroad crossings is true?,"a: Illegal to go around lowered gates.,b: Stop when directed by a flagger.,c: Not all crossings have signals or gates.",a,"It’s illegal to go around lowered gates, you must stop for flaggers or signals, and not all crossings have gates or lights."
6,In Shape to Drive,,How does lack of sleep affect driving ability compared to other factors?,"a: Similar to alcohol.,b: Similar to amphetamines.,c: Similar to anger.",a,"Fatigue mimics alcohol’s effects on driving. Being awake for 18 hours is like a 0.05% BAC, and 24 hours is like a 0.10% BAC."
6,Safe Driving Tips,,What is distracted driving?,"a: Nothing to worry about.,b: Extremely risky behavior.,c: Very uncommon.",b,"Distracted driving is highly dangerous, endangering drivers, passengers, pedestrians, and other motorists by diverting attention from the road."
6,Rules of the Road,,What does a steady red traffic signal require?,"a: Stop before entering the intersection.,b: Slow down and yield to other traffic.,c: Stop and look for danger before crossing.",a,"A steady red light means drivers must stop before entering the intersection, waiting until it turns green and the intersection is clear."
6,Safe Driving Tips,,How should you safely pass a bicycle?,"a: Honk to alert the bicyclist.,b: Drive in the bicycle lane to pass.,c: Slow down and give ample space.",c,"When passing a bicyclist, slow down and provide as much space as possible to avoid crowding or destabilizing them."
6,Rules of the Road,,When must you stop at a railroad crossing?,"a: If a stop sign is posted.,b: If a crossing gate is lowered.,c: If crossing lights are flashing.",a,"Stop if a stop sign is posted, a gate is lowered, lights are flashing, a flagger directs you, or a train is too close."
6,Emergencies,,"When an officer is directing traffic at a functioning traffic light, you should:","a: Follow the traffic light signals.,b: Honk at the officer.,c: Obey the officer’s directions.",c,"When an officer directs traffic at an intersection with a working traffic light, follow the officer’s instructions over the signals."
6,Safe Driving Tips,,What is true about driving on a wet roadway?,"a: Faster driving reduces tire effectiveness.,b: Water doesn’t affect good tires.,c: Deep water is less dangerous.",a,"Driving faster on wet roads reduces tire grip, increasing the risk of hydroplaning."
6,Safe Driving Tips,,How can the risk of hydroplaning be reduced?,"a: Drive through shallow water.,b: Drive more quickly.,c: Drive more slowly.",c,"Driving slower in wet conditions reduces hydroplaning risk, as high speeds cause tires to lose grip on water-covered roads."
6,Rules of the Road,,What should you do when entering a roadway from a private road?,"a: Honk to warn others.,b: Stop partially on the roadway.,c: Yield to traffic and pedestrians.",c,"Stop before entering from a private road, yielding to vehicles and pedestrians on the main road, and proceed only when clear."
6,Safe Driving Tips,,What is the first thing to adjust when getting into a car to drive?,"a: Seat belt.,b: Steering wheel.,c: Seat position.",c,"Adjust the seat first to ensure a comfortable position and clear road visibility, then adjust mirrors and steering wheel."
6,Rules of the Road,,When can you pass if the road has a solid yellow line and a broken yellow line with the broken line next to your lane?,"a: Only in an emergency.,b: If on an expressway.,c: If traffic is clear.",c,You may pass when the broken line is next to your lane and there’s no oncoming traffic.
6,Safe Driving Tips,,What should you avoid when changing lanes?,"a: Checking side and rearview mirrors.,b: Signaling your intentions.,c: Checking for other drivers in the same lane.",c,"Before changing lanes, check mirrors, signal, and ensure no other drivers are moving into the same lane to avoid collisions."
6,Safe Driving Tips,,What are the strategies to avoid a collision?,"a: Stop turn or speed up.,b: Move into the other vehicle’s lane.,c: Stay in your lane and brace for impact.",a,"To avoid a collision, you can stop, turn, or speed up, depending on the situation, to evade the hazard safely."
7,Rules of the Road,,A flashing red traffic signal is equivalent to:,"a: A yield sign.,b: A stop sign.,c: A slow sign.",b,A flashing red signal requires the same action as a stop sign: a complete stop and yielding to traffic that does not have to stop.
7,Safe Driving Tips,,How can road rage and aggressive driving be reduced?,"a: Use proper turn signals.,b: Allow extra travel time.,c: Obey speed limits.",b,"To reduce road rage, use turn signals, obey speed limits, and allow extra travel time to stay calm and avoid conflicts."
7,In Shape to Drive,,Which factors influence the effects of alcohol?,"a: Food in the stomach.,b: Body weight.,c: Time between drinks.",a,"Alcohol effects depend on amount consumed, time between drinks, body weight, and food intake, which slows absorption."
7,In Shape to Drive,,How does alcohol affect driving?,"a: Slows judgment.,b: Causes loss of concentration.,c: Impairs coordination.",c,"Even small amounts of alcohol impair vision, judgment, concentration, and coordination, affecting driving ability."
7,Rules of the Road,,What does a double solid yellow line in the center of a two-lane road mean?,"a: Lanes move in the same direction and passing is not allowed.,b: Lanes move in opposite directions and passing is permitted when safe.,c: Lanes move in opposite directions and passing is prohibited.",c,Double solid yellow lines indicate that traffic moves in opposite directions and passing is not allowed.
7,Safe Driving Tips,,"To prevent drowsiness on long trips, you should:","a: Slow down.,b: Stop regularly for rest.,c: Turn on the radio.",b,"Schedule regular rest stops on long trips to prevent drowsiness, even if you don’t feel tired."
7,Safe Driving Tips,,Which is not a factor in determining vehicle stopping distance?,"a: Steering ability.,b: Braking distance.,c: Reaction distance.",a,"Stopping distance depends on perception time, reaction distance, and braking distance, not steering ability."
7,Rules of the Road,,What must a driver do when dealing with pedestrians?,"a: Ensure pedestrians see the vehicle.,b: Always yield even if pedestrians are wrong.,c: Yield when pedestrians have the right-of-way.",c,"Yield to pedestrians when they have the right-of-way, but always take action to avoid striking them, regardless of circumstances."
7,Safe Driving Tips,,What should you ensure when passing on a multilane highway?,"a: The passing lane is clear.,b: Pass only on the right.,c: Watch for oncoming traffic.",a,Ensure the passing lane is clear and signal before passing on a multilane highway.
7,In Shape to Drive,,Why is a leaky exhaust system dangerous?,"a: It causes hearing loss.,b: It leads to carbon monoxide poisoning.,c: It causes pollution.",b,"A leaky exhaust system can allow carbon monoxide to enter the vehicle, posing a risk of poisoning, which requires immediate repair."
7,Emergencies,,"If your wheels drop off the pavement onto the shoulder, you should:","a: Brake hard and turn sharply back.,b: Stop on the road’s edge.,c: Slow down and carefully return to the pavement.",c,Reduce speed without braking and carefully steer back onto the pavement if your wheels drop onto the shoulder.
7,Safe Driving Tips,,"Why should drivers be extra cautious around motorcyclists, bicyclists, and pedestrians?","a: They follow different traffic laws than larger vehicles.,b: They are harder to spot in traffic.,c: They always have the right-of-way.",b,"Motorcyclists, bicyclists, and pedestrians are less visible in traffic due to their smaller size, faster movement, and less noticeable lighting, requiring drivers to be extra vigilant."
7,Rules of the Road,,A red flashing traffic light is equivalent to:,"a: A yield sign.,b: A stop sign.,c: A solid red light.",b,"A red flashing signal requires a complete stop, like a stop sign, with drivers proceeding only when safe."
7,Safe Driving Tips,,What should you do if another driver cuts you off?,"a: Flash your high beams at them.,b: Pull next to them and yell.,c: Let it go and drive safely.",c,"To avoid road rage, let go of being cut off and continue driving safely without taking it personally."
7,Rules of the Road,,What does a stop sign mean?,"a: Slow down and stop if cars approach.,b: Come to a full stop and proceed when safe.,c: Proceed carefully without always stopping.",b,"A stop sign requires a full stop, yielding to vehicles and pedestrians, and proceeding when safe."
7,Rules of the Road,,What should you do if a traffic light changes to solid yellow at an intersection?,"a: Treat as a caution sign.,b: Stop immediately.,c: Stop unless too close to stop safely.",c,"Stop before entering the intersection if safe; if too close, proceed carefully through the intersection."
7,Safe Driving Tips,,"When a pedestrian crosses in front of your vehicle, you should:","a: Speed up to pass them.,b: Flash your lights.,c: Slow down.",c,"Drivers must slow down and be prepared to stop when pedestrians are crossing, especially near children, and always yield to those in crosswalks."
7,Rules of the Road,,What does a green arrow with a red light at an intersection mean?,"a: Stop even if turning in the arrow’s direction.,b: Proceed straight through the intersection.,c: Turn safely in the direction of the arrow.",c,A green arrow with a red light allows a safe turn in the arrow’s direction after yielding to any vehicles or pedestrians in the intersection.
7,Safe Driving Tips,,What should you do when it begins to rain while driving?,"a: Drive faster than traffic.,b: Drive at the maximum speed limit.,c: Slow down.",c,"Reduce speed, turn on headlights, and stop on the shoulder if heavy rain severely reduces visibility."
7,Emergencies,,What should you use if your turn signals fail?,"a: Headlights.,b: Hand signals.,c: Your horn.",b,Use hand signals to indicate turns or lane changes if your turn signals are not working.
7,Safe Driving Tips,,Why is following another car too closely dangerous?,"a: You may not see the vehicle’s turn signals.,b: You may not see the road between cars.,c: You may not have time to stop if the vehicle ahead slows or stops.",c,"Following too closely reduces the time to react if the vehicle ahead slows or stops, increasing collision risk."
7,Safe Driving Tips,,What should you avoid when changing lanes?,"a: Checking side and rearview mirrors.,b: Signaling your intentions.,c: Checking for other drivers in the same lane.",c,"Before changing lanes, check mirrors, signal, and ensure no other drivers are moving into the same lane to avoid collisions."
7,Rules of the Road,,Where are stop lines located?,"a: At intersections and crosswalks.,b: Next to churches and schools.,c: In curves and on hills.",a,"Stop lines, solid white lines, are painted at intersections and crosswalks to indicate where drivers must stop."
7,Safe Driving Tips,,How should you prepare for potential road hazards?,"a: Continually scan the road and roadsides.,b: Stare straight ahead.,c: Rest your left foot on the brake.",a,Continually scan the entire road and roadsides to identify and prepare for potential hazards before encountering them.
7,Safe Driving Tips,,Why must you use extra caution near a pedestrian with a white cane?,"a: They are deaf.,b: They are a police officer.,c: They are blind.",c,"Slow down, yield, and be prepared to stop for a blind pedestrian with a white cane or guide dog."
7,Rules of the Road,,What should you do at a steady yellow traffic light?,"a: Accelerate to avoid a red light.,b: Proceed with right-of-way.,c: Slow to a stop unless in the intersection.",c,"A steady yellow light signals an upcoming red light, so stop unless you’re already in the intersection."
7,Vehicle Licensing,,How close can you park to a fire hydrant?,"a: Within 20 feet.,b: Within 15 feet.,c: Within 10 feet.",b,Parking within 15 feet of a fire hydrant is prohibited.
7,Rules of the Road,,What separates lanes moving in the same direction?,"a: Red lines.,b: White lines.,c: Yellow lines.",b,"White lines, solid or broken, separate lanes traveling in the same direction, while yellow lines separate opposite-direction traffic."
7,In Shape to Drive,,What is the minimum license suspension for a first DUI conviction if a breath test is refused?,"a: 90 days.,b: 30 days.,c: One year.",c,"For a first DUI arrest within seven years, refusing a breath test results in a one-year license revocation, while a conviction without refusal leads to a 90-day suspension."
7,Rules of the Road,,What does a No Stopping sign mean unless directed by a police officer?,"a: You can stop only to avoid other traffic.,b: You may stop to unload packages.,c: You can stop only to let passengers out.",a,"A No Stopping sign permits stopping only to obey a traffic signal, a police officer, or to avoid a collision with another vehicle."
7,Rules of the Road,,What does a solid white line in the center of a two-lane road indicate?,"a: Lanes move in opposite directions and passing is permitted when safe.,b: Lanes move in the same direction and passing is not allowed.,c: Lanes move in opposite directions and passing is not allowed.",b,A solid white line indicates that traffic moves in the same direction and passing is prohibited.
7,Safe Driving Tips,,When should you always signal?,"a: When pulling into or out of a parking space.,b: When changing lanes.,c: When pulling into traffic from an alley or parking area.",b,"Use turn signals when changing lanes, pulling into or out of parking spaces, or entering traffic from an alley or parking area to communicate intentions and prevent accidents."
7,Safe Driving Tips,,What should you assume when passing a recently parked vehicle?,"a: The driver will open the door.,b: Speed up.,c: Slam on brakes.",a,"Assume the driver of a recently parked vehicle may open their door, and pass with caution to avoid a collision."
7,Rules of the Road,,What is the height requirement for children under eight to use a safety restraint system under Washington's Child Restraint Law?,"a: 5 feet 5 inches.,b: 5 feet.,c: 4 feet 11 inches.",c,"Washington's Child Restraint Law mandates that children under eight and shorter than 4 feet 9 inches must be secured in an approved child safety restraint system, not a seat belt, until they can use one safely."
7,Safe Driving Tips,,What should a small vehicle driver be prepared for when passing a large vehicle?,"a: Loud noises.,b: Excess air pollution.,c: Wind gusts from the large vehicle.",c,"Large vehicles create wind gusts that can affect smaller vehicles, requiring corrective steering when passing or approaching."
7,Safe Driving Tips,,How should you drive at night?,"a: Use high beams when no oncoming vehicles.,b: Wear sunglasses to reduce glare.,c: Use high beams in rain.",a,"Use high beams at night when no oncoming vehicles are present, and ensure headlights are on from 30 minutes after sunset to 30 minutes before sunrise."
7,Rules of the Road,,Where should your car be positioned to make a right turn?,"a: Near the center of the street.,b: Close to the left side.,c: Close to the right side.",c,Position your car close to the right side of the road to make a right turn safely without cutting across lanes.
7,Rules of the Road,,Which lane should you be in to turn right?,"a: The left lane.,b: The center lane.,c: The lane closest to the right.",c,Make a right turn from the lane closest to the right to align with the intended direction.
7,Safe Driving Tips,,How should you check for vehicles in your blind spots before changing lanes?,"a: Quickly turn your head to check blind spots.,b: Adjust rearview mirrors every few minutes.,c: Honk your horn before turning.",a,"Before changing lanes, glance over your shoulder to check blind spots, as mirrors alone may not show all vehicles."
7,Rules of the Road,,What does a steady red traffic signal require?,"a: Stop before entering the intersection.,b: Slow down and yield to other traffic.,c: Stop and look for danger before crossing.",a,"A steady red light means drivers must stop before entering the intersection, waiting until it turns green and the intersection is clear."
5,Safe Driving Tips,,What is the most important thing to remember when backing a car?,"a: Look carefully behind and yield to vehicles and pedestrians.,b: Keep one foot on the brake while backing.,c: Rely only on the rearview mirror.",a,"Before backing, look through the rear window to check for hazards, yielding to vehicles, bicyclists, or pedestrians, and don’t rely solely on mirrors."
