chapter,section,sub-section,question,options,correct-answer,note
3,,,Signs that warn 'lane closed ahead' may indicate a work zone ahead. You should:,"a:Merge your vehicle into the correct lane when it is safe,b:Drive to the end of the closed lane before attempting to merge,c:Understand that this sign is merely a suggestion and continue in the lane,d:Speed up to merge as quickly as possible",a,Merging safely into the correct lane avoids disruptions in a work zone.
3,,,When parking uphill on a street with a curb:,"a:Keep wheels straight and set brake.,b:Turn front wheels away from curb.,c:Turn front wheels toward curb.",b,Turn wheels away from the curb to prevent rolling.
3,,,"If you are parked parallel to the curb, you may get out of the car on the traffic side:","a:During the daytime when other drivers can see you,b:When the traffic light at the closest intersection turns red,c:When you won't interfere with oncoming vehicles,d:If you use your four-way flasher first",c,You may exit on the traffic side only when it’s safe and won’t interfere with oncoming vehicles.
3,,,"On a road without sidewalks, pedestrians should walk:","a:On the side with less traffic.,b:With the flow of traffic.,c:Facing oncoming traffic.",c,Walk facing traffic to see and react to approaching vehicles.
2,,,Which is true about speed?,"a:Driving too slowly can never be risky.,b:Speeding can be fatal.,c:Speeding is safe for skilled drivers.",b,Speeding increases crash severity.
2,,,You may cross a single solid white line in the highway:,"a:Whenever you want to,b:If traffic conditions require,c:Only to turn into a driveway,d:Only to make a u-turn",c,A single solid white line can be crossed only to turn into a driveway or private road.
2,,,"If a pedestrian is crossing your lane without a crosswalk, you should:","a:Make eye contact and pass.,b:Slow down while passing.,c:Stop and let them cross.",c,"Yield to pedestrians crossing, even without a crosswalk, for their safety."
2,,,You must not exceed a speed that is:,"a:The maximum speed limit.,b:Faster than reasonable and prudent.,c:Safe for current conditions.,d:All",d,Stay within the speed limit and adjust for conditions to drive safely.
2,,,"If your view is blocked at an intersection, you should:","a:Slow down and check both directions.,b:Keep your speed and look both ways.,c:Stop then inch forward to see clearly.",c,Stop and inch forward to ensure a clear view of cross traffic before proceeding.
2,,,As you are close to an intersection the traffic light changes from green to yellow. Your best action is to:,"a:Speed up to beat the red light.,b:Be prepared to stop in the center of the intersection.,c:Apply the brakes sharply to stop.",c,"When a light turns yellow near an intersection, apply the brakes to stop safely, avoiding entering the intersection."
2,,,Aggressive driving can become road rage. What should you do when confronted by an aggressive driver?,"a:Speed up to pass the driver as quickly as possible,b:Be prepared to yield the right of way,c:Drink alcohol to calm yourself down,d:Make eye contact with the driver",b,Yielding the right of way to an aggressive driver helps de-escalate the situation and ensures safety.
2,,,You may cross a single solid white line on the highway:,"a:Anytime you choose.,b:If traffic conditions require it.,c:Only to turn into a driveway.",b,Cross a solid white line only when necessary due to traffic conditions.
2,,,When parking uphill on a street with a curb:,"a:Keep wheels straight and set brake.,b:Turn front wheels away from curb.,c:Turn front wheels toward curb.",b,Turn wheels away from the curb to prevent rolling.
2,,,Highway pavement will be particularly dangerous and most slippery when:,"a:If it has just begun to rain.,b:If it has been raining for several hours.,c:If it has been raining for one to two hours.",a,"Pavement is most slippery when it has just begun to rain, as oil and water create a slick surface."
2,,,What is a speed limit?,"a:The maximum or minimum legal speed you can travel on a road under ideal conditions.,b:The maximum or minimum legal speed you can travel on a road under dangerous conditions.,c:The suggested speed to travel on a road under ideal conditions.",a,"A speed limit is the maximum legal speed allowed on a road under ideal conditions, though drivers must adjust for safety."
2,,,When two vehicles reach an intersection from different roads simultaneously which yields?,"a:Either vehicle,b:The vehicle on the left,c:The vehicle on the right",b,The left vehicle yields to the right vehicle to prevent conflicts.
2,,,"When nearing a pedestrian with a white cane or guide dog, you should:","a:Stop until they’re clear of your path.,b:Honk while passing.,c:Drive around them carefully.",a,Stop and wait until the pedestrian is well clear of your path for their safety.
2,,,Your car may hydroplane on wet roads at speeds as low as:,"a:45 mph.,b:35 mph.,c:40 mph.",b,Hydroplaning can occur at 35 mph if tires lose traction on wet surfaces.
2,,,"To anticipate road hazards, you should:","a:Scan the entire road and roadsides.,b:Stare straight ahead.,c:Rest your foot on the brake.",a,Continuously scan all directions to identify potential dangers early.
2,,,What should a driver do if they are taking a non-prescription drug?,"a:Should read the labels on the drug before driving.,b:Drink alcohol instead.,c:Continue driving regardless of any warning labels.",a,Drivers should read labels on non-prescription drugs to check for warnings about driving impairment.
2,,,A flashing yellow traffic light means:,"a:Merging traffic.,b:Proceed cautiously.,c:Pedestrian crossing.",b,"Drive with caution, yielding to other traffic or pedestrians as needed."
2,,,Seat belts are most effective when worn by:,"a:Only the driver.,b:Passengers on long trips.,c:All vehicle occupants.",c,"All occupants benefit from seat belts, reducing injury risk in crashes."
2,,,"To slow down on a slippery road, you should first:","a:Press the brakes firmly.,b:Remove your foot from the gas pedal.,c:Use the parking brake.",b,"Take your foot off the gas to slow down gradually, avoiding sudden braking that could cause skidding."
2,,,"When a bicyclist makes a left turn, they may:","a:Use the left lane.,b:Cut through all lanes.,c:Wait on the roadside.",a,"Bicyclists can use the left lane to make a left turn, like other vehicles."
1,,,What should you do if an oncoming driver is heading toward you in your lane?,"a:Use your horn steer right and accelerate.,b:Use your horn steer left and brake.,c:Use your horn steer right and brake.",c,"Use your horn to alert the driver, steer right to avoid a collision, and brake to slow down."
1,,,You may drive around or under a lowering or raising railroad gate:,"a:If no train is too close.,b:If your vehicle won’t damage the gate.,c:After checking both directions.,d:none",d,Driving around or under a railroad gate is always prohibited.
1,,,Be cautious when passing a bicycle because:,"a:You’re faster than the bicycle.,b:Bicycles always have right-of-way.,c:Oncoming traffic may not see you.",c,"Oncoming traffic may miss you passing, increasing collision risk."
1,,,"To avoid glare from oncoming headlights, you should:","a:Look briefly to the right road edge.,b:Focus on the centerline.,c:Flash your high beams.",a,Glance right to avoid glare while maintaining awareness of the road ahead.
1,,,What happens when you continuously hard brake on ice and snow?,"a:Helps you stop faster.,b:Keeps the brakes from freezing.,c:Locks the front wheels of a vehicle causing a loss of steering.",c,"Hard braking on ice or snow can lock the wheels, causing a loss of steering control."
1,,,What is hard to see at night?,"a:Pedestrians.,b:Road signs.,c:Other motorists.",a,"Pedestrians are hard to see at night due to low visibility, requiring extra caution."
1,,,When two solid yellow lines divide traffic lanes:,"a:You may pass from the left.,b:You may pass from the right.,c:Passing is prohibited in both directions.",c,"Double solid yellow lines prevent passing in either direction, except for permitted left turns into driveways."
1,,,"When merging onto a freeway, your speed should be:","a:At or near freeway traffic speed.,b:At the legal speed limit.,c:Slower than freeway traffic.",a,Match freeway traffic speed to merge smoothly and avoid disruption.
1,,,"When parallel parked, your vehicle should be within ____ of the curb.","a:One foot,b:Six inches,c:Three inches",a,Park within one foot of the curb to leave space for other vehicles.
1,,,What does a No standing sign at a certain location mean?,"a:You may never stop your vehicle there.,b:You may park there if the driver remains in the vehicle.,c:You may stop temporarily only to pickup or drop off passengers.",c,"A 'No Standing' sign permits brief stops for passenger pickup or drop-off, but no parking or prolonged stopping."
1,,,You may proceed in the direction of the arrow at a red traffic light with a green arrow if:,"a:Come to a complete stop.,b:Wait until the light changes.,c:You are in the proper lane and the roadway is clear.",c,A green arrow with a red light allows proceeding in the arrow’s direction if in the correct lane and the road is clear.
1,,,"When preparing to turn right, position your vehicle:","a:Near the street’s center.,b:Close to the left side.,c:Close to the right side.",c,Stay close to the right for a safe right turn.
1,,,A 'no standing' sign at a certain location means:,"a:You may never stop your vehicle there,b:You may park there if the driver remains in the vehicle,c:You may stop temporarily to pick up or discharge passengers,d:You may stop to load or unload merchandise",c,A 'no standing' sign allows temporary stops for picking up or dropping off passengers.
1,,,The amount of alcohol in the blood is called:,"a:Implied consent (IC).,b:Blood alcohol concentration (BAC).,c:Rate of alcohol consumption (RAC).",b,"BAC measures the percentage of alcohol in the blood, indicating impairment."
1,,,Blind persons legally have the right-of-way when crossing the street when they are:,"a:Helped by another person.,b:Led by a guide dog or using a white or metallic cane.,c:Wearing light-colored clothing.",b,"Blind persons have the right-of-way when using a guide dog or white/metallic cane, indicating their need for priority."
1,,,Your car may hydroplane on wet roads at speeds as low as:,"a:45 mph.,b:35 mph.,c:40 mph.",b,Hydroplaning can occur at 35 mph if tires lose traction on wet surfaces.
1,,,"If dust or smoke reduces visibility on the road, drive slower and use:","a:Emergency flashers.,b:Parking lights.,c:Headlights.",c,Headlights improve visibility for you and others in low-visibility conditions like dust or smoke.
1,,,What does a solid white line on the right edge of the highway slants in to the left shows?,"a:You are approaching a construction area.,b:There is an intersection just ahead.,c:You will be required to turn left just ahead.",b,A solid white line slanting left on the right edge of the highway indicates an upcoming intersection.
1,,,"In a disabled parking space without a disabled person, a driver:","a:May park in an emergency.,b:May stop in an emergency.,c:May stand in an emergency.",c,Only standing is allowed in an emergency; parking or stopping is prohibited.
1,,,Highway pavement will be particularly dangerous and most slippery when:,"a:If it has just begun to rain.,b:If it has been raining for several hours.,c:If it has been raining for one to two hours.",a,"Pavement is most slippery when it has just begun to rain, as oil and water create a slick surface."
