chapter,section,sub-section,question,options,correct-answer,note
5,,,"You face a green light, but traffic on the other side of the intersection does not allow you to travel all the way through the intersection. What must you do?","""a: Wait for the next green light,b: Wait until traffic ahead clears so you do not block the intersection,c: Enter the intersection and wait until traffic ahead clears""","""b""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
5,,,"When driving in work zones, you should:","""a: Follow the driver in front of you closely.,b: Pass the driver in front of you as soon as you can.,c: Avoid tailgating and keep a safe following distance.""","""c""","""The DMV handbook states on page 49, 'Go through the work zone carefully by: ... Allowing extra space between vehicles.'"""
5,,,"When entering the interstate, check for a gap in traffic in the nearest lane, adjust your speed to match traffic, signal, and:","""a: Expect traffic to allow you to proceed into the lane,b: Merge carefully into the gap.,c: Wait for the lane to clear before merging.""","""b""","""The DMV handbook states that when entering a highway, you should 'Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
5,,,It is more dangerous to drive at night than during the day because:,"""a: You cannot see as far ahead at night.,b: The road is always more slippery at night.,c: Your reaction time is slower at night.""","""a""","""The DMV handbook states on page 59 that 'When driving at night, use your high-beam headlights on open country roads or dark city streets. Make sure you can stop in the distance lit by your headlights.'"""
5,,,You are merging onto an interstate highway. You should:,"""a: Select a safe gap and merge into the lane of traffic.,b: Merge across two lanes at once.,c: Always stop before entering the highway.""","""a""","""The DMV handbook states that 'When you enter a highway, you will need to... Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
5,,,Parallel parking is when the,"""a: Front wheels are turned toward the street,b: Vehicle is in line with other parked vehicles,c: Rear wheels are touching the curb""","""b""","""Parallel parking is defined as parking 'in line with the road and other parked vehicles'.  The DMV handbook states that on page 26: 'Parallel parking is when you park in line with the road and other parked vehicles.'"""
5,,,"If a truck or bus is making a right turn where you also need to make a right turn, you should:","""a: Quickly turn before the truck or bus is able to.,b: Wait until the truck or bus turns before you turn.,c: Squeeze between the truck or bus and the curb.""","""b""","""The DMV handbook states that when turning right, you should drive close to the right edge of the road.  It also states that when turning right from a one-way street onto a one-way street, you should start the turn in the far-right lane.  This means you should wait for the truck or bus to turn before you turn, rather than quickly turning before them or squeezing between them and the curb."""
5,,,You are passing a school and see children near the street. You may not drive faster than,"""a: 35 m.p.h.,b: 20 m.p.h.,c: 25 m.p.h.""","""c""","""The DMV handbook states 'The speed limit is 25 mph within 500 feet of a school while children are outside or crossing the street.'"""
5,,,"If you drive more slowly than the flow of traffic, you will most likely:","""a: Interfere with traffic and receive a ticket.,b: Improve traffic flow.,c: Demonstrate defensive driving techniques.""","""a""","""The DMV Handbook states, '...you should not block normal and reasonable traffic flow by driving too slowly.'  'If you drive faster or slower than the speed limit, you may be cited.' (Page 50)"""
5,,,A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to,"""a: imprisonment and a fine,b: community service,c: all the above""","""a""","""The DMV handbook states, 'A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to imprisonment, a fine, or both.'"""
5,,,You are driving on the freeway. The vehicle in front of you is a large truck. You should drive,"""a: Closely behind the truck in bad weather because the driver can see farther ahead,b: Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot,c: No more than one car length behind the truck,d: None of the above""","""b""","""Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot'. This is emphasized in the 'Blind Spots (The No Zone)' section of The DMV handbook on page 42: 'If you cannot see the truck's side mirrors, the truck driver cannot see you.'"""
5,,,"If a driver ahead of you has stopped at a crosswalk, you should","""a: Change lanes look carefully and pass,b: Tap your horn to let the driver know you are waiting,c: Stop then proceed when safe""","""c""","""You must stop for pedestrians at a crosswalk. 'Pedestrians always have the right-of-way. Here are some right-of-way rules at intersections:  - Green traffic signal light: Proceed with caution. Pedestrians have the right-of-way.'"""
5,,,"If your car goes into water, you should","""a: Wait for water to rush in and let it out in small breaths through your nose,b: Call the fire department immediately,c: Remove yourself before it starts to sink""","""c""","""The most important thing to do in this scenario is to get yourself out of the car before it sinks. 'It is important to understand the dangers of water on the road, including: Being swept off the road. Floating debris and unseen hazards. The road collapsing. Vehicle malfunction.'"""
5,,,You may drive a motor vehicle in a bike lane:,"""a: If you drive more slowly than 15 mph.,b: No more than 200 feet before making a right turn.,c: Whenever bicyclists are not present.""","""b""","""According to the DMV handbook, 'It is illegal to drive in a bicycle lane unless you are: Parking (where permitted), Entering or leaving the road, Turning (within 200 feet of an intersection).'"""
5,,,"If you have a green light but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears,d: None of the above""","""c""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
5,,,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle.,b: You can see both headlights of the passed vehicle in your rearview mirror.,c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'"""
5,,,Construction zone signs are generally:,"""a: Square or rectangular with white and red coloring.,b: Round or octagonal with black and yellow coloring.,c: Diamond-shaped or rectangular with orange and black coloring.""","""c""","""The DMV handbook states on page 37, 'Diamond-Shaped Sign' Warns you of specific road conditions and dangers ahead."""
5,,,A curb painted blue means parking is:,"""a: Allowed for no longer than 15 minutes.,b: Only allowed when picking up or dropping off passengers.,c: For disabled persons with a special placard or plate.""","""c""","""According to page 28, 'Blue: Parking for a disabled person or someone driving a disabled person with a special placard or special license plate.'"""
5,,,"When you approach an octagonal sign, you must:","""a: Slow.,b: Stop.,c: Turn.""","""b""","""An octagonal sign is a stop sign. 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection. Check traffic in all directions before proceeding.'"""
5,,,Changing from one lane to another is best done:,"""a: Quickly and often.,b: When a car is in your blind spot.,c: Gradually and carefully.""","""c""","""Changing lanes should be done gradually and carefully to avoid collisions. 'Before you change lanes: … Be sure there is enough space for your vehicle in the next lane. It is not necessary to slow down before a lane change.'"""
5,,,"If you are facing a green traffic light but the intersection ahead is blocked by traffic, you should:","""a: Turn left and find another route.,b: Stay out of the intersection until traffic clears.,c: Follow the other vehicles and enter the intersection.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
4,,,"If you are feeling fatigued while driving, you should:","""a: Increase your speed to reach your destination more quickly.,b: Increase the volume of your radio.,c: Find a safe parking area to take a short nap.""","""c""","""Fatigue and drowsiness can affect your vision and increase reaction time to hazards. 'Find a safe parking area to take a short nap.'  is the only option that directly addresses the issue of fatigue."""
4,,,"When entering the interstate, check for a gap in traffic in the nearest lane, adjust your speed to match traffic, signal, and:","""a: Expect traffic to allow you to proceed into the lane,b: Merge carefully into the gap.,c: Wait for the lane to clear before merging.""","""b""","""The DMV handbook states that when entering a highway, you should 'Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
4,,,Fines in a construction zone are:,"""a: Doubled.,b: Tripled.,c: Cut in half.""","""a""","""The DMV handbook states on page 49, 'Fines are also doubled in highway construction or maintenance zones when workers are present.'"""
4,,,Parking is never permitted,"""a: In a crosshatched (diagonal) pattern space,b: In a bicycle lane unless otherwise posted,c: Twenty feet from a railroad track""","""a""","""According to page 28, 'Never park or leave your vehicle... In the crosshatched (diagonal lines) area next to a designated disabled parking space.'"""
4,,,You want to turn left at an upcoming corner. Yield the right-of-way to:,"""a: Oncoming vehicles also turning left.,b: All approaching vehicles.,c: Pedestrians on the sidewalk waiting for a \""Walk\"" signal.""","""b""","""When turning left, check for pedestrians. Give the right-of-way to any pedestrian or approaching vehicle that is close enough to be dangerous."""
4,,,You should signal at least 100 feet before you turn...,"""a: Before every lane change.,b: At least 5 seconds before you change lanes on a freeway.,c: None of the above.,d: both a and b""","""d""","""The text states, 'You should signal: At least 100 feet before you turn, Before every lane change., At least five seconds before you change lanes on a freeway.'"""
4,,,You see a signal person at a road construction site ahead. You should obey his or her instructions:,"""a: Only if you see orange cones on the road ahead.,b: Unless they conflict with existing signs,c: At all times.""","""c""","""On page 49, it is stated that 'Obey special signs or instructions from workers such as flaggers.'"""
4,,,"If you park facing uphill where there is no curb, set the parking brake and:","""a: Turn your wheels toward the edge of the road.,b: Turn your wheels away from the edge of the road.,c: Keep your wheels facing straight.""","""a""","""As quoted in the DMV handbook: 'Headed either uphill or downhill when there is no curb: Turn the wheels so the vehicle will roll away from the center of the road if the brakes fail. Downhill: turn the wheels toward the curb.'"""
4,,,Which of the following is not a safe driving practice when driving on the interstate?,"""a: Slower traffic must keep to the right.,b: Change lanes without signaling.,c: If you miss your exit""","""b""","""The DMV handbook states 'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'  Changing lanes without signaling is not a safe driving practice, and it is not allowed on the interstate."""
4,,,When should you yield your legal right-of-way?,"""a: Often,b: Whenever it helps prevent collisions.,c: Never. It confuses other drivers.""","""b""","""The DMV handbook states, 'Give up your right-of-way when it will help prevent collisions.'"""
4,,,Which of the following increases your chances of being in a collision?,"""a: Looking over your shoulder while making lane changes,b: Continuously changing lanes to pass other vehicles,c: Adjusting your rearview mirror before you start driving""","""b""","""Continuously changing lanes to pass other vehicles increases the risk of collision.  'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'"""
4,,,"Before switching on the ignition, you should:","""a: Buckle your safety belt.,b: Be sure all passengers have buckled their safety belts.,c: Both of the above.""","""c""","""The DMV handbook states that drivers should 'buckle up' and make sure that their 'passengers must wear seat belts.'"""
4,,,"Sleeping pills, tranquilizers, pain medicine, or cold or allergy medications","""a: May impair your driving,b: May increase the bad effects of alcohol on your driving,c: Both of the above""","""c""","""The DMV handbook states that 'Prescription and over-the-counter medications can make you an unsafe driver.'  It also states that 'Some medicines can make you sleepy.'  Therefore, the answer is 'c', as the medications can impair driving and increase the negative effects of alcohol."""
4,,,"If traffic light is red, but a police officer or fire fighter on duty tells you to go ahead, you should","""a: Wait for the green light,b: Do as he or she tells you,c: Report him or her to police""","""b""","""Obey any direction, order, or signal given by a law enforcement officer, or firefighter. Follow their orders even if they conflict with existing signs, signals, or laws."""
4,,,Looking down the road to where your vehicle will be in about 10 seconds helps you to,"""a: enjoy the scenery,b: avoid last minute moves,c: see hazards inside your car""","""b""","""Scanning the road at least 10 seconds ahead of your vehicle helps you avoid last minute moves and hazards. 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
4,,,"With a Class C driver's license, a person may drive","""a: a light rail train,b: car or van or pickup truck,c: semi truck""","""b""","""On page 7, The DMV handbook states 'Most people need a noncommercial Class C driver's license.'  On page 1, it states 'For information on vehicles covered by a Class C, visit dmv.ca.gov/dl.'"""
4,,,How many days do you have to report to DMV the sale or transfer of your vehicle?,"""a: 5 days,b: 10 days,c: 20 days""","""a""","""According to page 79, 'When you sell a vehicle, you must notify DMV within five days by completing a Notice of Transfer and Release of Liability at dmv.ca.gov/nrl.'"""
4,,,"To prevent tailgating, drivers should follow the:","""a: One-second rule.,b: Two-second rule.,c: Three-second rule.""","""c""","""To prevent tailgating, drivers should use the three-second rule to ensure a safe following distance and avoid a collision. 'Use the three-second rule to ensure a safe following distance and avoid a collision.' """
4,,,You should use your turn signals...,"""a: When changing lanes or merging into traffic.,b: When turning left or right.,c: Both of the above.,d: None of the above""","""c""","""The DMV Handbook states that you should 'Always signal when you turn, change lanes, slow down, or stop.'  This includes both turning left or right and changing lanes or merging."""
4,,,It is dangerous to follow a motorcycle too closely because:,"""a: They do not follow the same rules as motor vehicles.,b: A motorcycle can stop much faster than a standard vehicle.,c: They brake more slowly than motor vehicles.""","""b""","""According to page 44, 'Allow a safe three-second following distance. This space will help you avoid hitting a motorcyclist if they brake suddenly or fall.'"""
4,,,"When a school bus is picking up or dropping off children, you must:","""a: Stop,b: Stop if you are driving in the same direction.,c: Slow down and be prepared to stop.""","""a""","""The DMV handbook states, 'All vehicles must stop for school buses. When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'"""
4,,,"If you have a green light but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears,d: None of the above""","""c""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,"When preparing to make a left turn from a two-way street, you should drive:","""a: Near the right-hand side of the road.,b: Near the centerline.,c: On the left of the centerline.""","""b""","""To make a left turn, you should drive 'close to the center divider or into the left turn lane.'"""
4,,,"When crossing a sidewalk to enter traffic from an alley or driveway, drivers should:","""a: Stop only if pedestrians are on the sidewalk.,b: Stop before driving onto the sidewalk or sidewalk area.,c: Expect pedestrians on the sidewalk to yield the right-of-way.""","""b""","""The DMV handbook states, 'You may drive on or cross a sidewalk to enter or exit a driveway or alley.'  This means drivers should stop before driving onto the sidewalk or sidewalk area."""
4,,,If you see a pedestrian using a guide dog or carrying a white cane:,"""a: The pedestrian must yield the right-of-way.,b: You must yield the right-of-way.,c: Honk your horn to let them know you are there.""","""b""","""Pedestrians using guide dogs or white canes have the right-of-way at all times.  'Be careful when you are turning or backing up. This is particularly important if you are driving a hybrid or electric vehicle because blind pedestrians rely on sound to know there is a vehicle nearby.'"""
4,,,Which of the following driving skills are affected by the use of alcohol and/or drugs?,"""a: Alertness and concentration.,b: Reaction time and coordination.,c: All of the above.""","""c""","""The DMV handbook states that alcohol and/or drugs affect 'your ability to drive safely and react to what you see and hear.'  This includes alertness and concentration, reaction time, and coordination."""
4,,,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle.,b: You can see both headlights of the passed vehicle in your rearview mirror.,c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'"""
4,,,"If you have a green light, but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears""","""c""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,You may make a left turn on a red light from:,"""a: One-way street. onto a 2-way street,b: One-way street onto a one-way street.,c: Two-way street. onto a one-way street.","""b""","""You may turn left against a red light when you are turning from a one-way street onto a one-way street. Make sure there is no sign prohibiting the turn. Yield to other vehicles, pedestrians, or bicyclists who have a green light. Look both ways and turn when it is safe."""
4,,,Which of the following should you do if you are being followed by a tailgater?,"""a: Change lanes and allow the tailgater to pass.,b: Tap the brakes to signal you are moving at a slower pace.,c: Increase your speed to match the speed of the vehicle.""","""a""","""The DMV handbook recommends that you change lanes and allow the tailgater to pass when safe to do so. 'Maintain your course and speed. Then, when safe to do so, merge right to change into another lane and allow the tailgater to pass.'"""
4,,,What is the best advice for driving when heavy fog or dust occurs?,"""a: try not to drive until the conditions improve,b: do not drive too slowly because other drivers may hit you,c: alternate your low and high beams to improve visibility""","""a""","""The DMV Handbook states, 'It is best to avoid driving in heavy fog or smoke. Consider postponing your trip until the fog clears.'"""
4,,,You are driving on a city street and see an emergency vehicle with flashing lights behind you. What should you do?,"""a: Drive to the right edge of the road and slow down.,b: Drive to the right edge of the road and stop.,c: Stay in your lane slow down and let it pass.""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Failure to pull over may result in a ticket. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'"""
4,,,What is the first thing you should do if your wheels move off the pavement?,"""a: Ease your foot off the gas pedal and brake gently,b: Pull over to the right and sound your horn to warn the other drivers,c: Pull the steering wheel back""","""a""","""According to page 68, the first step you should take if your wheels drift off the pavement is to 'Grip the steering wheel firmly. Remove your foot from the accelerator. Brake gently.'"""
4,,,"Where a left turn at an intersection can be started from either of two lanes, a U-turn can be started from","""a: Either of the two lanes,b: Only the left lane,c: Any lane that is open""","""b""","""According to page 20 of the DMV Handbook, 'To make a U-turn, signal and use the left turn lane or far-left lane.'"""
4,,,Check your rearview mirrors:,"""a: Often to see how traffic is moving behind you.,b: To see if a vehicle is in your blind spot.,c: Only when you are slowing down.""","""a""","""The text states, 'Knowing what is behind you can help you avoid rear-end collisions. Check traffic behind you often by using your rearview mirror, side mirrors, and turning your head when you: ... - Reduce your speed.' This clearly implies that checking rearview mirrors is essential for overall awareness of the road behind."""
4,,,What happens if you do not signal when required?,"""a: You may get a ticket,b: You may cause an accident,c: All of the above""","""c""","""The DMV handbook states that it is important to signal when making a turn, changing lanes, slowing down, or stopping, and that failing to do so could result in a ticket or cause an accident. The correct answer is all of the above."""
4,,,If an oncoming vehicle has started to turn left in front of you,"""a: Maintain your speed and take your right of way,b: Honk your horn to warn the driver and maintain your speed,c: Slow or stop to prevent a collision""","""c""","""When turning left, do not assume that an oncoming vehicle with its right turn signal on is turning before it reaches you. The driver may have their signal on by mistake or plan to turn just beyond you. Wait for the vehicle to start its turn before beginning the left turn."""
4,,,You are driving at night on a dimly lit street and using high beams. You should dim your lights when you are within 500 feet of,"""a: a vehicle approaching you from behind,b: an oncoming vehicle,c: a sharp curve or hill""","""b""","""According to page 11 of The DMV handbook, you should 'Dim your high-beam headlights to low beams within 500 feet of a vehicle coming toward you or within 300 feet of a vehicle you are following.'"""
4,,,You should not start across an intersection if you know you will...,"""a: Block the intersection when the light turns red.,b: Unless you enter the intersection on a yellow light.,c: Unless you enter the intersection on a green light.,d: None of the above""","""a""","""The DMV handbook states on page 39: 'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,"Before changing lanes or attempting to pass another vehicle, you should:","""a: Check your blind spots and mirrors.,b: Signal your intention before changing lanes.,c: All of the above.""","""c""","""The DMV handbook states, 'Before you change lanes: Signal,  Check your mirrors, Check traffic behind and beside you, Look over your shoulder in the direction you plan to move to make sure the lane is clear, Check your blind spots for other vehicles, motorcyclists, and bicyclists. Do not let the vehicle drift into another lane.'"""
4,,,You are crossing an intersection and an emergency vehicle is approaching while using its siren and flashing lights. You should:,"""a: Stop immediately in the intersection until it passes.,b: Pull to the right of the intersection and stop.,c: Continue through the intersection""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'"""
4,,,You have been involved in a minor traffic collision with a parked vehicle and you can't find the owner. You must:,"""a: Leave a note on the vehicle.,b: Report the collision without delay to the city police or,c: Both of the above.""","""c""","""The DMV handbook states, 'Try to find the owner if your vehicle hits or rolls into a parked car or other property. If you cannot find the owner, leave a note with your name, phone number, and address. Securely attach the note to the vehicle or property. Report the collision to law enforcement.'"""
4,,,What is a likely effect when you take another drug while you drink alcohol?,"""a: There are no effects unless the drug is prescription only,b: If the drug is over-the-counter there are no effects,c: The effects of the alcohol and the drug are enhanced""","""c""","""The DMV handbook states on page 72, 'It is illegal to drive after… Using any combination of alcohol or drugs that decreases your ability to drive safely.'"""
4,,,"If you park facing uphill on a street with a curb, set the parking brake and:","""a: Turn the front wheels toward the curb.,b: Turn the front wheels away from the curb.,c: Leave the front wheels straight.""","""b""","""To prevent your vehicle from rolling backwards, turn the front wheels away from the curb (left towards the center of the road) and let your vehicle roll back a few inches. The wheel should gently touch the curb."""
4,,,You must not cross a solid double line in the center of the roadway to,"""a: Overtake and pass another vehicle,b: Make a left turn,c: Enter a private driveway""","""b""","""The DMV handbook states, 'Do not pass over double solid yellow lines... make a left turn... except at designated openings.'"""
