chapter,section,sub-section,question,options,correct-answer,note
1,,,"When waiting to turn left at a multilane intersection with blocked visibility, you should:","a: Accelerate when the first lane is clear, b: Wait until all lanes are clear, c: Proceed if an oncoming driver waves you through",b,Wait until all lanes you need to cross are clear to ensure a safe left turn.
1,,,"To merge onto a crowded freeway, you should:","a: Use mirrors and check blind spots, b: Use the acceleration lane to match traffic speed, c: Yield to freeway traffic, d: All of the above",d,"Check mirrors and blind spots, accelerate to match traffic, and yield to freeway vehicles for a safe merge."
1,,,You may cross double solid yellow lines:,"a: To pass a slow truck, b: To turn into a driveway, c: To pass another car",b,"Double solid yellow lines may be crossed only for left turns into driveways or permitted U-turns, not for passing."
1,,,What does a steady green arrow at a traffic signal mean?,"a: Merge into the arrow’s lane.,b: Slow to a stop if safe.,c: Turn in the arrow’s direction after yielding.",c,"A steady green arrow permits turns in the indicated direction, but drivers must yield to traffic and pedestrians already in the intersection."
1,,,"If an oncoming vehicle is in your lane, you should:","a: Honk, steer right, and accelerate, b: Honk, steer left, and brake, c: Honk, steer right, and brake",c,"Honking to alert, steering right to avoid a head-on collision, and braking to reduce impact speed is the safest response."
1,,,How should you merge into traffic on a crowded freeway?,"a: Check mirrors and blind spots.,b: Use the acceleration lane to match traffic speed.,c: Yield to freeway traffic.",c,"Use the acceleration lane to match freeway speed, check mirrors and blind spots, and yield to traffic already on the freeway."
1,,,"If an oncoming vehicle with high beams approaches, you should look toward:","a: Either side of the road, b: The center of the road, c: The right side of the road",c,Looking toward the right side prevents blinding from high beams while maintaining enough visibility to stay on course.
1,,,How much space should you leave behind a stopped motorcycle?,"a: One vehicle length.,b: Three vehicle lengths.,c: Two feet.",a,Leave at least one full vehicle length behind a stopped motorcycle to prevent collisions if your vehicle is rear-ended.
1,,,Consuming which substances may impair driving and lead to a DUII arrest?,"a: Beer, wine, or liquor, b: Controlled substances like illegal drugs or prescriptions, c: Inhalants like glue or paint, d: All of the above",d,"Alcohol, controlled substances, and inhalants can impair driving ability, potentially leading to a DUII arrest."
1,,,Which statement about passing is true?,"a: Signal 100 feet before passing.,b: Check your left shoulder when passing left.,c: Wait to see both headlights of the passed car.",c,"When passing, signal at least 100 feet in advance, check mirrors and blind spots, and return to your lane when the passed vehicle’s headlights are visible in your rearview mirror."
1,,,What should you do if your accelerator sticks open while driving?,"a: Honk your horn.,b: Slam on your brakes.,c: Turn on your four-way flashers.",c,"Turn off the ignition carefully, apply brakes, and move to a safe area if your accelerator sticks to prevent uncontrolled acceleration."
1,,,"When approaching an emergency vehicle stopped with flashing lights, you must:","a: Slow down and change lanes if possible, b: Drive to the right and stop, c: Maintain speed in your lane",a,"Slow down and change lanes to give space to a stopped emergency vehicle, or reduce speed if changing lanes is unsafe."
1,,,"At a light rail intersection, you should always:","a: Look both ways before crossing tracks, b: Obey all traffic signals, c: Share the road with pedestrians and bicyclists, d: All of the above",d,"Light rail intersections require checking for trains, obeying signals, and yielding to pedestrians and cyclists to ensure safety."
1,,,What should you do when passing a stopped emergency vehicle?,"a: Increase speed.,b: Vacate the closest lane or slow down.,c: Ask if help is needed.",b,"Move to a lane away from a stopped emergency vehicle or slow down if unable to change lanes, giving it space."
1,,,"As your speed increases, your field of vision:","a: Expands, b: Narrows, c: Remains unchanged",b,"Higher speeds reduce your field of vision, limiting your ability to detect hazards, requiring greater caution."
1,,,A telltale sign of an intoxicated driver is:,"a: Weaving between lanes, b: Driving slower than traffic flow, c: Making abrupt stops, d: All of the above",d,"Drunk drivers often exhibit weaving, driving slower than traffic, or making sudden stops, all of which indicate impaired control and judgment."
1,,,"When changing lanes, it’s important to:","a: Signal your intentions, b: Check your blind spot, c: Ensure the lane is clear, d: All of the above",d,"Signaling, checking blind spots, and verifying a clear lane are essential to safely change lanes."
1,,,When can you proceed through an intersection with a stop sign but no stop line or crosswalk?,"a: After slowing to check for traffic.,b: After stopping and verifying safety.,c: After stopping 20 feet before the intersection.",b,"Stop before the intersection, verify it’s safe, and proceed when clear, even without a stop line or crosswalk."
2,,,What does a single dashed yellow line between lanes mean?,"a: Passing is allowed if safe.,b: Both lanes move in the same direction.,c: Passing is prohibited.",a,"A single dashed yellow line allows vehicles from either direction to pass when it is safe, provided they do not interfere with oncoming traffic."
2,,,What is the most common cause of traffic crashes?,"a: New drivers.,b: Human error.,c: Bad weather.",b,"Human error, such as not seeing another vehicle or making unexpected moves, is the leading cause of traffic crashes."
2,,,Which statement about passing is true?,"a: Signal 100 feet before passing, b: Check mirrors and left shoulder blind spot, c: Wait to see both headlights of the passed vehicle before returning, d: All of the above",d,"Safe passing requires signaling early, checking mirrors and blind spots, and ensuring the passed vehicle is fully visible before merging back."
2,,,"If a transit vehicle signals to re-enter the main road after a stop, you must:","a: Honk to alert them, b: Move to the left lane, c: Yield",c,"Drivers must yield to transit vehicles signaling to re-enter traffic, ensuring safe merging after passenger stops."
2,,,A driver may legally pass on the right of another vehicle:,"a: If the vehicle is waiting to turn left and a passing lane is available, b: Even if it requires driving off the pavement, c: On a narrow bridge",a,"Passing on the right is permitted when a vehicle is turning left or waiting to turn left and a passing lane is available, or on multilane roads with sufficient lanes."
2,,,What do large flashing arrow signs indicate?,"a: Drivers should merge into the lane the arrow points to.,b: There is something to observe in the arrow's direction.,c: Drivers can remain in their current lane.",a,"Large flashing or sequential arrow signs are used in construction zones to indicate a lane closure, directing drivers to slow down and merge into the lane indicated by the arrow for safe navigation."
2,,,"To reduce the risk of hydroplaning, you should:","a: Avoid speeding on wet roads, b: Use properly inflated tires, c: Replace worn tires, d: All of the above",d,"Hydroplaning risks are reduced by driving slower on wet roads, maintaining proper tire pressure, and replacing tires with adequate tread."
2,,,Defensive driving means:,"a: Driving aggressively, b: Using safe strategies to avoid crashes, c: Being more hazardous than non-defensive driving",b,Defensive driving employs proactive strategies to prevent collisions by staying alert and anticipating road hazards.
2,,,What should you do when encountering a warning sign?,"a: Stay aware of surroundings.,b: Follow the sign’s instructions.,c: Reduce speed to the advisory limit.",c,"Warning signs alert drivers to upcoming hazards, requiring attention to surroundings, adherence to instructions, and speed reduction as advised."
2,,,What should you do when driving in bad weather?,"a: Speed up to reach your destination faster.,b: Reduce your following distance.,c: Increase your following distance.",c,Increase your following distance in bad weather to account for longer stopping distances on wet or slippery roads.
2,,,What should you do when borrowing an unfamiliar vehicle?,"a: Assume all vehicles are similar.,b: Hide your unfamiliarity.,c: Check for defects before driving.",c,Familiarize yourself with the vehicle’s controls and correct any defects before driving to ensure safety.
2,,,"When approaching an emergency vehicle stopped with flashing lights, you must:","a: Slow down and change lanes if possible, b: Drive to the right and stop, c: Maintain speed in your lane",a,"Slow down and change lanes to give space to a stopped emergency vehicle, or reduce speed if changing lanes is unsafe."
2,,,Your first response to reduced visibility should be:,"a: Turning on headlights, b: Reducing speed, c: Turning on windshield wipers",b,Reducing speed is the primary response to low visibility to maintain control and avoid hazards.
2,,,When may you cross solid yellow lines?,"a: To pass traffic in the same direction.,b: During daylight only.,c: At any time.",c,"Solid yellow lines may be crossed only when making a turn, not for passing or at any time."
2,,,"If an aggressive driver cuts you off, you should:","a: Call the police immediately, b: Stay calm and move out of their way, c: Flash your lights to signal their error",b,Staying calm and moving out of an aggressive driver’s way prevents escalation and maintains safety.
2,,,What should you do if your accelerator sticks open while driving?,"a: Honk your horn.,b: Slam on your brakes.,c: Turn on your four-way flashers.",c,"Turn off the ignition carefully, apply brakes, and move to a safe area if your accelerator sticks to prevent uncontrolled acceleration."
2,,,A red traffic signal requires you to:,"a: Stop at the stop line, b: Stop before entering a crosswalk, c: Stop before entering the intersection, d: All of the above",d,"A red traffic light mandates stopping at the stop line, before a crosswalk, or before entering the intersection to ensure safety."
2,,,"When a road has a solid yellow line and a broken yellow line, with the broken line next to your lane, you may pass:","a: Only in an emergency, b: If on an expressway, c: If traffic is clear",c,"A broken yellow line on your side allows passing if the road is clear of oncoming traffic, ensuring safe overtaking."
2,,,What should you do at an intersection with a flashing yellow light?,"a: Stop and wait for the light to change.,b: Make a U-turn as the intersection is closed.,c: Proceed carefully through the intersection.",c,"A flashing yellow light requires slow, cautious progression through the intersection, scanning for traffic in both directions."
2,,,"Before changing lanes on a multilane highway, you should:","a: Sound your horn, b: Turn on your headlights, c: Check your mirrors and blind spots",c,"Checking mirrors and blind spots ensures no vehicles are in the way, preventing collisions during lane changes."
2,,,Distracted driving can be caused by:,"a: Eating, drinking, or smoking, b: Talking or texting on a phone, c: Changing a radio station or CD, d: All of the above",d,"Activities like eating, texting, or adjusting the radio divert attention, significantly increasing the risk of crashes."
2,,,How can you check your blind spots when changing lanes?,"a: Use the inside rearview mirror.,b: Use the outside rearview mirror.,c: Use both rearview mirrors.",c,"Turn your head to check blind spots directly, as mirrors alone may not reveal vehicles in those areas."
2,,,"At a railroad crossing with no signals or gates, when in a line of traffic:","a: You have priority and don’t need to check for trains, b: You may pass slower vehicles, c: Ensure space to cross fully",c,"Ensure there’s enough space to cross the tracks completely without stopping, preventing being stuck on the tracks."
2,,,Highway markings:,"a: Are usually unimportant, b: Are only in construction zones, c: Provide information for drivers",c,"Highway markings guide drivers by indicating lane positions, safe passing zones, and upcoming road conditions."
2,,,What does a steady yellow X lane control signal above a reversible lane mean?,"a: The signal will soon change to a red X.,b: The signal will soon change to a green arrow.,c: Drivers can continue in this lane.",a,"A steady yellow X signals that drivers should vacate the lane, as it is about to transition to a red X, indicating the lane will close, typically used in reversible lane systems."
2,,,What should you do when a driver behind you wants to pass?,"a: Speed up.,b: Maintain your speed.,c: Slow down to allow room.",c,"Slow down to create space in front of your vehicle, making it easier and safer for the passing driver to complete the maneuver."
2,,,What should you do at a railroad crossing with flashing signals?,"a: Stop and look for a train.,b: Slow down and look for a train.,c: Look for a train and speed up.",a,Stop no closer than 15 feet from the nearest rail when signals indicate an approaching train to ensure safety.
2,,,A seat belt should be adjusted to:,"a: Be loose, b: Fit snugly across your hips and lower abdomen, c: Be hidden under the seat",b,"A properly adjusted seat belt should fit snugly across the hips and lower abdomen, with the shoulder belt allowing a fist’s width of space at the chest."
2,,,"If the driver ahead is driving with one hand and talking to a passenger, you should:","a: Give them extra space, b: Recognize their inattention reduces safety, c: Avoid mimicking their behavior, d: All of the above",d,"An inattentive driver increases crash risk, so maintain extra space and avoid similar distractions."
2,,,What lights should you use when driving in fog?,"a: Low beam headlights.,b: High beam headlights.,c: Parking lights.",a,"Use low beam headlights in fog to improve visibility without reflecting light back into your eyes, unlike high beams."
3,,,Can you drink alcohol in a vehicle on a public highway?,"a: If you’re not driving.,b: If in the back seat.,c: If in the back of a pick-up truck.",c,"Consuming or possessing alcohol in a vehicle’s passenger area on a public highway is illegal, regardless of location or vehicle status."
3,,,Emergency vehicles:,"a: Have right-of-way with sirens or flashing lights, b: May use loudspeakers for instructions, c: May travel in groups, d: All of the above",d,"Emergency vehicles with active sirens or lights have priority, may issue instructions via loudspeakers, and often travel together, requiring drivers to yield."
3,,,"When stopped at a stop sign in a line of vehicles with no cross traffic after others pass, you:","a: Proceed without stopping again, b: Stop again at the stop sign or line, c: Roll past the stop sign slowly",b,"Each vehicle must stop fully at a stop sign, even in a line, to ensure safety and yield to any traffic."
3,,,"When two vehicles enter an intersection from different roads at the same time, which must yield?","a: Either vehicle, b: The vehicle on the left, c: The vehicle on the right",b,The vehicle on the left must yield to the vehicle on the right at an intersection to prevent collisions.
3,,,When must you yield to emergency vehicles?,"a: Never.,b: When they use flashing lights or sirens.,c: Only if other vehicles yield.",b,Yield to emergency vehicles using sirens or flashing lights to ensure they can pass safely.
3,,,When can you drive across a dashed white line?,"a: At any time.,b: Only during daylight.,c: When safe to change lanes.",c,Dashed white lines separate same-direction traffic and may be crossed to pass or change lanes when safe.
3,,,How far in advance should you signal a turn?,"a: 100 feet.,b: 50 feet.,c: 20 feet.",a,Signal at least 100 feet before turning to inform other drivers of your intentions and ensure safety.
3,,,What does a flashing yellow arrow at a traffic signal indicate?,"a: Merge into the lane the arrow points to.,b: Come to a complete stop.,c: Turn left after yielding to oncoming traffic and pedestrians.",c,A flashing yellow arrow allows left turns but requires yielding to oncoming traffic and pedestrians with a green light.
3,,,What should you do if your power steering fails while driving?,"a: Honk and turn off the ignition.,b: Turn on hazard lights and brace yourself.,c: Steer harder, slow down, and stop safely.",c,"If power steering fails, steer with extra effort, reduce speed, and pull over to a safe area to stop."
3,,,What’s the safest way to pass a bicyclist on a two-lane road without bike lanes?,"a: Slow down and pass with sufficient space.,b: Continue straight, expecting the bicyclist to move.,c: Wait for a traffic signal or stop sign.",a,"Slow down, wait for clear traffic, and pass the bicyclist with at least 3–5 feet of space to avoid startling or endangering them."
3,,,If two drivers arrive simultaneously at a four-way stop:,"a: The driver on the right has priority, b: The driver on the left has priority, c: One may proceed without stopping",a,"At a four-way stop, the vehicle on the right has the right-of-way when arriving simultaneously, ensuring orderly movement."
3,,,"When a pedestrian begins crossing in front of your vehicle, you should:","a: Flash your lights, b: Reduce speed, c: Accelerate to pass ahead of the pedestrian",b,"Drivers must slow down and be ready to stop for pedestrians crossing the road, prioritizing their safety, especially in crosswalks."
3,,,"When a driver behind you wants to pass, you should:","a: Speed up, b: Maintain your speed, c: Slow down to allow room for the pass",c,Slowing down creates space for the passing vehicle to complete the maneuver safely and quickly.
3,,,When should you honk your horn?,"a: When passing through an intersection.,b: When passing a bicyclist.,c: When a child may run into the street.",c,"Use your horn to warn pedestrians, like a child running into the street, or drivers who may not see you."
3,,,Anything that causes you to ____ can lead to a crash.,"a: Take your eyes off the road, b: Remove your hands from the wheel, c: Divert your attention from driving, d: All of the above",d,"Distractions that take your eyes, hands, or focus away from driving significantly increase the likelihood of a crash."
3,,,"When turning onto a one-way street, drivers should:","a: Turn into the right lane, b: Turn into the left lane, c: Turn into the least obstructive lane",c,Turn into the lane that least interferes with other traffic on a one-way street to maintain smooth flow.
3,,,Your first response to reduced visibility should be:,"a: Turning on headlights, b: Reducing speed, c: Turning on windshield wipers",b,Reducing speed is the primary response to low visibility to maintain control and avoid hazards.
3,,,What must you do when approaching a stopped emergency vehicle with flashing lights?,"a: Change lanes or slow down.,b: Drive to the right and stop.,c: Continue at the same speed.",a,"Change lanes away from a stopped emergency vehicle or slow down if unable to move over, giving it space."
3,,,"When driving in sleet or snow, you should:","a: Keep windshield and mirrors clear, b: Increase following distance, c: Approach vehicles cautiously, d: All of the above",d,"Clear windshields, longer following distances, and cautious approaches are essential for safe driving in winter conditions."
3,,,"Before changing lanes on a multilane highway, you should:","a: Sound your horn, b: Turn on your headlights, c: Check your mirrors and blind spots",c,"Checking mirrors and blind spots ensures no vehicles are in the way, preventing collisions during lane changes."
3,,,A solid white line on the right edge of the highway slanting left indicates:,"a: An intersection is ahead, b: A construction zone is approaching, c: A left turn is required soon",c,"A solid white edge line slanting left signals that the road narrows ahead, requiring drivers to adjust their position accordingly."
3,,,An End school zone sign indicates:,"a: A 20 mph speed limit, b: The start of a reduced speed zone, c: A higher likelihood of pedestrians",c,"An 'End school zone' sign marks the end of a reduced speed area, but drivers should remain vigilant for pedestrians, especially children."
3,,,"If an oncoming vehicle is in your lane, you should:","a: Honk, steer right, and accelerate, b: Honk, steer left, and brake, c: Honk, steer right, and brake",c,"Honking to alert, steering right to avoid a head-on collision, and braking to reduce impact speed is the safest response."
3,,,"If you notice a vehicle defect affecting safety, you should:","a: Correct it as soon as possible, b: Fix it when affordable, c: Drive slower",a,Correct safety-related defects immediately to prevent hazardous operation of the vehicle.
3,,,"On a multilane road with opposing traffic, the shared center lane is for:","a: Passing another vehicle, b: Slowing or stopping before a left turn, c: Through-traffic when moving slowly",b,"The center lane is reserved for slowing or stopping to make a left turn, not for passing or through traffic."
3,,,Who has the right-of-way at an uncontrolled intersection when two vehicles arrive simultaneously?,"a: The vehicle on the right.,b: The vehicle on the left.,c: The vehicle that honks first.",a,"At an uncontrolled intersection, the vehicle on the right has the right-of-way when both arrive at the same time."
3,,,What should you know when approaching a heavy truck from behind on a hill?,"a: The truck may be slower than the speed limit.,b: You can always safely pass it.,c: You can always legally pass it.",a,"Trucks often travel slower than the speed limit on inclines, so use caution and avoid passing if visibility is limited."
3,,,When may you not cross a single broken white or yellow line?,"a: If it interferes with traffic.,b: When turning left into a driveway.,c: When the car ahead is disabled.",a,"Do not cross a broken line if it interferes with traffic, but you may cross to pass or turn when safe."
3,,,"When parking downhill on a two-way street, what should you do?","a: Turn wheels to the right.,b: Turn wheels to the left.,c: Keep wheels straight.",a,Turn wheels toward the curb when parking downhill to direct the vehicle away from traffic if it rolls.
3,,,What do large flashing arrow signs indicate?,"a: Drivers should merge into the lane the arrow points to.,b: There is something to observe in the arrow's direction.,c: Drivers can remain in their current lane.",a,"Large flashing or sequential arrow signs are used in construction zones to indicate a lane closure, directing drivers to slow down and merge into the lane indicated by the arrow for safe navigation."
4,,,What should you do when approaching a T intersection?,"a: Yield to cross traffic.,b: Proceed with the right-of-way.,c: Force your way into traffic.",a,"At a T intersection, drivers on the terminating road must stop and yield to vehicles on the crossroad until it is safe to proceed."
4,,,A driver’s ability to operate a vehicle can be impaired by:,"a: Alcohol, b: Any medication, c: Lack of sleep, d: All of the above",d,"Alcohol, medications (prescription or over-the-counter), and fatigue from lack of sleep can all reduce a driver’s physical and mental capacity to drive safely."
4,,,Drivers may not pass from either side of a ____ centerline.,"a: Mixed solid and broken yellow, b: Single broken yellow, c: Double solid yellow",c,A double solid yellow centerline prohibits passing from either direction to ensure safety on two-lane roads.
4,,,You may not park:,"a: On a hill.,b: In a parking lot.,c: On a crosswalk or bike lane.",c,Parking on crosswalks or bike lanes is illegal to maintain accessibility and safety for pedestrians and cyclists.
4,,,Alcohol consumption causes:,"a: Reduced concentration, b: Impaired coordination, c: Slower decision-making, d: All of the above",d,"Even small amounts of alcohol impair concentration, coordination, and judgment, significantly reducing a driver’s ability to operate a vehicle safely."
4,,,What should you do at an unmarked railroad crossing?,"a: Always stop completely.,b: Slow down and be ready to stop.,c: All crossings have signals, so this doesn’t apply.",b,"At an unmarked railroad crossing, drivers should slow down, check for trains in both directions, and be prepared to stop if a train is approaching."
4,,,What should you do if opposing traffic blocks your view while waiting to turn left?,"a: Accelerate when the first lane clears.,b: Wait until all lanes are clear.,c: Wait for an oncoming driver’s signal.",b,Wait until all lanes you need to cross are clear to ensure a safe left turn without risking a collision.
4,,,When should you return to your lane after passing?,"a: When you feel far enough ahead.,b: When the other driver signals you.,c: When directly next to the passed vehicle.",a,"Return to your lane when you can see the entire passed vehicle in your rearview mirror, signaling your intent."
4,,,A driver may legally pass on the right of another vehicle:,"a: If the vehicle is waiting to turn left and a passing lane is available, b: Even if it requires driving off the pavement, c: On a narrow bridge",a,"Passing on the right is permitted when a vehicle is turning left or waiting to turn left and a passing lane is available, or on multilane roads with sufficient lanes."
4,,,To ensure safety when backing your vehicle:,"a: Honk before shifting to reverse, b: Check behind the vehicle before entering, c: Rely on rearview mirrors",b,"Checking behind the vehicle before backing ensures no children or obstacles are present, enhancing safety."
4,,,"To reduce the risk of hydroplaning, you should:","a: Avoid speeding on wet roads, b: Use properly inflated tires, c: Replace worn tires, d: All of the above",d,"Hydroplaning risks are reduced by driving slower on wet roads, maintaining proper tire pressure, and replacing tires with adequate tread."
4,,,When may you drive in an HOV lane?,"a: With two or more occupants.,b: If driving slower than traffic.,c: If driving faster than traffic.",a,"HOV lanes are reserved for vehicles with two or more occupants, marked by signs and diamond symbols."
4,,,Which is not a factor in stopping distance?,"a: Steering ability, b: Braking distance, c: Reaction distance",a,"Stopping distance depends on perception, reaction, and braking distances, not steering ability."
4,,,Which qualities does alcohol consumption negatively affect?,"a: Judgment.,b: Reasoning ability.,c: Vision.",c,"Alcohol impairs judgment, reasoning, vision, reaction time, and concentration, quickly affecting driving ability after consumption."
4,,,A telltale sign of an intoxicated driver is:,"a: Weaving between lanes, b: Driving slower than traffic flow, c: Making abrupt stops, d: All of the above",d,"Drunk drivers often exhibit weaving, driving slower than traffic, or making sudden stops, all of which indicate impaired control and judgment."
4,,,What’s the safest way to drive in traffic?,"a: Vary your speed to stay alert.,b: Drive faster than traffic flow.,c: Drive with the flow of traffic.",c,Driving with the flow of traffic within the speed limit minimizes crash risks caused by speed disparities.
4,,,What should you do when faced with an oncoming car and a bicyclist on a narrow road?,"a: Pull onto the shoulder.,b: Split the difference.,c: Let the car pass before passing the bike.",c,Wait for the oncoming car to pass before passing the bicyclist to avoid squeezing between hazards and ensure safety.
4,,,"If a pedestrian hybrid beacon flashes red, it means:","a: Proceed with caution, b: Slow down and prepare to stop, c: Stop completely and proceed if clear",c,"A flashing red pedestrian hybrid beacon requires a full stop, with drivers proceeding only when the crosswalk is clear."
4,,,How can you avoid alcohol-related crash risks?,"a: Decide not to drive before drinking.,b: Say, 'No thanks, I’m driving.'.,c: Call a taxi.",c,"Decide not to drive before drinking, refuse drinks if driving, or arrange alternative transportation to avoid impaired driving."
4,,,"If a flagger is directing traffic in a construction zone, you must:","a: Follow the flagger’s directions, b: Follow surrounding traffic despite the flagger, c: Assume the flagger shouldn’t direct traffic",a,"Flaggers in construction zones have authority to direct traffic, and drivers must obey their instructions to ensure safety."
4,,,What should you do at an intersection with a green light and pedestrians crossing against the red?,"a: Honk your horn.,b: Speed up to pass the pedestrians.,c: Stop to let pedestrians cross safely.",c,"Yield to pedestrians caught in the intersection, even if crossing against the light, to ensure their safety."
4,,,How should you pass another vehicle on a two-lane road?,"a: Return to your lane when there’s enough space.,b: Stay in the left lane if turning left.,c: Return to the right side immediately.",a,Return to your lane only when there’s sufficient space between you and the passed vehicle to avoid collisions.
4,,,"When turning or changing lanes, you must:","a: Always signal, even with no visible traffic, b: Signal only if traffic is visible, c: Signal only at night",a,"Signaling for all turns or lane changes, regardless of traffic, communicates intentions and prevents accidents."
4,,,Who must yield when a driver is turning and a pedestrian is crossing without a traffic light?,"a: The last to move, b: The driver, c: The slower party",b,Drivers must yield to pedestrians crossing without a traffic light to ensure their safety.
4,,,What should you do when nearing an accident scene?,"a: Focus on driving.,b: Keep moving.,c: Stop if involved or help is needed.",c,"Stop only if you’re involved in the accident or emergency help hasn’t arrived; otherwise, keep moving to avoid obstructing the scene."
4,,,What do large flashing arrow signs indicate?,"a: Drivers should merge into the lane the arrow points to.,b: There is something to observe in the arrow's direction.,c: Drivers can remain in their current lane.",a,"Large flashing or sequential arrow signs are used in construction zones to indicate a lane closure, directing drivers to slow down and merge into the lane indicated by the arrow for safe navigation."
4,,,What’s the safest way to pass a bicyclist on a two-lane road without bike lanes?,"a: Slow down and pass with sufficient space.,b: Continue straight, expecting the bicyclist to move.,c: Wait for a traffic signal or stop sign.",a,"Slow down, wait for clear traffic, and pass the bicyclist with at least 3–5 feet of space to avoid startling or endangering them."
4,,,What must you do when approaching a stopped emergency vehicle with flashing lights?,"a: Change lanes or slow down.,b: Drive to the right and stop.,c: Continue at the same speed.",a,"Change lanes away from a stopped emergency vehicle or slow down if unable to move over, giving it space."
4,,,Which factors influence alcohol’s effects?,"a: Food in the stomach, b: Body weight, c: Time between drinks, d: All of the above",d,"Food, body weight, and time between drinks affect how alcohol is absorbed and impacts BAC."
4,,,What should you do if you notice a vehicle defect affecting safety?,"a: Correct it as soon as possible.,b: Correct it when affordable.,c: Drive slower.",a,Correct any safety-related vehicle defect immediately before driving to ensure safe operation.
5,,,When can you proceed through a yellow light intersection?,"a: If an emergency vehicle is crossing.,b: If pedestrians are crossing.,c: If you’re turning right.",c,"If already in the intersection when the light turns yellow, proceed carefully to clear the intersection."
5,,,"When turning onto a one-way street, drivers should:","a: Turn into the right lane, b: Turn into the left lane, c: Turn into the least obstructive lane",c,Turn into the lane that least interferes with other traffic on a one-way street to maintain smooth flow.
5,,,What should you do when wanting to turn left at an intersection with heavy oncoming traffic?,"a: Use the next intersection.,b: Wait at the crosswalk.,c: Wait in the intersection’s center.",c,"Wait in the intersection with a green light, keeping wheels straight, until oncoming traffic clears for a safe left turn."
5,,,How can you check your blind spots when changing lanes?,"a: Use the inside rearview mirror.,b: Use the outside rearview mirror.,c: Use both rearview mirrors.",c,"Turn your head to check blind spots directly, as mirrors alone may not reveal vehicles in those areas."
5,,,What should you do when driving to an unfamiliar area?,"a: Rely on road signs.,b: Plan your trip in advance.,c: Know only the general destination.",b,Plan your route in advance when driving to unfamiliar areas to avoid confusion and ensure a safer journey.
5,,,What should you provide after an accident?,"a: Insurance and registration details.,b: Your name and address.,c: Assistance to the injured.",c,"After an accident, provide your name, address, insurance, and registration details, and offer reasonable assistance to anyone injured."
5,,,What should you use when driving in fog?,"a: Parking lights.,b: Low beam headlights.,c: High beam headlights.",b,"Low beam headlights are essential in fog, rain, or snow to enhance visibility without causing glare."
5,,,"At dusk or on cloudy days, you should:","a: Use four-way flashers, b: Use parking lights, c: Turn on your headlights",c,"Headlights must be used at dusk or in overcast conditions to enhance visibility, switching to low beams when near other vehicles."
5,,,Work zone signs indicate:,"a: It’s summer, b: Stop and back up, c: Less than ideal driving conditions",c,"Orange work zone signs signal road work, requiring extra caution due to potential hazards like workers or equipment."
