chapter,section,sub-section,question,options,correct-answer,note
4,,,Which of the following increases your chances of being in a collision?,"""a: Looking over your shoulder while making lane changes,b: Continuously changing lanes to pass other vehicles,c: Adjusting your rearview mirror before you start driving""","""b""","""Continuously changing lanes to pass other vehicles increases the risk of collision.  'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'"""
4,,,"Before switching on the ignition, you should:","""a: Buckle your safety belt.,b: Be sure all passengers have buckled their safety belts.,c: Both of the above.""","""c""","""The DMV handbook states that drivers should 'buckle up' and make sure that their 'passengers must wear seat belts.'"""
4,,,"Sleeping pills, tranquilizers, pain medicine, or cold or allergy medications","""a: May impair your driving,b: May increase the bad effects of alcohol on your driving,c: Both of the above""","""c""","""The DMV handbook states that 'Prescription and over-the-counter medications can make you an unsafe driver.'  It also states that 'Some medicines can make you sleepy.'  Therefore, the answer is 'c', as the medications can impair driving and increase the negative effects of alcohol."""
4,,,"If traffic light is red, but a police officer or fire fighter on duty tells you to go ahead, you should","""a: Wait for the green light,b: Do as he or she tells you,c: Report him or her to police""","""b""","""Obey any direction, order, or signal given by a law enforcement officer, or firefighter. Follow their orders even if they conflict with existing signs, signals, or laws."""
4,,,Looking down the road to where your vehicle will be in about 10 seconds helps you to,"""a: enjoy the scenery,b: avoid last minute moves,c: see hazards inside your car""","""b""","""Scanning the road at least 10 seconds ahead of your vehicle helps you avoid last minute moves and hazards. 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
4,,,"With a Class C driver's license, a person may drive","""a: a light rail train,b: car or van or pickup truck,c: semi truck""","""b""","""On page 7, The DMV handbook states 'Most people need a noncommercial Class C driver's license.'  On page 1, it states 'For information on vehicles covered by a Class C, visit dmv.ca.gov/dl.'"""
4,,,How many days do you have to report to DMV the sale or transfer of your vehicle?,"""a: 5 days,b: 10 days,c: 20 days""","""a""","""According to page 79, 'When you sell a vehicle, you must notify DMV within five days by completing a Notice of Transfer and Release of Liability at dmv.ca.gov/nrl.'"""
4,,,"To prevent tailgating, drivers should follow the:","""a: One-second rule.,b: Two-second rule.,c: Three-second rule.""","""c""","""To prevent tailgating, drivers should use the three-second rule to ensure a safe following distance and avoid a collision. 'Use the three-second rule to ensure a safe following distance and avoid a collision.' """
4,,,You should use your turn signals...,"""a: When changing lanes or merging into traffic.,b: When turning left or right.,c: Both of the above.,d: None of the above""","""c""","""The DMV Handbook states that you should 'Always signal when you turn, change lanes, slow down, or stop.'  This includes both turning left or right and changing lanes or merging."""
4,,,It is dangerous to follow a motorcycle too closely because:,"""a: They do not follow the same rules as motor vehicles.,b: A motorcycle can stop much faster than a standard vehicle.,c: They brake more slowly than motor vehicles.""","""b""","""According to page 44, 'Allow a safe three-second following distance. This space will help you avoid hitting a motorcyclist if they brake suddenly or fall.'"""
4,,,"When a school bus is picking up or dropping off children, you must:","""a: Stop,b: Stop if you are driving in the same direction.,c: Slow down and be prepared to stop.""","""a""","""The DMV handbook states, 'All vehicles must stop for school buses. When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'"""
4,,,"If you have a green light but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears,d: None of the above""","""c""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,"When preparing to make a left turn from a two-way street, you should drive:","""a: Near the right-hand side of the road.,b: Near the centerline.,c: On the left of the centerline.""","""b""","""To make a left turn, you should drive 'close to the center divider or into the left turn lane.'"""
4,,,"When crossing a sidewalk to enter traffic from an alley or driveway, drivers should:","""a: Stop only if pedestrians are on the sidewalk.,b: Stop before driving onto the sidewalk or sidewalk area.,c: Expect pedestrians on the sidewalk to yield the right-of-way.""","""b""","""The DMV handbook states, 'You may drive on or cross a sidewalk to enter or exit a driveway or alley.'  This means drivers should stop before driving onto the sidewalk or sidewalk area."""
4,,,If you see a pedestrian using a guide dog or carrying a white cane:,"""a: The pedestrian must yield the right-of-way.,b: You must yield the right-of-way.,c: Honk your horn to let them know you are there.""","""b""","""Pedestrians using guide dogs or white canes have the right-of-way at all times.  'Be careful when you are turning or backing up. This is particularly important if you are driving a hybrid or electric vehicle because blind pedestrians rely on sound to know there is a vehicle nearby.'"""
4,,,Which of the following driving skills are affected by the use of alcohol and/or drugs?,"""a: Alertness and concentration.,b: Reaction time and coordination.,c: All of the above.""","""c""","""The DMV handbook states that alcohol and/or drugs affect 'your ability to drive safely and react to what you see and hear.'  This includes alertness and concentration, reaction time, and coordination."""
4,,,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle.,b: You can see both headlights of the passed vehicle in your rearview mirror.,c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'"""
4,,,"If you have a green light, but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears""","""c""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,You may make a left turn on a red light from:,"""a: One-way street. onto a 2-way street,b: One-way street onto a one-way street.,c: Two-way street. onto a one-way street.","""b""","""You may turn left against a red light when you are turning from a one-way street onto a one-way street. Make sure there is no sign prohibiting the turn. Yield to other vehicles, pedestrians, or bicyclists who have a green light. Look both ways and turn when it is safe."""
4,,,Which of the following should you do if you are being followed by a tailgater?,"""a: Change lanes and allow the tailgater to pass.,b: Tap the brakes to signal you are moving at a slower pace.,c: Increase your speed to match the speed of the vehicle.""","""a""","""The DMV handbook recommends that you change lanes and allow the tailgater to pass when safe to do so. 'Maintain your course and speed. Then, when safe to do so, merge right to change into another lane and allow the tailgater to pass.'"""
4,,,What is the best advice for driving when heavy fog or dust occurs?,"""a: try not to drive until the conditions improve,b: do not drive too slowly because other drivers may hit you,c: alternate your low and high beams to improve visibility""","""a""","""The DMV Handbook states, 'It is best to avoid driving in heavy fog or smoke. Consider postponing your trip until the fog clears.'"""
4,,,You are driving on a city street and see an emergency vehicle with flashing lights behind you. What should you do?,"""a: Drive to the right edge of the road and slow down.,b: Drive to the right edge of the road and stop.,c: Stay in your lane slow down and let it pass.""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Failure to pull over may result in a ticket. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'"""
4,,,What is the first thing you should do if your wheels move off the pavement?,"""a: Ease your foot off the gas pedal and brake gently,b: Pull over to the right and sound your horn to warn the other drivers,c: Pull the steering wheel back""","""a""","""According to page 68, the first step you should take if your wheels drift off the pavement is to 'Grip the steering wheel firmly. Remove your foot from the accelerator. Brake gently.'"""
4,,,"Where a left turn at an intersection can be started from either of two lanes, a U-turn can be started from","""a: Either of the two lanes,b: Only the left lane,c: Any lane that is open""","""b""","""According to page 20 of the DMV Handbook, 'To make a U-turn, signal and use the left turn lane or far-left lane.'"""
4,,,Check your rearview mirrors:,"""a: Often to see how traffic is moving behind you.,b: To see if a vehicle is in your blind spot.,c: Only when you are slowing down.""","""a""","""The text states, 'Knowing what is behind you can help you avoid rear-end collisions. Check traffic behind you often by using your rearview mirror, side mirrors, and turning your head when you: ... - Reduce your speed.' This clearly implies that checking rearview mirrors is essential for overall awareness of the road behind."""
4,,,What happens if you do not signal when required?,"""a: You may get a ticket,b: You may cause an accident,c: All of the above""","""c""","""The DMV handbook states that it is important to signal when making a turn, changing lanes, slowing down, or stopping, and that failing to do so could result in a ticket or cause an accident. The correct answer is all of the above."""
4,,,If an oncoming vehicle has started to turn left in front of you,"""a: Maintain your speed and take your right of way,b: Honk your horn to warn the driver and maintain your speed,c: Slow or stop to prevent a collision""","""c""","""When turning left, do not assume that an oncoming vehicle with its right turn signal on is turning before it reaches you. The driver may have their signal on by mistake or plan to turn just beyond you. Wait for the vehicle to start its turn before beginning the left turn."""
4,,,You are driving at night on a dimly lit street and using high beams. You should dim your lights when you are within 500 feet of,"""a: a vehicle approaching you from behind,b: an oncoming vehicle,c: a sharp curve or hill""","""b""","""According to page 11 of The DMV handbook, you should 'Dim your high-beam headlights to low beams within 500 feet of a vehicle coming toward you or within 300 feet of a vehicle you are following.'"""
4,,,You should not start across an intersection if you know you will...,"""a: Block the intersection when the light turns red.,b: Unless you enter the intersection on a yellow light.,c: Unless you enter the intersection on a green light.,d: None of the above""","""a""","""The DMV handbook states on page 39: 'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
4,,,"Before changing lanes or attempting to pass another vehicle, you should:","""a: Check your blind spots and mirrors.,b: Signal your intention before changing lanes.,c: All of the above.""","""c""","""The DMV handbook states, 'Before you change lanes: Signal,  Check your mirrors, Check traffic behind and beside you, Look over your shoulder in the direction you plan to move to make sure the lane is clear, Check your blind spots for other vehicles, motorcyclists, and bicyclists. Do not let the vehicle drift into another lane.'"""
4,,,You are crossing an intersection and an emergency vehicle is approaching while using its siren and flashing lights. You should:,"""a: Stop immediately in the intersection until it passes.,b: Pull to the right of the intersection and stop.,c: Continue through the intersection""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'"""
4,,,You have been involved in a minor traffic collision with a parked vehicle and you can't find the owner. You must:,"""a: Leave a note on the vehicle.,b: Report the collision without delay to the city police or,c: Both of the above.""","""c""","""The DMV handbook states, 'Try to find the owner if your vehicle hits or rolls into a parked car or other property. If you cannot find the owner, leave a note with your name, phone number, and address. Securely attach the note to the vehicle or property. Report the collision to law enforcement.'"""
4,,,What is a likely effect when you take another drug while you drink alcohol?,"""a: There are no effects unless the drug is prescription only,b: If the drug is over-the-counter there are no effects,c: The effects of the alcohol and the drug are enhanced""","""c""","""The DMV handbook states on page 72, 'It is illegal to drive after… Using any combination of alcohol or drugs that decreases your ability to drive safely.'"""
4,,,"If you park facing uphill on a street with a curb, set the parking brake and:","""a: Turn the front wheels toward the curb.,b: Turn the front wheels away from the curb.,c: Leave the front wheels straight.""","""b""","""To prevent your vehicle from rolling backwards, turn the front wheels away from the curb (left towards the center of the road) and let your vehicle roll back a few inches. The wheel should gently touch the curb."""
4,,,You must not cross a solid double line in the center of the roadway to,"""a: Overtake and pass another vehicle,b: Make a left turn,c: Enter a private driveway""","""b""","""The DMV handbook states, 'Do not pass over double solid yellow lines... make a left turn... except at designated openings.'"""
4,,,Driving under the influence of any medication which impairs your driving is permitted:,"""a: Under no circumstances.,b: If you don't feel drowsy.,c: If it is prescribed by a physician.""","""a""","""It is illegal to drive under the influence of any drug that affects your ability to drive safely.  'The law does not see a difference between illegal drugs and medications you get from a doctor or pharmacy. They can all affect your ability to drive safely and react to what you see and hear.' (Page 72)"""
