chapter,section,sub-section,question,options,correct-answer,note
8,,,"If you miss your exit on the freeway, you should not:","""a: Continue on the freeway and find an alternate route to your destination.,b: Proceed to the next exit,c: Back up on the road or shoulder.""","""c""","""According to the DMV Handbook, page 23,  'If you miss your exit, continue around until you return to your exit.'"""
8,,,You should allow an extra cushion of space:,"""a: When following a station wagon.,b: When following a driver who cannot see the rear of their vehicle.,c: When following a small passenger car.""","""b""","""The DMV handbook states, 'Following other vehicles at a safe distance gives you enough time to react if another driver makes a mistake.'  This indicates that you should allow extra space when following a driver who may have a reduced field of vision or other issues that could impair their driving."""
8,,,Alcohol is:,"""a: A stimulant.,b: An antihistamine.,c: A depressant.""","""c""","""Alcohol is a depressant. 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.'"""
8,,,If an oncoming vehicle has started to turn left in front of you,"""a: Maintain your speed and take your right of way,b: Honk your horn to warn the driver and maintain your speed,c: Slow or stop to prevent a collision""","""c""","""When turning left, do not assume that an oncoming vehicle with its right turn signal on is turning before it reaches you. The driver may have their signal on by mistake or plan to turn just beyond you. Wait for the vehicle to start its turn before beginning the left turn."""
8,,,You must make a financial responsibility report after an accident when damage to one of the vehicles is over $750,"""a: Only if you are not insured,b: Only if it was your fault,c: No matter who was at fault""","""c""","""The DMV handbook states on page 77 that you must report the accident to DMV within 10 days if 'The collision caused more than $1,000 in damage to property.'"""
8,,,Which of the following is true about driving in bad weather?,"""a: You should always drive at the speed limit,b: Increase your following distance,c: Use cruise control to maintain speed,d: Drive with your windows down""","""b""","""The DMV handbook recommends increasing following distance in bad weather.  'Increase your following distance.'"""
8,,,It is legal to drive with an alcoholic beverage container that has been opened only if the container is:,"""a: Under the front seat.,b: In the glove department.,c: In the trunk.""","""c""","""According to the DMV handbook, 'If you are carrying any alcohol, cannabis in your vehicle, the container must be sealed and unopened. If it is open, you must keep the container in the trunk or place where passengers do not sit.'"""
8,,,Tailgating,"""a: Is a defensive driving technique,b: Cannot result in a traffic citation,c: Can frustrate other drivers and make them angry""","""c""","""Tailgating is following too closely, which can 'frustrate other drivers and make them angry.'  The DMV handbook states that it is important to leave a safe following distance. """
8,,,You drive defensively when you:,"""a: Put one car length between you and the car ahead.,b: Look only at the car in front of you while driving.,c: Keep your eyes moving to look for possible hazards.""","""c""","""Defensive driving is described as being aware of your surroundings, and the DMV handbook states that 'To drive safely, you need to know what is around you.'"""
8,,,"If you drive 55 mph in a 55 mph zone, you can be given a speeding ticket:","""a: Under no circumstances because it is always legal.,b: If the road or weather conditions require a slower speed.,c: Only if you are approaching a sharp curve in the road.""","""b""","""The DMV Handbook states, 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.'"""
8,,,You should turn on your headlights:,"""a: One half hour after sunset.,b: When stopped at a railroad crossing.,c: When parked at a school.""","""a""","""The DMV Handbook states, 'Use your headlights: Beginning 30 minutes after sunset. Until 30 minutes before sunrise.'"""
8,,,You should turn on your hazard lights when,"""a: Driving in heavy rain or fog,b: Your car has broken down on the side of the road,c: You are double parked""","""b""","""The DMV handbook states 'If you need to stop because of vehicle trouble: - Turn on your emergency flashers. If your vehicle does not have emergency flashers, use your turn signals.'"""
8,,,"If there is no crosswalk and you see a pedestrian crossing your lane, you should:","""a: Make sure the pedestrian can see you before proceeding.,b: Cautiously drive around the pedestrian.,c: Stop and let the pedestrian finish crossing.""","""c""","""Pedestrians always have the right-of-way, even in unmarked crosswalks. 'Before entering an intersection, look left, right, and ahead to check for vehicles, bicyclists, and pedestrians. Be prepared to slow down and stop if necessary. Pedestrians always have the right-of-way.'"""
8,,,"If you are convicted of driving with an excessive blood alcohol concentration (BAC), you may be sentenced to serve:","""a: Up to six months in jail.,b: Up to 12 months in jail.,c: No jail time""","""a""","""The DMV handbook states on page 74 that you may be sentenced to up to six months in jail if convicted of a DUI. 'If you are convicted of a DUI, DMV will suspend or revoke your driving privilege for one year.'"""
8,,,"At dawn or dusk and in rain or snow, it can be hard to see and be seen. A good way to let other drivers know you are there is to turn:","""a: Up the instrumental panel lights.,b: On your parking lights.,c: On your headlights.""","""c""","""The DMV handbook states 'Use your headlights: When it is too dark to see from 1,000 feet away, Beginning 30 minutes after sunset, Until 30 minutes before sunrise, In adverse weather. If you need to use your windshield wipers due to fog, rain, or snow, you must turn on your low-beam headlights.'"""
8,,,"When planning to pass another vehicle, you should:","""a: Not count on other drivers to make room for you.,b: Assume the driver will let you pass if you use your turn signal.,c: Assume the driver will maintain a constant speed.""","""a""","""The DMV handbook states that 'Never assume that other drivers will give you the right-of-way.'"""
8,,,Which of the following increases your chances of having a collision?,"""a: Continuously changing lanes to pass other vehicles,b: Adjusting your rearview mirror before you start driving,c: Looking over your shoulder while making lane changes""","""a""","""Continuously changing lanes to pass other vehicles is dangerous as it can lead to collisions.  'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'"""
8,,,Temporary signs used in construction and maintenance work areas:,"""a: Have a red background with green writing.,b: Have an orange background with black writing.,c: Have a yellow background with blue writing.""","""b""","""The DMV handbook states on Page 36 that 'Diamond-Shaped Sign Warns you of specific road conditions and dangers ahead.'"""
8,,,"With a Class C driver's license, a person may drive","""a: a light rail train,b: car or van or pickup truck,c: semi truck""","""b""","""On page 7, The DMV handbook states 'Most people need a noncommercial Class C driver's license.'  On page 1, it states 'For information on vehicles covered by a Class C, visit dmv.ca.gov/dl.'"""
8,,,"California's basic speed law' says, in addition to obeying the maximum speed limit, drivers must keep in mind","""a: The posted speed limit,b: Synchronized stop lights,c: Road traffic and weather conditions""","""c""","""The DMV book on page 67 states: 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.'"""
8,,,When parking your vehicle parallel to the curb on a level street:,"""a: Your front wheels must be turned toward the street.,b: Your wheels must be within 18 inches of the curb.,c: One of your rear wheels must touch the curb.""","""b""","""According to the DMV handbook, when parallel parking your vehicle, 'Your vehicle should now be parallel and within 18 inches of the curb.'"""
8,,,"If a road is slippery, maintain a following distance that is:","""a: No different than normal.,b: Farther from the car ahead than normal.,c: Closer to the car ahead than normal.""","""b""","""The DMV handbook states, 'Drive more slowly than you would on a dry road. Adjust your speed for different conditions: ... Wet road: Reduce your speed by 5 to 10 mph.'"""
8,,,Which of the following substances can affect the ability to drive?,"""a: Tranquilizers,b: Cough syrups and cold tablets containing codeine or antihistamines.,c: All of the above.""","""c""","""The DMV Handbook clearly states 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.' It also says, 'No matter what age you are, it is illegal to drive after... Taking any drug that affects your ability to drive. This includes prescriptions or over-the-counter medications.'"""
8,,,An orange and red triangular sign on a vehicle always means:,"""a: The vehicle has the right-of-way.,b: Slow-moving vehicle.,c: Shoulder work ahead.""","""b""","""The DMV handbook states on page 45 that 'Some slow-moving vehicles have an orange and red triangle on their back, such as road maintenance vehicles which usually travel at 25 mph or less.'"""
8,,,Having a driver license is a:,"""a: Right,b: Privilege,c: Requirement.""","""b""","""The DMV Handbook states that a California driver's license 'allows you to drive on public roads.'"""
8,,,Carpool lanes are marked with a diamond symbol. To use these lanes during the special hours shown on the signs you must,"""a: Be driving a van or bus,b: Drive at the speed limit or have your lights on,c: Have the minimum number of passengers shown on the signs.""","""c""","""Carpool lanes are marked with a diamond symbol and the words 'Carpool Lane'. 'To use an HOV lane, one of these must apply: You have a certain number of people in your vehicle. There will be signs at the on-ramp or along the road to tell you the minimum number of people. Road signs also list the hours when the HOV rules apply.'"""
8,,,"When driving at night with no other vehicles ahead, a driver should use","""a: High beam lights,b: Low-beam lights,c: Parking lights""","""a""","""When driving at night with no other vehicles ahead, a driver should use high-beam headlights. 'When driving at night, use your high-beam headlights on open country roads or dark city streets.'"""
8,,,"Blocking an intersection during ""rush hour"" traffic is not permitted:","""a: Unless you entered the intersection on a green light.,b: Under any circumstances,c: Unless you have the right-of-way or a green light.""","""b""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  This is found on page 39."""
8,,,You are driving on a one-way street. You may only turn left onto another one-way street if:,"""a: You increase your speed before the turn.,b: Traffic on the street moves to the right.,c: Traffic on the street moves to the left.""","""c""","""You may turn left against a red light when you are turning from a one-way street onto a one-way street. Make sure there is no sign prohibiting the turn. Yield to other vehicles, pedestrians, or bicyclists who have a green light. Look both ways and turn when it is safe."""
8,,,Which of these statements is true about changing lanes?,"""a: You only need to turn and look over your right shoulder for lane changes to the right or left.,b: Look over your right shoulder for a right lane change and your left shoulder for a left lane change.,c: Vehicles with two outside mirrors do not have blind spots.""","""b""","""Before changing lanes, you should check your mirrors, check traffic behind and beside you, and then look over your shoulder in the direction you plan to move to make sure the lane is clear."""
8,,,What does a traffic signal with a yellow left arrow indicate?,"""a: Drivers should prepare to yield to oncoming traffic.,b: The protected left turn is about to end.,c: Both of the above.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow."""
8,,,Never make a U-turn:,"""a: In residential districts.,b: At or on a railroad crossing.,c: Where there isn't a ‘No U-turn’ sign posted.""","""b""","""The DMV handbook states, 'Never make a U-turn: ... At or on a railroad crossing.'"""
8,,,"At an intersection with stop signs at all four (or more) corners, when two cars arrive at the same time you must yield the right-of-way to the driver","""a: On your right,b: On your left,c: Signaling a turn""","""a""","""The DMV handbook states: 'If a vehicle, pedestrian, or bicyclist gets to the intersection at the same time as you, give the right-of-way to the vehicle, pedestrian, or bicyclist on your right.'"""
8,,,"Hydroplaning occurs when tires ride on a thin film of water instead of on the surface of the road. To prevent hydroplaning in rainy weather, you should:","""a: Put on your cruise control to maintain a constant speed.,b: Decrease your speed.,c: Move to the shoulder of the road as soon as it starts to rain.""","""b""","""To avoid hydroplaning, the DMV handbook states: 'Drive slowly.' 'Slow down if you hear sloshing sounds from the tires.'  'Slow down when changing lanes or direction.'  (Page 61)"""
8,,,"When driving on an interstate, to avoid traffic merging from on-ramps to your right, the best thing to do is to:","""a: Change lanes to the left.,b: Slow down.,c: Maintain your speed and position.""","""a""","""To avoid traffic merging from on-ramps, you should change lanes to the left if it is safe to do so.  The DMV handbook states, 'Make space for vehicles entering freeways, even if you have the right-of-way. Be ready for rapid changes and watch for signals from other drivers.'"""
8,,,When double solid yellow lines separate lanes of traffic:,"""a: Passing is permitted from the left.,b: Passing is permitted from the right.,c: Passing is not permitted from either direction.""","""c""","""Double solid yellow lines indicate a lane barrier and passing is not permitted from either direction. 'Do not pass over double solid yellow lines.'"""
