chapter,section,sub-section,question,options,correct-answer,note
5,,,"You face a green light, but traffic on the other side of the intersection does not allow you to travel all the way through the intersection. What must you do?","""a: Wait for the next green light,b: Wait until traffic ahead clears so you do not block the intersection,c: Enter the intersection and wait until traffic ahead clears""","""b""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
5,,,"When driving in work zones, you should:","""a: Follow the driver in front of you closely.,b: Pass the driver in front of you as soon as you can.,c: Avoid tailgating and keep a safe following distance.""","""c""","""The DMV handbook states on page 49, 'Go through the work zone carefully by: ... Allowing extra space between vehicles.'"""
5,,,"When entering the interstate, check for a gap in traffic in the nearest lane, adjust your speed to match traffic, signal, and:","""a: Expect traffic to allow you to proceed into the lane,b: Merge carefully into the gap.,c: Wait for the lane to clear before merging.""","""b""","""The DMV handbook states that when entering a highway, you should 'Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
5,,,It is more dangerous to drive at night than during the day because:,"""a: You cannot see as far ahead at night.,b: The road is always more slippery at night.,c: Your reaction time is slower at night.""","""a""","""The DMV handbook states on page 59 that 'When driving at night, use your high-beam headlights on open country roads or dark city streets. Make sure you can stop in the distance lit by your headlights.'"""
5,,,You are merging onto an interstate highway. You should:,"""a: Select a safe gap and merge into the lane of traffic.,b: Merge across two lanes at once.,c: Always stop before entering the highway.""","""a""","""The DMV handbook states that 'When you enter a highway, you will need to... Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
5,,,Parallel parking is when the,"""a: Front wheels are turned toward the street,b: Vehicle is in line with other parked vehicles,c: Rear wheels are touching the curb""","""b""","""Parallel parking is defined as parking 'in line with the road and other parked vehicles'.  The DMV handbook states that on page 26: 'Parallel parking is when you park in line with the road and other parked vehicles.'"""
5,,,"If a truck or bus is making a right turn where you also need to make a right turn, you should:","""a: Quickly turn before the truck or bus is able to.,b: Wait until the truck or bus turns before you turn.,c: Squeeze between the truck or bus and the curb.""","""b""","""The DMV handbook states that when turning right, you should drive close to the right edge of the road.  It also states that when turning right from a one-way street onto a one-way street, you should start the turn in the far-right lane.  This means you should wait for the truck or bus to turn before you turn, rather than quickly turning before them or squeezing between them and the curb."""
5,,,You are passing a school and see children near the street. You may not drive faster than,"""a: 35 m.p.h.,b: 20 m.p.h.,c: 25 m.p.h.""","""c""","""The DMV handbook states 'The speed limit is 25 mph within 500 feet of a school while children are outside or crossing the street.'"""
5,,,"If you drive more slowly than the flow of traffic, you will most likely:","""a: Interfere with traffic and receive a ticket.,b: Improve traffic flow.,c: Demonstrate defensive driving techniques.""","""a""","""The DMV Handbook states, '...you should not block normal and reasonable traffic flow by driving too slowly.'  'If you drive faster or slower than the speed limit, you may be cited.' (Page 50)"""
5,,,A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to,"""a: imprisonment and a fine,b: community service,c: all the above""","""a""","""The DMV handbook states, 'A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to imprisonment, a fine, or both.'"""
5,,,You are driving on the freeway. The vehicle in front of you is a large truck. You should drive,"""a: Closely behind the truck in bad weather because the driver can see farther ahead,b: Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot,c: No more than one car length behind the truck,d: None of the above""","""b""","""Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot'. This is emphasized in the 'Blind Spots (The No Zone)' section of The DMV handbook on page 42: 'If you cannot see the truck's side mirrors, the truck driver cannot see you.'"""
5,,,"If a driver ahead of you has stopped at a crosswalk, you should","""a: Change lanes look carefully and pass,b: Tap your horn to let the driver know you are waiting,c: Stop then proceed when safe""","""c""","""You must stop for pedestrians at a crosswalk. 'Pedestrians always have the right-of-way. Here are some right-of-way rules at intersections:  - Green traffic signal light: Proceed with caution. Pedestrians have the right-of-way.'"""
5,,,"If your car goes into water, you should","""a: Wait for water to rush in and let it out in small breaths through your nose,b: Call the fire department immediately,c: Remove yourself before it starts to sink""","""c""","""The most important thing to do in this scenario is to get yourself out of the car before it sinks. 'It is important to understand the dangers of water on the road, including: Being swept off the road. Floating debris and unseen hazards. The road collapsing. Vehicle malfunction.'"""
5,,,You may drive a motor vehicle in a bike lane:,"""a: If you drive more slowly than 15 mph.,b: No more than 200 feet before making a right turn.,c: Whenever bicyclists are not present.""","""b""","""According to the DMV handbook, 'It is illegal to drive in a bicycle lane unless you are: Parking (where permitted), Entering or leaving the road, Turning (within 200 feet of an intersection).'"""
5,,,"If you have a green light but traffic is blocking the intersection, you should","""a: Enter the intersection and wait until traffic clears,b: Merge into another lane and try to go around the traffic,c: Stay out of the intersection until traffic clears,d: None of the above""","""c""","""It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.  'It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red.'"""
5,,,"When passing, you should move back into the right lane when:","""a: You are one vehicle length ahead of the passed vehicle.,b: You can see both headlights of the passed vehicle in your rearview mirror.,c: You are 50 feet ahead of the passed vehicle.""","""b""","""According to the DMV Handbook, you should move back into the right lane when you can see both headlights of the passed vehicle in your rearview mirror. 'Signal and return to your original lane.'"""
5,,,Construction zone signs are generally:,"""a: Square or rectangular with white and red coloring.,b: Round or octagonal with black and yellow coloring.,c: Diamond-shaped or rectangular with orange and black coloring.""","""c""","""The DMV handbook states on page 37, 'Diamond-Shaped Sign' Warns you of specific road conditions and dangers ahead."""
5,,,A curb painted blue means parking is:,"""a: Allowed for no longer than 15 minutes.,b: Only allowed when picking up or dropping off passengers.,c: For disabled persons with a special placard or plate.""","""c""","""According to page 28, 'Blue: Parking for a disabled person or someone driving a disabled person with a special placard or special license plate.'"""
5,,,"When you approach an octagonal sign, you must:","""a: Slow.,b: Stop.,c: Turn.""","""b""","""An octagonal sign is a stop sign. 'Make a full stop before entering the crosswalk or at the limit line. If there is no limit line or crosswalk, stop before entering the intersection. Check traffic in all directions before proceeding.'"""
5,,,Changing from one lane to another is best done:,"""a: Quickly and often.,b: When a car is in your blind spot.,c: Gradually and carefully.""","""c""","""Changing lanes should be done gradually and carefully to avoid collisions. 'Before you change lanes: … Be sure there is enough space for your vehicle in the next lane. It is not necessary to slow down before a lane change.'"""
5,,,"If you are facing a green traffic light but the intersection ahead is blocked by traffic, you should:","""a: Turn left and find another route.,b: Stay out of the intersection until traffic clears.,c: Follow the other vehicles and enter the intersection.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway. It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
