chapter,section,sub-section,question,options,correct-answer,note
6,,,"When parking next to a curb, you should use your turn signals:","""a: Only when pulling away from the curb.,b: When pulling next to but not away from the curb.,c: When pulling next to or away from the curb.""","""c""","""According to the California Driver's Handbook, 'You should signal: ... Before pulling next to the curb or away from the curb.'"""
6,,,"If you have had several beers, the effects of alcohol will be reduced only by:","""a: Taking a cold shower.,b: Waiting several hours.,c: Drinking several cups of coffee.""","""b""","""The DMV handbook states that 'Almost everyone feels negative effects of alcohol, even at levels lower than the legal limit.’ Therefore, the only way to reduce the effects of alcohol is to wait several hours."""
6,,,A U-turn is not permitted:,"""a: In a parking lot.,b: On or near any curve or hill.,c: On a straight roadway with a clear view for 500 feet in both directions.""","""b""","""The DMV handbook states that you cannot make a U-turn 'When you cannot see clearly for 200 feet in each direction.' (Page 20).  Therefore, a U-turn is not permitted on or near any curve or hill."""
6,,,Extra space in front of a large truck is needed for:,"""a: Other drivers to merge onto the freeway.,b: The truck driver to stop the vehicle.,c: Other drivers when they want to slow down.""","""b""","""'Large vehicles and commercial trucks take longer to stop than passenger vehicles traveling at the same speed. When traveling, they create extra space in front of their vehicle to use if they need to stop suddenly.'"""
6,,,A solid yellow arrow on a traffic signal means:,"""a: You should speed up so you can make the turn before the light changes.,b: You do not need to signal to turn from the indicated lane.,c: You should prepare to stop and yield the right-of-way to oncoming traffic.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow."""
6,,,When passing another vehicle:,"""a: Pass the vehicle as slowly as possible.,b: Drive at the same speed as the vehicle you are passing.,c: Pass the vehicle as safely and as quickly as possible.""","""c""","""The DMV handbook states that when passing another vehicle, you should 'speed up to pass the vehicle.' This means that you should pass the vehicle as safely and as quickly as possible."""
6,,,What usually causes a locked wheel skid?,"""a: Braking too hard at a slow speed,b: Braking lightly at a slow speed,c: Braking too hard at a fast speed""","""c""","""A locked wheel skid is usually caused by braking too hard when you are going too fast. 'A locked wheel skid is usually caused by braking too hard when you are going too fast.'"""
6,,,When a bicyclist is making a left turn:,"""a: They may use the left lane.,b: They may cut through all lanes.,c: They may wait on the side of the road.""","""a""","""According to the DMV handbook, 'Bicyclists may… make left and right turns in the same way drivers do, using hand signals and turn lanes.'"""
6,,,"To avoid last minute moves, you should be looking down the road to where your vehicle will be in about","""a: 5 to 10 seconds,b: 10 to 15 seconds,c: 15 to 20 seconds""","""a""","""The DMV handbook says 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
6,,,The maximum posted speed limit should be driven only:,"""a: During the night.,b: During the day.,c: Under ideal conditions.""","""c""","""The DMV handbook states that you may never drive faster than is safe for the current road conditions. 'This is known as the Basic Speed Law. Make sure you manage your speed and slow down when conditions call for it.'"""
6,,,You should not drive,"""a: After you have taken any drink drug or medication which changes how you think or act or causes you to be less careful,b: If you are not alert,c: Both of the above""","""c""","""The DMV handbook states, 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.'  It also mentions, 'You must be alert to quickly decide the correct course of action in any type of traffic situation, including unexpected ones.'"""
6,,,"If you are leaving a parking lot, you","""a: Must turn either left or right only when it is safe,b: Have the right-of-way,c: Must yield to traffic before re-entering the road""","""c""","""When entering traffic from a full stop, signal and leave a large enough space to get up to the speed of traffic.  To merge, enter, or exit traffic, you need a space that is:  - Half a block on city streets, which is about 150 feet.  - A full block on the highway, which is about 300 feet."""
6,,,"You must stop at the intersection ahead. Just before the intersection, you have to cross railroad tracks. You should stop before crossing the railroad tracks when:","""a: There isn't room on the other side for you to completely cross the tracks.,b: The crossing is located in a city or town with frequent train traffic.,c: You are transporting two or more children in a passenger vehicle.""","""a""","""According to the DMV handbook on page 51, 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'"""
6,,,"In a vehicle equipped with airbags, the safest place for children age 12 and under to ride is in:","""a: The front seat.,b: The back seat.,c: The bed of a pick-up truck.""","""b""","""According to the DMV handbook, 'Children who are under 8 years old, or who are less than 4 feet 9 inches tall: Secure in a child passenger restraint system in a rear seat.'"""
6,,,"Sleeping pills, tranquilizers, pain medicine, or cold or allergy medications","""a: May impair your driving,b: May increase the bad effects of alcohol on your driving,c: Both of the above""","""c""","""The DMV handbook states that 'Prescription and over-the-counter medications can make you an unsafe driver.'  It also states that 'Some medicines can make you sleepy.'  Therefore, the answer is 'c', as the medications can impair driving and increase the negative effects of alcohol."""
6,,,"On a green arrow, you must:","""a: Yield to any vehicle,b: Yield to pedestrians only in the intersection.,c: Wait four seconds before proceeding.""","""c""","""A green arrow means GO in the direction the arrow is pointing. The green arrow allows you to make a protected turn. Oncoming vehicles are stopped by a red traffic signal light. """
6,,,"Motorcycles, scooters, and mopeds are not easy to see; therefore, you should:","""a: Slow down when driving.,b: Make constant visual checks.,c: Share a lane with a motorcycle.""","""b""","""The DMV handbook states, 'Motorcycles are smaller in size and harder to see so they easily disappear in vehicle blind spots.'"""
6,,,Regulatory signs are:,"""a: Green.,b: Yellow.,c: White.""","""c""","""The answer is 'c' White.  This is stated on page 37 of the DMV handbook.  'Red And White Regulatory Sign, Follow the sign's instruction.'"""
