chapter,section,sub-section,question,options,correct-answer,note
3,,,Blind spots are:,"""a: Spots in your vision when you become fatigued.,b: Areas of the road that cannot be seen in a vehicle's mirrors.,c: Traffic control devices.""","""b""","""Blind spots are 'areas around the vehicle that a driver cannot see when looking straight ahead or using the mirrors.' (Page 58)"""
3,,,"When used on roadways, bicycles are considered:","""a: Hazards.,b: Vehicles.,c: Dangerous.""","""b""","""Bicycles are considered 'vehicles' on roadways and share the same rights and responsibilities as other vehicles. This is clearly stated on page 46, where The DMV handbook says 'Bicyclists have the same rights and responsibilities as other drivers.'"""
3,,,You are approaching a green traffic light and traffic is blocking the intersection. What is the best thing to do?,"""a: Partially enter the intersection to establish your right-of-way.,b: Don't enter the intersection until you can get completely across.,c: Continue into the intersection and wait for traffic to clear.""","""b""","""Even if you have a green light, do not start across the intersection if there are pedestrians or vehicles blocking your pathway.  It is against the law to stop or block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
3,,,To know where traffic is behind you:,"""a: Frequently check your rearview mirror.,b: Turn and look out your back window.,c: Keep other vehicles out of your blind spots.""","""a""","""The DMV handbook states on page 58, 'Knowing what is behind you can help you avoid rear-end collisions. Check traffic behind you often by using your rearview mirror, side mirrors, and turning your head when you: ... reduce your speed.'"""
3,,,"When you prepare to make a left turn from a one-way road into a one-way road, you must","""a: Move into the left lane or to the left side of a single lane,b: Move into the right lane or to the right side of a single lane,c: Move into the right lane or to the left side of a single lane""","""a""","""The DMV handbook states, 'To turn left: Drive close to the center divider or into the left turn lane.' On a one-way street, you should be driving in the far left lane, so to turn left you should remain in that lane."""
3,,,When double solid yellow lines separate lanes of traffic:,"""a: Passing is permitted from the left.,b: Passing is permitted from the right.,c: Passing is not permitted from either direction.""","""c""","""Double solid yellow lines indicate a lane barrier and passing is not permitted from either direction. 'Do not pass over double solid yellow lines.'"""
3,,,You are driving a slow moving vehicle on a winding two-lane highway. You must pull over when it is safe and let other drivers pass when you are followed by,"""a: 3 vehicles,b: 4 vehicles,c: 5 or more vehicles""","""c""","""According to the DMV handbook, ‘You must use a turnout area or lane to let other vehicles pass when you are driving slowly on a two-lane road, where passing is unsafe, and there are five or more vehicles following you.'"""
3,,,You drive defensively when you:,"""a: Put one car length between you and the car ahead.,b: Look only at the car in front of you while driving.,c: Keep your eyes moving to look for possible hazards.""","""c""","""Defensive driving is described as being aware of your surroundings, and the DMV handbook states that 'To drive safely, you need to know what is around you.'"""
3,,,What is the first thing you should do if your wheels move off the pavement?,"""a: Ease your foot off the gas pedal and brake gently,b: Pull over to the right and sound your horn to warn the other drivers,c: Pull the steering wheel back""","""a""","""According to page 68, the first step you should take if your wheels drift off the pavement is to 'Grip the steering wheel firmly. Remove your foot from the accelerator. Brake gently.'"""
3,,,"At an intersection with a yield sign, you:","""a: Must yield the right-of-way to cross traffic that is close enough to cause conflict.,b: Must yield to vehicles only on your right.,c: Should slow down but never stop.""","""a""","""According to the DMV handbook on page 38, 'Slow down and be ready to stop to let any vehicle, bicyclist, or pedestrian pass before you proceed.'"""
3,,,"If you come to a railroad crossing with lowered gates and flashing warning lights, you should:","""a: Drive around the crossing gates if you can't see a train.,b: Come to a complete stop well behind the gates,c: Slow down and drive around the gates.""","""b""","""When the crossing devices or a person warns you a train is coming, stop at least 15 feet from the nearest track."""
3,,,The first thing that alcohol effects is:,"""a: Vision.,b: Judgment.,c: Balance.""","""b""","""The DMV handbook states that alcohol can 'affect your ability to drive safely and react to what you see and hear.'"""
3,,,"When driving in work zones, you should:","""a: Increase your speed to get through the zone as quickly as possible.,b: Reduce your speed and be prepared to stop suddenly.,c: Maintain your normal speed the whole way through the zone.""","""b""","""The DMV handbook states, 'Go through the work zone carefully by: Slowing down., Allowing extra space between vehicles., Expecting sudden slowing or stopping.'"""
3,,,"The traffic light is green and you want to drive straight through an intersection. If a car is already in the intersection and is making a turn, you must","""a: Enter the intersection and then stop,b: Drive through the intersection. You have the right-of-way,c: Let that car complete its turn before you enter the intersection""","""c""","""Even if you have a green light, you must still yield to vehicles, bicyclists, or pedestrians already in the intersection. 'You should still stop for any vehicle, bicyclist, or pedestrian in the intersection. Only proceed if you have enough space without creating a danger to any oncoming vehicle, bicyclist, or pedestrian.' """
3,,,When should you signal?,"""a: Before turning 100 feet before turning.,b: 2100 feet before turning.,c: 3200 feet before turning.,d: none of the above""","""a""","""The DMV handbook states that drivers should signal 'At least 100 feet before you turn.'"""
3,,,You want to pass a bicyclist in a narrow traffic lane when an oncoming vehicle is approaching. You should:,"""a: Honk your horn then pass the bicyclist.,b: Slow down and let the vehicle pass you before you pass the bicyclist.,c: Wait until the bicyclist rides off the roadway.""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist.'  Therefore, the best approach is to slow down and allow the oncoming vehicle to pass before attempting to pass the bicyclist."""
3,,,"If you encounter an aggressive driver, you should:","""a: Challenge them.,b: Get out of their way.,c: Speed up.""","""b""","""The best course of action when encountering an aggressive driver is to get out of their way.  'If a tailgater is behind you. Maintain your course and speed. Then, when safe to do so, merge right to change into another lane and allow the tailgater to pass.'"""
3,,,"Work zone barriers, drums, cones, and signs are used to:","""a: Make drivers angry about slow traffic.,b: Inconvenience drivers.,c: Keep traffic out of hazardous work zones.""","""c""","""Cones, drums, and barriers are used to keep traffic out of a hazardous work zone. 'Go through the work zone carefully by: Slowing down.' 'Cones, drums, or other barriers will guide you through the work zone.' """
3,,,You want to pass a bicyclist riding on the right edge of your lane. You,"""a: must honk your horn before passing the bicyclist,b: must not squeeze past the bicyclist,c: may not pass the bicyclist for any reason""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given.'"""
3,,,Which of the following statements is true?,"""a: Driving too slowly is not an unsafe practice.,b: Driving too slowly on certain highways can be dangerous.,c: The speed at which you drive a vehicle does not affect safety.""","""b""","""The DMV handbook states that 'You must drive slower when there is heavy traffic or bad weather. At the same time, you should not block normal and reasonable traffic flow by driving too slowly. If you drive faster or slower than the speed limit, you may be cited.'"""
3,,,You may make a left turn on a red light only from a:,"""a: One-way street onto a two-way street.,b: One-way street onto a one-way street.,c: Two-way street onto a one-way street.""","""b""","""You may turn left against a red light when you are turning from a one-way street onto a one-way street. Make sure there is no sign prohibiting the turn. Yield to other vehicles, pedestrians, or bicyclists who have a green light. Look both ways and turn when it is safe."""
3,,,"When turning left from a two-way street onto a one-way street, you should:","""a: Turn into any lane.,b: Turn into first lane.,c: Turn into second lane.""","""a""","""According to page 21 of the DMV handbook, 'If there are three or more lanes in your direction of travel, you may end your turn in any lane that is open.'"""
3,,,You may pass a vehicle when:,"""a: You are on a hill or curve.,b: You are on a road with a solid line next to your lane.,c: You are on a road with a broken line next to your lane.""","""c""","""A broken yellow line indicates you may pass if the broken line is next to your driving lane. Only pass when it is safe."""
3,,,A pentagon-shaped sign is a:,"""a: Stop sign.,b: Regulatory sign.,c: School zone or school crossing sign.""","""c""","""The DMV handbook states that a 5-sided sign indicates a school zone or school crossing."""
3,,,"Which of the following is true about roadways on bridges and overpasses in cold, wet weather?","""a: They tend to freeze before the rest of the road does.,b: They do not freeze because they are made of concrete.,c: They tend to freeze after the rest of the road does.""","""a""","""According to the DMV handbook, 'Bridges and overpasses tend to freeze before the rest of the road.'"""
3,,,You must file a report of a traffic accident occurring in California when:,"""a: Your vehicle fails a smog test.,b: You are involved in a collision and there is an injury.,c: You change your insurance company.""","""b""","""The DMV handbook states on page 77, 'You must report it to DMV within 10 days if: - The collision caused more than $1,000 in damage to property. - Anyone was injured or killed. This applies even if the injuries were minor.'"""
3,,,If weather or light conditions require you to have your lights on while driving:,"""a: Use your parking lights.,b: Use your high beams.,c: Use your low beams.""","""c""","""According to page 11, 'Use your headlights: ...If you need to use your windshield wipers due to fog, rain, or snow, you must turn on your low-beam headlights.'"""
3,,,A solid yellow arrow on a traffic signal means:,"""a: You should speed up so you can make the turn before the light changes.,b: You do not need to signal to turn from the indicated lane.,c: You should prepare to stop and yield the right-of-way to oncoming traffic.""","""c""","""A yellow arrow means the protected turning time is ending. The signal will change soon. If you cannot stop safely or you are already in the intersection, cautiously complete your turn. Pay attention to the next signal. It could be a: - Green or red traffic signal light. - Red arrow."""
3,,,You exit the freeway on a ramp that curves downhill. You should:,"""a: Slow to a safe speed before the curve.,b: Slow to the posted speed limit for the freeway.,c: Wait until you have entered the curve to begin braking.""","""a""","""You should always slow down before entering a curve, especially one that is downhill. 'Slow down as you approach intersections and curves. For sharp curves, slow down as you approach and move through.'"""
