chapter,section,sub-section,question,options,correct-answer,note
7,,,Bicycle riders must,"""a: Ride facing traffic when there is no bike lane,b: Be given a safe amount of space when being passed by automobile drivers,c: Never walk the bicycle across the street""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given. This will help you avoid putting the bicyclist in danger.'"""
7,,,Roadways are least slippery,"""a: on bridges and freezing temperatures,b: after it has been raining for a while,c: during the first rain after a dry spell""","""b""","""The DMV handbook states on page 61, 'When it starts to rain, the pavement can be very slippery. Slow down at the first sign of rain, drizzle, or snow on the road. This is especially true if it has been dry and hot for some time, because oil and dust on the road's surface have not been washed away.'"""
7,,,"To avoid last minute moves, you should be looking down the road to where your vehicle will be in about","""a: 5 to 10 seconds,b: 10 to 15 seconds,c: 15 to 20 seconds""","""a""","""The DMV handbook says 'To give yourself time to react, avoid last minute moves and hazards, always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle.'"""
7,,,"California's ""Basic Speed Law"" says you must:","""a: Keep your speed close to that of other traffic.,b: Never drive faster than is safe for current conditions.,c: Always drive at the posted speed limit.""","""b""","""The Basic Speed Law states that you may never drive faster than is safe for the current road conditions. 'In California, you may never drive faster than is safe for the current road conditions. This is known as the Basic Speed Law.' (page 67)"""
7,,,"When changing lanes, you should never:","""a: Cross the centerline in an intersection.,b: Check your blind spots by looking over your left or right shoulder.,c: Check for other drivers moving into the same lane.""","""a""","""The DMV handbook states on page 14: 'Never change lanes over double solid white lines. Wait until you see a single broken white line.'"""
7,,,What do pennant-shaped signs indicate?,"""a: A school crossing,b: A No Passing Zone,c: Yield""","b""","""Pennant-shaped signs are no-passing zone signs. They are yellow with black lettering and are placed on the left side of two-way roads to warn drivers that passing is not safe in that area."""
7,,,A solid yellow line on your side of the centerline means:,"""a: Reduce your speed.,b: Traffic light ahead.,c: Do not pass.""","""c""","""A single solid yellow line marks the center of a road with two-way traffic. Do not pass a vehicle in front of you if there is only one lane of traffic going your direction and a solid yellow line on your side of the road."""
7,,,"When driving in work zones, you should:","""a: Follow the driver in front of you closely.,b: Pass the driver in front of you as soon as you can.,c: Avoid tailgating and keep a safe following distance.""","""c""","""The DMV handbook states on page 49, 'Go through the work zone carefully by: ... Allowing extra space between vehicles.'"""
7,,,Vehicles stopped behind a school bus with its red lights flashing must remain stopped until:,"""a: All students are off the bus.,b: The stop arm is retracted.,c: The stop arm is retracted and the bus resumes motion.""","""c""","""The DMV handbook states on page 50, 'When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'"""
7,,,"At intersections, crosswalks, and railroad crossings, you should always:","""a: Stop,b: Look to the sides of your vehicle to see what is coming.,c: Slowly pass vehicles that seem to be stopped for no reason.""","""a""","""According to the DMV handbook, 'Before entering an intersection, look left, right, and ahead to check for vehicles, bicyclists, and pedestrians. Be prepared to slow down and stop if necessary.'"""
7,,,You are driving on the freeway. The vehicle in front of you is a large truck. You should drive,"""a: Closely behind the truck in bad weather because the driver can see farther ahead,b: Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot,c: No more than one car length behind the truck,d: None of the above""","""b""","""Farther behind the truck than you would a passenger vehicle to be out of the truck drivers blind spot'. This is emphasized in the 'Blind Spots (The No Zone)' section of The DMV handbook on page 42: 'If you cannot see the truck's side mirrors, the truck driver cannot see you.'"""
7,,,You should not drive,"""a: After you have taken any drink drug or medication which changes how you think or act or causes you to be less careful,b: If you are not alert,c: Both of the above""","""c""","""The DMV handbook states, 'It is illegal to drive while under the influence of alcohol or any drug that affects your ability to drive safely.'  It also mentions, 'You must be alert to quickly decide the correct course of action in any type of traffic situation, including unexpected ones.'"""
7,,,You are driving in the far right lane of a four-lane freeway and notice thick broken white lines on the left side of your lane. You are driving in:,"""a: The carpool lane and must merge into the next lane.,b: A special lane for slow-moving vehicles.,c: An exit lane.""","""c""","""According to page 14, 'Ending freeway and street lanes are usually marked with large broken lines. If you are driving in a lane marked with broken lines, be prepared to exit the freeway or for the lane to end.'"""
7,,,"If there is no crosswalk and you see a pedestrian crossing your lane, you should:","""a: Make sure the pedestrian can see you before proceeding.,b: Cautiously drive around the pedestrian.,c: Stop and let the pedestrian finish crossing.""","""c""","""Pedestrians always have the right-of-way, even in unmarked crosswalks. 'Before entering an intersection, look left, right, and ahead to check for vehicles, bicyclists, and pedestrians. Be prepared to slow down and stop if necessary. Pedestrians always have the right-of-way.'"""
7,,,"A vehicle suddenly cuts in front of you, creating a hazard. What should you do first?","""a: Honk and step on the brake firmly.,b: Take your foot off the gas pedal.,c: Swerve into the lane next to you.""","""b""","""The best initial reaction is to 'Take your foot off the gas pedal.' This creates space between you and the vehicle ahead, allowing you to assess the situation and react appropriately.  The DMV handbook states, 'If a vehicle merges in front of you too closely, take your foot off the accelerator.'"""
7,,,When a bicyclist is making a left turn:,"""a: They may use the left lane.,b: They may cut through all lanes.,c: They may wait on the side of the road.""","""a""","""According to the DMV handbook, 'Bicyclists may… make left and right turns in the same way drivers do, using hand signals and turn lanes.'"""
7,,,In which of the following scenarios should your wheels not be pointed straight ahead?,"""a: When waiting to make a left turn at a traffic light.,b: When parked on a hill or sloping driveway.,c: When parked on the side of a level roadway where there is no curb.""","""b""","""The DMV handbook states on page 27 that when parked on a hill or sloping driveway, your wheels should be turned so the vehicle will not roll into the street. This is to prevent the vehicle from rolling if the brakes fail."""
7,,,If you must park your vehicle in an area not usually used for parking:,"""a: Park with your reverse lights on.,b: Make sure your vehicle is visible to drivers approaching from any direction.,c: Park five feet from the curb.""","""b""","""The DMV handbook states 'If you cannot get completely off the road, stop where people can see you and your vehicle from behind.'  This means your vehicle must be visible from any direction to avoid collisions with other drivers."""
7,,,If weather or light conditions require you to have your lights on while driving:,"""a: Use your parking lights.,b: Use your high beams.,c: Use your low beams.""","""c""","""According to page 11, 'Use your headlights: ...If you need to use your windshield wipers due to fog, rain, or snow, you must turn on your low-beam headlights.'"""
7,,,"When crossing a sidewalk to enter traffic from an alley or driveway, drivers should:","""a: Stop only if pedestrians are on the sidewalk.,b: Stop before driving onto the sidewalk or sidewalk area.,c: Expect pedestrians on the sidewalk to yield the right-of-way.""","""b""","""The DMV handbook states, 'You may drive on or cross a sidewalk to enter or exit a driveway or alley.'  This means drivers should stop before driving onto the sidewalk or sidewalk area."""
7,,,"If you want to enter the freeway but you don't see a gap in traffic, you should:","""a: Maintain your speed and force the other drivers to create a gap.,b: Slow down on the ramp to wait for a gap.,c: Stop at the end of the ramp to wait for a gap.""","""b""","""You should 'Slow down on the ramp to wait for a gap.' as stated on page 23 of the DMV Handbook. It says that when entering a highway, you should 'Be at or near the speed of traffic... Merge into highway traffic when safe to do so. Do not stop unless absolutely necessary.'"""
7,,,How should bicyclists signal a turn?,"""a: Using their vehicle's signal lights,b: Using hand and arm positions,c: Using their horn""","""b""","""Bicyclists may signal a turn with their arm held straight out, pointing in the direction they plan to turn.  This information is located on page 10 of The DMV handbook."""
7,,,"With a Class C driver's license, a person may drive","""a: a light rail train,b: car or van or pickup truck,c: semi truck""","""b""","""On page 7, The DMV handbook states 'Most people need a noncommercial Class C driver's license.'  On page 1, it states 'For information on vehicles covered by a Class C, visit dmv.ca.gov/dl.'"""
7,,,It is against the law to enter an intersection or crosswalk when,"""a: The light is yellow,b: The light is flashing red,c: You cannot cross without obstructing traffic from either side.""","""c""","""The DMV Handbook states on page 39 that it is against the law to block an intersection where there is not enough space to completely cross before the traffic signal light turns red."""
7,,,Coasting with the gear shift in neutral is,"""a: Recommended in the mountains,b: Safe and conserves gas,c: Against the law""","""c""","""Coasting with the gear shift in neutral is against the law. 'Never drive off the paved or main-traveled part of the road to pass.' This is a dangerous practice."""
7,,,"Before stopping your vehicle at a traffic signal or sign, you should:","""a: Press down hard on the accelerator.,b: Check your mirrors for surrounding traffic.,c: Set the parking brake.""","""b""","""Before stopping at a traffic signal or sign, it is crucial to be aware of your surroundings to make safe driving decisions. The DMV handbook states that you should check your mirrors for surrounding traffic before entering an intersection."""
7,,,Pedestrians crossing at corners have the right-of-way:,"""a: Only at controlled intersections.,b: Only when a crosswalk is painted on the street.,c: Whether or not a crosswalk is marked.""","""c""","""Pedestrians have the right-of-way in marked or unmarked crosswalks. 'Pedestrians have the right-of-way in marked or unmarked crosswalks.'"""
7,,,What is a crosswalk?,"""a: Another name for a four-way intersection.,b: An area designated for road construction workers.,c: The area where pedestrians may cross the roadway.""","""c""","""A crosswalk is the part of the road set aside for pedestrians to safely cross the road. They are often marked with white lines. School crossings may have yellow crosswalk lines. Not all crosswalks are marked. Pedestrians have the right-of-way in marked or unmarked crosswalks."""
7,,,Streets and highways are most slippery:,"""a: When it has been raining hard for several hours.,b: When they are clean and dry.,c: Just after it starts to rain.""","""c""","""The DMV Handbook states 'When it starts to rain, the pavement can be very slippery.' This is because oil and dust on the road surface have not been washed away. """
7,,,You should turn on your headlights:,"""a: One half hour after sunset.,b: When stopped at a railroad crossing.,c: When parked at a school.""","""a""","""The DMV Handbook states, 'Use your headlights: Beginning 30 minutes after sunset. Until 30 minutes before sunrise.'"""
7,,,A pentagon-shaped sign is a:,"""a: Stop sign.,b: Regulatory sign.,c: School zone or school crossing sign.""","""c""","""The DMV handbook states that a 5-sided sign indicates a school zone or school crossing."""
7,,,"When making a right turn from a highway with two lanes traveling in your direction, you may turn from:","""a: The lane closest to the center of the road.,b: The lane nearest the curb or edge of the roadway.,c: Either lane""","""b""","""According to the DMV handbook, when making a right turn from a highway with two lanes traveling in your direction, you may turn from 'the lane nearest the curb or edge of the roadway'."""
7,,,Which of the following is not a safe driving practice when driving on the interstate?,"""a: Slower traffic must keep to the right.,b: Change lanes without signaling.,c: If you miss your exit""","""b""","""The DMV handbook states 'Stay in one lane as much as possible. Do not weave in and out of traffic. Last minute lane or direction changes may increase the risk of collisions.'  Changing lanes without signaling is not a safe driving practice, and it is not allowed on the interstate."""
7,,,"Any driver who willfully flees or attempts to evade law enforcement, during which a person is seriously injured, is subject to:","""a: Imprisonment in a state prison for up to seven years.,b: A fine of less than $1000.,c: Attending an anger-management class.""","""a""","""The DMV handbook states, 'A person convicted of causing serious bodily injury during a law enforcement pursuit is subject to imprisonment in a state prison for up to seven years, or a county jail for one year or less.'"""
