id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
8763,The parking brake in a newer vehicle is applied by:,,Moving a lever to the right.,"Pushing a yellow, diamond-shaped knob.","Pulling a yellow, diamond-shaped knob.",,C,"In newer vehicles with air brakes, the parking brake is controlled by a yellow, diamond-shaped knob. The driver should pull the knob outward to apply the parking brakes and push the knob inward to release them."
9296,If the safety relief valve in an air brake system is releasing air:,,You should not be concerned as this is a normal process.,There is something wrong with the brakes.,The valve is operational.,,B,"The safety relief valve in an air brake system releases air if necessary to prevent pressure in the system from becoming too high. If the valve starts releasing air, there is something wrong. Have a mechanic fix the problem."
11681,"During an applied leakage test, the maximum leakage rate for a single vehicle with air brakes is:",,3 psi in one minute.,6 psi in one minute.,8 psi in one minute.,,A,It is important to know the maximum air loss rate that is safe for your specific vehicle. A single vehicle with air brakes should have a leakage rate no higher than 3 psi in a minute during an applied leakage test.
11878,A driver can rely on front wheel braking to work:,,On dry roadways only.,Under all conditions.,"Under all conditions, except for snow.",,B,"Front wheel braking is effective under all road conditions. It is unlikely that you will experience a front wheel skid, even on ice."
9298,When leaving your vehicle unattended:,,The parking brake should be used.,The parking brake only needs to be used if the vehicle is parked on a slope.,"The parking brake should not be used, as it can damage the tires.",,A,"In general, you should always use the parking brake when parking your vehicle. However, you should not apply the parking brake if your brakes are very hot or if your brakes are wet and temperatures are below freezing."
11901,The ____ are activated by an electric switch that is triggered by the brake pedal.,,Headlights,Turn signals,Brake lights,,C,"In a vehicle with air brakes, the brake lights are activated when the brake pedal is pushed and air pressure moves an electric switch. With the application of air pressure, the switch will then turn on the brake lights."
11701,The air pressure in a dual air brake system should build from 85 to 100 psi within:,,Two minutes.,15 seconds.,45 seconds.,,C,"When inspecting a vehicle with a dual air brake system, you should wait for air pressure to build from 85 to 100 psi in both the primary and secondary systems. This should take about 45 seconds."
11899,You should ____ if the low pressure warning signal activates while you are driving.,,Stop where you are and park,Exit the roadway as soon as safely possible,Continue driving normally,,B,"If the low pressure warning signal activates while you are driving, it is important that you safely exit the roadway as soon as possible and park your vehicle. If the air pressure gets too low, the brakes will no longer work well enough for you to stop safely."
11671,Braking mechanisms are located ____ a brake drum.,,Outside,Inside,Next to,,B,Drum brakes are attached to the wheels and located on the axles of a vehicle. The braking mechanisms that cause the vehicle to stop can be found inside of a drum brake.
8759,An application pressure gauge shows:,,How much air pressure is being applied to the brakes.,How much air pressure is available.,How much air pressure is required to stop a vehicle.,,A,"If a vehicle is equipped, an application pressure gauge shows how much air pressure is being applied to the brakes. This gauge can help a driver identify if their brakes are beginning to fade."
11723,An air brake-equipped vehicle traveling at a speed of 55 mph under ideal driving conditions will need approximately ____ to come to a complete stop.,,100 feet,250 feet,450 feet,,C,"A vehicle's total stopping distance is made up of perception distance, reaction distance, brake lag distance, and braking distance. With all of these factors included, an air brake-equipped vehicle traveling at a speed of 55 mph under ideal driving conditions will need approximately 450 feet to come to a complete stop."
9299,"When parked on a flat surface, you should:",,Use wheel chocks to prevent your vehicle from moving.,Not use wheel chocks.,"Use wheel chocks, but only if you have applied the parking brake.",,A,"When parking on a level surface, you should use wheel chocks. If the vehicle is not equipped with spring brakes, this is essential to prevent the trailer from moving."
9604,What is often found in compressed air?,,Water,Cardboard,Brake fluid,,A,Compressed air in an air brake system usually contains a certain amount of water and compressor oil. The water and oil can damage the brakes if left to accumulate in the system. Tanks must be drained regularly to remove this build-up.
8634,A dual air brake system:,,Consists of two separate air brake systems that share a single set of controls.,Is a single air brake system with two different sets of controls.,"Consists of one air brake system for the left side of the truck and one system for the right side of the truck, each with its own set of controls.",,A,"A dual air brake system is made up of two separate air brake systems. The systems share a single set of brake controls, but each has its own air tanks, hoses, and lines. One system typically operates the regular brakes on the rear axle or axles while the other system operates the regular brakes on the front axle."
11673,"When a brake pedal is pressed and the S-cam is turned, the S-cam:",,Presses the brake shoes against the inside of the brake drum.,Tightens the brake drum onto the axle.,Presses the brake lining against the wheel.,,A,"When a brake pedal is pressed and the S-cam is turned, the S-cam presses the brake shoes against the inside of the brake drum. This causes friction and will cause the vehicle to slow."
11887,"During a static leakage test, what is the maximum leakage rate that is safe for a double combination vehicle?",,3 psi in one minute.,6 psi in one minute.,8 psi in one minute.,,A,"When performing a static leakage test on a double combination vehicle with air brakes, the leakage rate should be no more than 3 psi in one minute. If the air leaks from the air brake system at a quicker rate, the vehicle should not be driven because something likely needs to be repaired."
11705,A visual low pressure warning signal should activate before air pressure drops to a level between:,,55 and 75 psi.,35 and 50 psi.,75 and 100 psi.,,A,"A visual low pressure warning signal should activate before air pressure drops to a level between 55 and 75 psi. This signal could be a light, a buzzer, or a wig wag."
11466,"During an applied leakage test, the maximum leakage rate for a triple combination vehicle is:",,10 psi in a minute.,8 psi in a minute.,6 psi in a minute.,4 psi in a minute.,C,It is important to know the maximum air loss rate that is safe for your specific vehicle. A triple combination should have a leakage rate no higher than 6 psi in a minute during an applied leakage test.
11902,The ____ between an air compressor and reservoir tank prevents air from escaping if the air compressor has a leak.,,Slack adjuster,One-way check valve,Tractor protection valve,,B,A one-way check valve is required to be between an air compressor and the first main reservoir. This valve prevents air from escaping the system if the air compressor develops a leak.
11707,"If the low pressure warning signal activates while you are driving, you should:",,Continue driving normally.,Exit the road and park as soon as safely possible.,Stop where you are and park.,,B,"If the low pressure warning signal activates while you are driving, it is important that you safely exit the roadway as soon as possible and park your vehicle. If the air pressure gets too low, the brakes will no longer work well enough for you to stop safely."
11903,"Once the air tanks are at an air pressure level of 125 psi, the air compressor governor will:",,Stop the compressor from pumping air.,Release air from the tanks.,Begin pumping air into the tanks.,,A,"An air compressor governor will stop the compressor from pumping air once the air tanks are at an air pressure level around 125 psi. This air pressure level is referred to as the ""cut-out"" level."
8771,"When parking, you should not use the parking brake if:",,The brakes are very hot.,The brakes are very cold.,There is snow on the ground.,,A,"If your brakes are hot after coming down a steep grade, you should not use your parking brake when parking. Let your brakes cool before applying the parking brake or risk damaging the brakes."
8632,Vehicles equipped with Anti-Lock Braking Systems (ABS) have ____ malfunction lamps to indicate when the ABS is not working.,,Green,Blue,Yellow,,C,Vehicles with ABS have yellow malfunction lamps to alert drivers when the braking systems are not working. Be sure you know where the malfunction lamp on your vehicle is before beginning a trip.
9893,Brake linings should be:,,Loose.,Free of oil.,Soft.,,B,Brake linings should not be loose or soaked with oil or grease. They shouldn't be dangerously thin.
11709,Both systems in a dual air brake systems share:,,Air tanks.,Hoses.,An air compressor.,,C,"Both systems in a dual air brake system share a single air compressor. If the air compressor is damaged, neither system will be able to operate properly."
11465,"During an applied leakage test, the maximum leakage rate for a double combination vehicle is:",,10 psi in a minute.,8 psi in a minute.,6 psi in a minute.,4 psi in a minute.,D,It is important to know the maximum air loss rate that is safe for your specific vehicle. A double combination vehicle should have a leakage rate no higher than 4 psi in a minute during an applied leakage test.
8633,Anti-Lock Braking Systems (ABS):,,Reduce a vehicle's normal braking capacity.,Are in addition to other braking systems and do not reduce a vehicle's braking power.,Are not effective on larger vehicles.,,B,"If equipped, ABS is in addition to a vehicle's normal braking system and does not increase or decrease the braking power of any other system. ABS only activates when a vehicle's wheels are about to lock."
9297,What color light indicates a vehicle's ABS is not working?,,Green,Blue,Yellow,,C,"On vehicles with Anti-Lock Braking Systems (ABS), yellow malfunction lamps alert the driver to ABS malfunction."
11721,"If braking at a speed of 55 mph while driving on dry pavement, the brake lag can add ____ to your vehicle's total stopping distance.",,32 feet,15 feet,50 feet,,A,"The total stopping distance for vehicles equipped with air brakes is made up of four factors: perception distance, reaction distance, brake lag distance, and braking distance. When braking at a speed of 55 mph while driving on dry pavement, the brake lag can add around 32 feet to a vehicle's total stopping distance."
11904,"While operating on a downgrade, you should brake until you reach a speed that is:",,5 mph below your safe speed.,10 mph below your safe speed.,15 mph below your safe speed.,,A,"While driving downhill, you should hold down the brake pedal until your vehicle reaches a speed 5 mph below your safe speed, then release the brake pedal. Repeat this process."
11533,"Before driving a vehicle with air brakes, you should ensure that the ____ come on automatically when air pressure falls below 45 psi.",,Spring brakes,Parking brakes,Air brakes,,A,"Before driving a vehicle with air brakes, you should ensure that the spring brakes come on automatically when air tank pressure falls to a level between 20 and 45 psi. You can do this by chocking the wheels and releasing air from the braking system by stepping on and off the brake pedal. Once the pressure levels drop to an unsafe level, the parking brake valve should pop out and spring brakes should come on."
11675,"To inspect slack adjusters on S-cam brakes, you need to:",,Park on a hill and test the brakes.,Put on gloves and push in the slack adjusters.,Chock the wheels and disengage the parking brake.,,C,"Check each slack adjuster after parking on level ground, setting wheel chocks, and disengaging the parking brake. Pull the slack adjusters to make sure they do not move more than about one inch from where the push rod is attached. If they move more than one inch, they may be out of adjustment and will need to be fixed."
11882,"When an S-cam turns inside a brake drum, the S-cam:",,Presses the brake shoes against the inside of the brake drum.,Presses the brake shoes against the brake linings.,Presses the brake linings against the wheel axles.,,A,"When a brake pedal is pressed and the S-cam is turned, the S-cam presses the brake shoes against the inside of the brake drum. This causes friction and will cause the vehicle to slow."
11893,"In a vehicle with dual parking control valves, a separate air tank can be used:",,To make the air brakes work more effectively.,To temporarily release the spring brakes.,To charge the brakes on the rear trailer.,,B,"In a vehicle with dual parking control valves, there is a separate air tank that can be used to temporarily release the spring brakes if they have been activated due to low air pressure. Pushing in the proper control will release the spring brakes for a short period of time, allowing the driver to move the vehicle in an emergency."
8626,Why should you regularly drain the air tanks?,,Because the air gets old and needs to be replaced,Because compressed air contains some water and the water collects in the tanks,To allow for a change in pressure,,B,"Compressed air usually contains a certain amount of moisture and compressor oil, which can build up in the air storage tanks and damage the brake system. The tanks should be drained to clean out these accumulations. On a tank with a manual drain valve, draining should be performed at the end of each day of driving."
11326,"On flat surfaces, wheel chocks:",,Can be used to prevent a parked vehicle from moving.,Make it easier for a parked vehicle to roll.,Should only be used on the front driver's side tire.,,A,"In situations where a driver cannot use a parking brake, wheel chocks can be used to hold a parked vehicle in place on a level surface."
8754,The air compressor is connected to the:,,Transmission.,Engine.,Radiator.,,B,The air compressor of an air brake system is connected to the engine through gears or a v-belt. The compressor may be air-cooled or cooled by the engine cooling system.
8989,What kind of force must emergency brakes use?,,Air pressure,Mechanical,Heavy,Electrical,B,"Because air pressure can eventually leak away, the emergency brakes in an air brake system must be held on by mechanical force."
8859,Which of the following is not a part of an air brake system?,,A service brake system,A parking brake system,An emergency brake system,An axle brake system,D,"Air brakes consists of three separate braking systems: the service brake system, the parking brake system, and the emergency brake system."
9006,If the low pressure warning light comes on while you are driving:,,Braking will only occur if there is enough air in the tanks.,You can brake 14 times before the air in the system runs out.,You should continue to drive normally and check the brake system when it is convenient.,"You should continue driving, but turn the emergency flashers on to warn other motorists.",A,"If the low air pressure warning light turns on, you should stop and safely park your vehicle as soon as possible. Controlled braking will be possible only as long as enough air remains in the tanks."
11718,"When you need to stop in an emergency, you should:",,Lock the wheels and skid to a stop.,Stop in a way that keeps your vehicle in a straight line.,Stop in a way that turns your vehicle.,Expect your vehicle to slow down more quickly than usual.,B,"If you need to make an emergency stop, you can use either the controlled braking method or the stab braking method. It's important to brake in a way that keeps your vehicle traveling in a straight line while still allowing you to turn, if necessary."
9558,Emergency brakes:,,Are not required on trucks.,Are only required on trailers.,Are required on tractors.,Are optional.,C,"All trucks, truck tractors, and buses must be equipped with emergency brakes and parking brakes. These brakes must be held by mechanical force."
8991,"Truck tractors with air brakes built on or after March 1, 1997 must have:",,An Anti-Lock Braking System (ABS).,Bluetooth.,GPS.,A rear back-up camera.,A,"Truck tractors with air brakes built on or after March 1, 1997 must be equipped with Anti-Lock Braking Systems (ABS)."
9380,Most heavy-duty vehicles use:,,Single air brake systems.,Dual air brake systems.,Triple air brake systems.,Quadruple air brake systems.,B,"Most heavy-duty vehicles use dual air brake systems, in which there are two separate braking systems operated by a single set of controls. Each system operates the brakes on different axles."
8990,"If the spring brakes are on, you should:",,Not use the brake pedal.,Press the accelerator.,Move the steering wheel.,Be especially careful because the brakes may fail.,A,You should not apply the brake pedal if the spring brakes are activated. The brakes could be damaged if they are subjected to the force of air pressure and the springs at the same time.
8883,"If your tractor is equipped with ABS but your trailer is not, the ABS:",,Will not be effective.,Will still improve your steering control.,Will make jackknifing easier.,Will allow others to see when you brake.,B,"In a tractor-trailer combination, if the tractor is equipped with an Anti-Lock Braking System (ABS) but the trailer is not, the ABS will still improve the driver's steering control. The driver should keep an eye on the trailer and let up on the brakes if the trailer begins to swing out."
11462,The ____ tells a driver how much pressure is in the air tanks.,,Application pressure gauge,Air compressor governor,Supply pressure gauge,Drum brake,C,A vehicle that is equipped with air brakes must also be equipped with a supply pressure gauge. This gauge tells the driver how much air pressure is in each of the vehicle's air tanks.
11698,"During a walk-around inspection, ensure there are no cracks on the brake drums that are more than ____ of the width of the friction area.",,One half,One quarter,One third,One tenth,A,"Before beginning a trip, it is important to check the brake drums during your walk-around inspection. It is unsafe to drive if any brake drum has a crack more than one half of the width of the friction area."
11316,Which type of brakes do most heavy-duty vehicles have?,,Air brakes,Solid brakes,Liquid brakes,Gravity brakes,A,"For safety, most heavy-duty vehicles are equipped with dual air brake systems."
8988,"To ensure normal stopping power, drivers of vehicles equipped with a front brake limiting valve should:",,Set the control to normal.,Set the control to the off position.,Set the control to neutral.,Keep the control at the halfway mark.,A,"Some pre-1975 vehicles have a front brake limiting valve, which has ""normal"" and ""slippery"" settings. The idea behind these valves was to limit the air pressure available to the front brakes when driving on slippery surfaces, and thereby reduce the danger of a front-wheel skid. Studies have found that this is not actually a concern, so if your vehicle has a front brake limiting valve, leave it in the ""normal"" position."
9383,"To stop in a vehicle that uses air brakes, the driver should:",,Pull the air brake lever.,Engage the brake lever.,Push the brake pedal down.,Pull the brake pedal up.,C,"To make a normal stop in a vehicle with air brakes, push the brake pedal down. The harder the pedal is pressed, the more air pressure is released."
9001,Pressing and releasing a brake pedal unnecessarily can:,,Release air faster than it can be replaced.,Add more air to the braking system.,Make the brake pedal more sensitive.,Create a loud noise.,A,"In an air brake system, pressing and releasing the brake pedal unnecessarily can release air from the braking system faster than the compressor can replace it."
11686,"During a static leakage test, the maximum leakage rate for a single vehicle with air brakes is ____ in one minute.",,1 psi,2 psi,3 psi,4 psi,B,"When performing a static leakage test on a single vehicle with air brakes, the leakage rate should be no more than 2 psi in a minute. If air leaks from the air brake system at a quicker rate, the vehicle should not be driven because something likely needs to be repaired."
8876,"Truck tractors with air brakes that were built on or after March 1, 1997 are equipped with:",,An extra set of brakes.,Voice-activated brakes.,Cruise control.,Anti-Lock Braking Systems (ABS).,D,"Truck tractors with air brakes that were manufactured on or after March 1, 1997 are required to be equipped with Anti-Lock Braking Systems (ABS). ABS is required in any other type of vehicle with air brakes that was manufactured on or after March 1, 1998."
9000,"If using air tanks with manually operated drains, how often should you drain the tanks?",,Every day,Once a week,Once a month,"Once every 3,000 miles",A,"To prevent the build up of oil and water in a vehicle's air tanks, manually operated air tank drains should be used at the end of each day of driving."
8870,A low air pressure warning signal should activate:,,When tank pressure falls below 120 psi.,When tank pressure falls below 55 psi.,When tank pressure falls below 10 psi.,When tank pressure falls below 5 psi.,B,"In an air brake system, a low air pressure warning signal must come on if air pressure in the tanks falls below 55 psi. This warning signal may come in the form of a light, a buzzer, or a wig wag."
8996,What do anti-lock brakes do?,,Help a driver avoid wheel lockup,Lock up the front wheels,Prevent a vehicle from accelerating while traveling uphill,Prevent a vehicle from accelerating while traveling downhill,A,The function of an Anti-Lock Braking System (ABS) is to prevent the vehicle's wheels from locking up from hard brake application.
8867,The most common type of foundation brake used is the:,,S-cam drum brake.,C-cam drum brake.,G-cam disc brake.,P-cam disc brake.,A,The most common type of foundation brake is an s-cam drum brake.
8998,What happens if the air pressure in a system's air tanks falls below 60 psi?,,A warning light will come on.,The vehicle will not shift out of gear.,The front lights will flash.,The vehicle should stop.,A,"In an air brake system, a low pressure warning signal should activate if the pressure in the air tanks falls to a level below 60 psi. This signal may be in the form of a warning light or a wig wag."
8879,Most heavy-duty vehicles use ____ air brake systems.,,Single,Dual,Triple,Quad,B,The majority of heavy-duty vehicles are equipped with dual air brake systems.
8875,Spring brakes come on:,,When too much air pressure is lost.,When a control on the dashboard is activated.,When the tires have minimal tread depth.,When the brakes are noisy.,A,"Spring brakes come on automatically when air pressure drops to an unsafe psi level. Instead of waiting for the spring brakes to automatically activate, you should safely exit the road as soon as you notice the low pressure warning signal and bring your vehicle to a stop while you are still able to control the brakes."
10961,Failing to drain the tanks in an air brake system can result in:,,Water freezing and causing brake failure.,Squishy brakes.,Too much air collecting.,Too much fuel being carried.,A,"In an air brake system, the air storage tanks must be drained to remove accumulated water and compressor oil. Failing to do this can cause damage. For example, water that has built up in the system could freeze in cold weather and cause brake failure."
9379,If the brake pads rub against the brake drums and create too much heat:,,The brakes will stick.,The brakes will become extra sensitive.,The brakes may stop working.,The air compressor will kick on to cool the brakes.,C,"Brakes heat up with use. If they are overused and become too hot, expansion and chemical changes will make them less effective and eventually cause them to stop working altogether. This is known as ""brake fade."""
9381,Vehicles with dual air brake systems:,,Maintain full-capacity air pressure in the braking systems even when the vehicle is not running.,Maintain some air pressure in the braking systems when the vehicle is not running.,Must be run to build enough air pressure to brakes to operate properly.,Do not need time to build air pressure before a trip.,C,"Before driving a vehicle with a dual air brake system, you must allow the air compressor time to build up at least 100 psi of air pressure in both the primary and secondary systems."
11314,A vehicle equipped with an Anti-Lock Braking System (ABS) uses a ____ light to warn that the system is not working properly.,,Green,Yellow,Orange,White,B,"Anti-Lock Braking System (ABS) malfunction lamps are usually yellow. Even if the ABS isn't working properly, a driver will still have access to the vehicle's usual braking functions."
11684,"During a static leakage test, the maximum leakage rate for a triple combination vehicle with air brakes is ____ in a minute.",,3 psi,5 psi,7 psi,9 psi,B,"When performing a static leakage test on a triple combination vehicle with air brakes, the leakage rate should be no more than 5 psi in one minute. If air leaks from the air brake system at a quicker rate, the vehicle should not be driven because something likely needs to be repaired."
10227,The brake pedal is part of which braking system?,,The service brake system,The parking brake system,The emergency brake system,The auxiliary brake system,A,The service brake system applies and releases the brakes when a driver presses the brake pedal while driving normally.
8866,Where is the safety relief valve usually located?,,Near the rear brake,Near the front brake,In an air tank,On the dashboard,C,An air brake system's safety relief valve is located in the tank that is first to receive air from the compressor.
8868,The application pressure gauge:,,Shows how much air pressure is being applied to the brakes.,Shows the temperature of air being used in the braking system.,Shows the pressure of the air coming from the compressor.,Shows the number of times the brakes have been used.,A,"In an air brake system, the application pressure gauge shows how much air pressure is being applied to the brakes. Not all vehicles with an air brake system have this gauge."
11694,"In a vehicle with dual parking control valves, once air pressure is lost and the spring brakes come on:",,You will be unable to move the vehicle.,A separate air tank can be used to release the spring brakes for a short period of time.,You can use the spring brakes to continue driving normally.,The air tanks will automatically refill to a safe air pressure level.,B,"In a vehicle with dual parking control valves, there is a separate air tank that can be used to temporarily release the spring brakes if they have been activated due to low air pressure. Pushing in the proper control will release the spring brakes for a short period of time, allowing the driver to move the vehicle in an emergency."
8995,"If a vehicle has air brakes, the air compressor drive belt should be checked before each drive. The belt should be:",,Loosely attached.,Tight.,Cracked.,Frayed.,B,"When inspecting an air brake system with a belt-driven air compressor, it is important to check the condition and tightness of the belt."
8864,How is water and compressor oil removed from the bottom of an air storage tank?,,The water and oil are siphoned out of the tank.,A drain valve is opened to remove the water and oil from the tank.,The water and oil are removed automatically as the brakes are used.,A sponge is used to soak up the water and oil.,B,Water and compressor oil are removed from air storage tanks through a drain valve. The water and oil can damage the brakes if left to accumulate in the system. Manually operated tanks must be drained every day to remove this build-up.
11463,"When inspecting your brakes, a slack adjuster should move ____ from where it is attached to the push rod.",,At least three inches,More than two inches,Up to five inches,No more than one inch,D,"Check each slack adjuster after setting wheel chocks and disengaging the parking brake. Pull the slack adjusters to make sure they do not move more than about one inch from where the push rod is attached. If they move more than one inch, they may be out of adjustment and will need to be fixed."
8877,What color are ABS malfunction lamps?,,Orange,Yellow,Green,Blue,B,Vehicles with Anti-Lock Braking Systems (ABS) have yellow malfunction lamps.
11710,Applying the brake pedal causes air pressure to activate an electric switch and:,,Turn off the brake lights.,Turn on the low pressure warning light.,Turn on the brake lights.,Turn off the low pressure warning light.,C,"In a vehicle with air brakes, the brake lights are activated when the brake pedal is pushed and air pressure moves an electric switch. With the application of air pressure, the switch will then turn on the brake lights."
9559,"Before a vehicle with dual air brakes is driven, pressure of at least ____ should be built up in both braking systems.",,10 psi,25 psi,50 psi,100 psi,D,"Before driving a vehicle with a dual air brake system, allow time for the air compressor to build up pressure of at least 100 psi in both the primary and secondary systems."
11688,"While driving, spring brakes are generally held in place by:",,Air pressure.,Chocks.,Foundation brakes.,Sturdy ties.,A,"While driving, spring brakes are generally held in place by air pressure. If the air pressure gets low enough, the springs will activate the brakes."
9005,"When the brake pedal is pushed down, air brakes work:",,Immediately.,After a short delay.,After about a minute.,Only if it is warm outside.,B,"Because air takes time to flow through the air lines to the brakes, air brakes cannot begin working instantly. There is often a brake lag of at least one-half of a second between the moment the brake pedal is pressed and the moment the brakes begin to work."
8985,The air storage tanks:,,Hold only enough air for one braking cycle.,Hold enough air for brakes to be used several times if the compressor stops working.,Do not hold air unless there is an emergency.,"Hold enough air for more than 1,000 braking cycles.",B,"In an air brake system, the air storage tanks hold enough air for brakes to be used several times if the compressor stops working."
9003,"When using the controlled braking method in an emergency situation, you should:",,Apply the brakes as hard as possible without locking the wheels.,Apply the brakes with about half of your usual force.,Apply the brakes so the wheels lock.,Apply the brakes with minimal pressure.,A,The controlled braking method for emergency stops involves applying the brakes as hard as you can without locking the wheels. Keep steering wheel movements small when braking in this way.
8880,In a dual air brake system:,,"Each system has separate air tanks, hoses, and lines.","The systems share air tanks, but each has its own separate hoses and lines.",Each system uses the same lines and hoses.,One system is the main braking system and a second system is ready to be used if the first one fails.,A,"A dual air brake system is made up of two separate air brake systems. The systems share a single set of brake controls, but each has its own air tanks, hoses, and lines."
8861,What does the air compressor governor do?,,Controls when the air compressor pumps air into the air storage tanks.,Controls how quickly air leaves the air storage tanks.,Controls the temperature of the air entering the air storage tanks.,Controls the temperature of the air leaving the air storage tanks.,A,"In an air brake system, the air compressor governor controls when the air compressor pumps air into the air storage tanks."
8884,Brake fading is caused when:,,Brakes are not used often enough.,Brakes overheat.,Brakes are too cold.,Brakes are wet.,B,"Using the brakes excessively will cause them to overheat, making them less effective. This is referred to as ""fading."""
8874,"If the spring brakes are activated, you should never:",,Push down the brake pedal.,Open the hood.,Release air from the air storage tanks.,Open the door to the cab.,A,Never apply the brake pedal if your spring breaks are activated. Brakes can be damaged if they are subject to both springs and air pressure.
10744,When traveling down a steep downgrade:,,The air brakes should be used.,"Shift into a lower gear, then use brakes to supplement the braking effect of the engine.",The vehicle should be continually downshifted in the place of using the brakes.,The vehicle should be driven on the shoulder.,B,"On a downgrade, the braking effect of the engine should be your primary method of controlling speed. Shift down to a lower gear before starting down the hill and save the brakes for additional slowing or stopping that may be required by road or traffic conditions."
11678,"Before starting down a hill, be sure to:",,Accelerate.,Switch into a high gear.,Sound your horn.,Switch into a low gear.,D,"Before starting down a hill, be sure to switch into a low gear. Gravity will increase your vehicle's speed as you travel downhill."
11702,"In cold weather, an alcohol evaporator should be checked and filled:",,Once a week.,Every day.,Every hour.,Once a month.,B,"An alcohol evaporator can help prevent ice from building up in an air brake system. In cold weather, the evaporator should be checked and refilled every day."
11712,A one-way check valve:,,Drains the water and compressor oil from the air tanks.,Prevents air from escaping if the air compressor has a leak.,Activates the emergency brakes when there is a leak.,Holds the spring brakes in position until they are used.,B,A one-way check valve is required to be between an air compressor and the first main reservoir. This valve prevents air from escaping the system if the air compressor develops a leak.
11464,"Before driving a vehicle with air brakes, you should ensure that the spring brakes come on automatically when:",,Air pressure falls below 45 psi.,Air pressure falls below 20 psi.,Driving downhill.,Driving uphill.,A,"Before driving a vehicle with air brakes, you should ensure that the spring brakes come on automatically when air tank pressure falls to a level between 20 and 45 psi. You can do this by chocking the wheels and releasing air from the braking system by stepping on and off the brake pedal. Once the pressure drops to an unsafe level, the parking brake valve should pop out and spring brakes should come on."
9137,Service brakes should:,,Be tested once a month.,Only be tested by a trained mechanic.,Be tested before every trip.,,C,"Before driving, you should always verify that your service brakes are in good working order. Testing the brakes before a trip allows you to locate any problems before you need to brake while on the road."
10914,"To confirm that a trailer has ABS, you can:",,Look under the trailer for wheel speed sensors coming from the back of the brakes.,Look under the hood for the ABS sticker.,Look at the tires.,Remove a tire and look for the ABS sensor on the axle.,A,"If you are unsure if a trailer is equipped with an Anti-Lock Braking System (ABS), look under the vehicle for the electronic control unit and wheel speed sensor wires coming from the back of the brakes."
10560,The air compressor governor controls:,,When the air compressor pumps air into the air storage tanks.,How fast air is pumped into the air storage tanks.,The temperature of air pumped into the air storage tanks.,The speed of the vehicle.,A,"In an air brake system, the air compressor governor controls when the air compressor pumps air into the air storage tanks."
9382,"If the air pressure warning light comes on, you should:",,Continue driving normally.,Activate your hazard lights and continue driving.,Call the local law enforcement agency.,Safely exit the roadway and stop.,D,"If the air pressure warning light or buzzer comes on while you are driving, you should immediately stop and safely park the vehicle. This warning signal indicates that there is a problem in the air brake system that needs to be fixed."
