id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
10968,Shipping papers should be:,,Hidden from view.,Placed in the glove box.,Easily seen by anyone entering the cab.,Laminated.,C,"When transporting hazardous materials, shipping papers should be kept in a pouch in the driver's side door, or in another location where the driver is able to easily reach them while their seat belt is fastened. The papers must be easily visible to anyone who is entering the cab."
8959,"Generally, a shipping paper must list:",,An emergency response telephone number.,The address of the shipper.,The location of fire departments along the planned route.,The cost of the materials.,A,"In general, a shipper is required to list an emergency response telephone number on hazardous materials' shipping papers. There are some exceptions to this rule."
8969,"In the Hazardous Materials Table, Column 2 lists:",,The names of materials.,Where materials originate.,Special provisions for materials.,Materials' manufacturers.,A,Column 2 of the Hazardous Materials Table lists the proper shipping names and descriptions of regulated materials.
8943,There may be restrictions on the transportation of explosives or hazardous waste in certain areas. These restrictions:,,Are usually not a concern.,Are waived on the weekends.,Should be researched before taking a route.,"Only apply if transporting more than 1,000 pounds of a material.",C,"Before transporting hazardous materials, you should research any restrictions that may apply to the routes you plan to take."
11436,"When transporting Division 1.1 materials, the floor liner should be:",,Made from metallic materials.,Made from an iron alloy.,Made from non-ferrous materials.,Loose.,C,"Use a floor lining when transporting Division 1.1, 1.2, or 1.3 materials. The floors should be tight and the liner must be made from either non-metallic material or non-ferrous metal. Non-ferrous metals are metals that do not contain iron or iron alloys."
8958,"On a shipping paper, if the letter “G” appears in Column 1, what else needs to appear?",,The technical name of the hazardous material,The type of packaging containing the hazardous material,The shipper’s phone number,The date the product was packed,A,"If the letter “G,” for ""Generic,"" is written in Column 1 of a shipping paper, the technical name of the associated hazardous material must also be listed."
8967,____ identical placards must be placed on a vehicle transporting hazardous materials.,,One,Two,Three,Four,D,"When hazardous materials placards are required, they must be placed on all four sides of the transporting vehicle."
9553,A person supervising the loading of a tank:,,Does not have to be able to move the vehicle.,Must be a licensed firefighter.,Does not need to know about the materials being loaded.,Must stay within 25 feet of the tank.,D,The loading and unloading of a tank must be watched by a qualified person. They must be alert; have a clear view of the tank; stay within 25 feet of the tank; know the hazards of the materials involved; know the procedures to follow in an emergency; and be authorized and able to move the tank if necessary.
9663,Shipping papers:,,Are not needed for most shipments.,Are required for all shipments.,Should be stored in a special compartment in the cab.,Can be kept as a digital file.,B,"For all shipments of hazardous materials, the shipper must use shipping papers to inform drivers and dockworkers of the risks presented by the cargo."
8966,Which of the following is not an acceptable location to keep hazardous materials' shipping papers?,,In a pouch on the driver’s side door,In a pouch on the passenger’s side door,Within reach of the driver while the seat belt is fastened,On the driver’s seat while the driver is outside of the vehicle,B,"When the vehicle is being driven, hazardous materials' shipping papers must be kept in a pouch on the driver's door or somewhere else that is in clear view and within the driver's reach. If the driver is outside of the vehicle, the shipping papers should be kept on the driver's seat."
9551,Who is responsible for identifying the hazard class of materials being shipped?,,The shipper,The carrier,The driver,The mechanic,A,"The shipper of hazardous materials is responsible for identifying the product's identification number; proper shipping name; hazard class; packing group; and correct packaging, labels, marking, and placards."
10971,"If cargo containing hazardous materials is leaking, the driver should:",,Drive to find a phone to alert emergency personnel,Drive to a designated hazardous materials clean up facility,Park the vehicle and contact emergency personnel,Continue driving to the destination,C,"In the event of a leak in a cargo of hazardous materials, do not continue to drive any longer than is necessary for safety. Continuing to drive would result in a larger area becoming contaminated. Instead, park the vehicle, secure the area, stay with the vehicle, and send someone to get help."
8973,"If a package contains liquid containers, the package must display:",,Arrows pointing in the correct upright direction.,A return address.,The number of containers inside the box.,"The word ""fragile.""",A,Packages containing liquid containers should display arrows pointing in the correct upright direction. These packages should be placed facing the correct direction.
8955,"If a substance is being transported in a reportable quantity, what letters will appear on the shipping paper and package?",,DQ,LT,RQ,BR,C,"If a substance is being transported in a reportable quantity, the shipper must display the letters ""RQ"" on the shipping paper and package."
9403,"If you are transporting Class 3 flammable liquids and your cargo needs to be moved into another tank, the flammable liquids:",,May be transferred on the roadway as long as no other people are nearby.,"Should not be transferred on a public road, unless under emergency circumstances.",Should be kept secret when they are being moved to another tank.,Should be transferred at night.,B,"Flammable liquids should not be transferred from one vehicle to another on a public roadway, unless being moved due to an emergency. Always warn others of the hazards presented by the materials."
10125,"When you are seated behind the steering wheel, shipping papers should be:",,Within reach.,In the sleeping compartment.,Hidden under the seat.,Taped to the passenger's side window.,A,"When transporting hazardous materials, shipping papers should be kept in a pouch in the driver's side door, or in another location where the driver is able to easily reach them while their seat belt is fastened. The papers must be easily visible to anyone who is entering the cab."
9401,"In general, when loading a tank with flammable liquids:",,The engine should be running.,A ground should be established before opening the filling hole.,A ground should be broken right before opening the filling hole.,The filling hole should be locked during loading.,B,"Before loading or unloading a tank with flammable liquids, you should turn off the engine, unless running the engine is necessary to operate a pump. Ground the tank before opening the filling hole and maintain the ground until after closing the filling hole."
8950,Flammable gases are categorized as ____ hazards.,,Class 1,Class 2,Class 4,Class 7,B,Flammable gases are assigned to hazardous materials Class 2.
10969,When approaching a railroad crossing while transporting chlorine:,,You must stop before crossing the tracks.,You must reduce your speed before crossing the tracks.,You can proceed without stopping if no warning lights are flashing.,You can proceed without stopping if no other vehicles are within sight.,A,"If transporting any amount of chlorine, a driver must always stop at a railroad crossing 15 to 50 feet from the nearest track."
8953,"When a driver is not in their vehicle, hazardous materials' shipping papers should be:",,Kept on the driver's person.,Kept on the driver’s seat.,Kept under the passenger’s seat.,Placed on the dashboard.,B,"Shipping papers for hazardous materials should always be easily accessible. When a driver is not in their vehicle, hazardous materials' shipping papers should be left on the driver's seat."
8926,"If transporting chlorine, what must be kept in the vehicle?",,A phone with emergency numbers programmed,An approved gas mask,A chemical suit,Directions for emergency personnel,B,A driver transporting chlorine in cargo tanks must keep an approved gas mask and an emergency kit in their vehicle.
8964,"In addition to reading the manual, the best way to learn about transporting hazardous materials is to:",,Talk to other people.,Attend hazardous materials training courses.,Guess.,Ask a police officer.,B,"While the manual contains all of the information needed to pass the written exam for a hazardous materials endorsement, it does not contain all of the information necessary to do the job safely. You can learn more by attending hazardous materials training courses."
8942,"After completing hazardous materials transportation training, drivers must have an understanding of:",,The Periodic Table of Elements.,Fahrenheit to Celsius conversion.,How to recognize and respond to possible security threats.,The effects of relative humidity on hazardous materials.,C,All drivers must be trained in the security risks of hazardous materials transportation. This training must include an education on how to recognize and respond to possible security threats.
10148,"If you are transporting explosives and your vehicle breaks down, you may notify other drivers:",,With flares.,With electric lights.,By standing on the roadway and waving your arms.,By keeping the driver's side door open.,B,"If your vehicle breaks down on the road while you are transporting explosive materials, you must warn other drivers. Put out warning signals like reflective triangles or electric lights if you are carrying Division 1.1, 1.2, or 1.3 explosives. Do the same if you are driving a tank used to transport Class 3 flammable liquids or Division 2.1 flammable gases, even if the tank is empty. If transporting flammable materials, do not use warning signals that could cause your cargo to catch fire."
8915,How many hazardous materials classes are there?,,Four,Six,Nine,Two,C,There are nine different classes of hazardous materials. A class reflects the risks associated with a type of material.
8954,What should be done if the third column of the Hazardous Materials Table contains the word “Forbidden?”,,The indicated substance should not be transported.,The indicated substance should be transported by air.,The indicated substance should only be transported at night.,The indicated substance should be accompanied by a security guard.,A,"The third column of the Hazardous Materials Table lists items' hazard classes and divisions. Drivers should never transport a material that is marked by the word ""Forbidden."""
8957,"Identification numbers, shipping names, and hazard classes:",,Should be abbreviated on a shipping paper if a small piece of paper is being used.,Should be abbreviated on a shipping paper to make them easier to read.,Should not be abbreviated on a shipping paper.,Should only be abbreviated on a shipping paper if the abbreviations are easy to understand.,C,"Identification numbers, shipping names, and hazard classes must never be abbreviated when listed on a shipping paper. The only exception to this is if the abbreviation is specifically authorized in the hazardous materials regulations."
9664,An improperly placarded vehicle:,,Can never be moved.,Can only be moved in an emergency.,Can be driven short distances.,Can be driven if it does not contain radioactive materials.,B,A vehicle carrying hazardous materials must be appropriately placarded to be driven. An improperly placarded vehicle may only be driven if necessary to protect life or property in an emergency.
8962,An improperly placarded vehicle can only be moved:,,To make room for other vehicles.,During an emergency.,If the vehicle will be traveling a distance shorter than 10 miles.,To wash the vehicle.,B,A vehicle must be properly placarded before it can be driven. A vehicle that does not display the proper placards may not be moved unless doing so is necessary to protect life or property in an emergency.
10970,"If cargo is leaking, you should:",,Touch the leaking material to identify the cargo.,Use shipping papers and labels to identify the leaking cargo.,Assume all the cargo is leaking.,Spray the leaking containers with water.,B,"If you discover a leak in a cargo of hazardous materials, identify the materials in question by using the shipping papers, labels, or package location. Do not touch the leaking material."
8978,"If transporting a package that contains radioactive materials, it is important to know that:",,Radiation will pass through to other packages.,The package should be placed in the cab.,The package should be loaded on its side.,The package should be made of wood.,A,Radiation will surround each package of radioactive materials and pass through to all nearby packages. The number of packages that can be loaded together is controlled.
8971,"Unless it is clearly unsafe, what does a driver need to accept a package?",,The shipper’s certification,A notarized statement,A verbal agreement,A contract,A,"When the shipper packages hazardous materials, they certify that the package has been prepared according to Hazardous Materials Regulations (HMR). Unless a package is clearly unsafe or noncomplying with HMR, you may accept the shipper’s certification concerning the proper packaging of a material."
8917,How is a hazardous materials warning presented?,,On a placard,By wrapping the package in orange,By placing the item away from other cargo and covering it with a sign,With flashing lights,A,"Signs are placed on the outside of vehicles and bulk packages to warn drivers and others about hazardous materials. These diamond-shaped signs are known as ""placards."""
8938,Hazardous materials laws are controlled by:,,Local regulations.,State regulations.,Federal regulations.,All levels of government.,D,"Because of the risks presented by the nature of the materials, government on federal, state, and local levels may impose regulations on the transportation of hazardous materials."
10972,"If corrosive materials leak in the trailer, the trailer should be:",,Cleaned with acid.,Cleaned with water.,Left to air-dry without washing.,Cleaned with bleach.,B,Parts of a vehicle that have been exposed to a corrosive material must be thoroughly washed with water.
8979,"When traveling with Division 1.1, 1.2, or 1.3 explosives, the vehicle should not be:",,Parked within 300 feet of a bridge.,Parked within 40 feet of the road.,Parked for only short periods of time.,Parked on grass.,A,"Except when parking briefly to perform necessary functions for vehicle operation (such as refueling), never park a vehicle carrying Division 1.1, 1.2, or 1.3 explosives within 300 feet of a bridge, tunnel, or building. Never park such a vehicle within five feet of the traveled portion of a road. Such vehicles should be parked only briefly."
9552,"When loading hazardous materials, you should do all of the following, except:",,Set the parking brake.,Load the materials away from heat.,Watch for signs of leakage.,Use a hook.,D,"When loading hazardous materials, do not use hooks or tools that could damage containers or other packaging."
8940,Who is required to provide training for a driver who will transport hazardous materials?,,The local government,The state motor vehicle department,The state highway patrol,The driver's employer,D,"The employer of a driver who will transport hazardous materials, or the employer's designated representative, is required to provide the driver with applicable training and testing."
9402,"If there is a collision involving a vehicle transporting Class 1 explosives, the driver should:",,Not warn others of the danger.,Allow smoking near the vehicle.,Keep the explosives inside the vehicle until after separating the vehicles involved in the collision.,Remove the explosives from the vehicle before separating the vehicles involved in the collision.,D,"If you are driving a vehicle that is transporting Class 1 explosives and it is involved in an accident, you should warn others of the danger, keep bystanders away, and not allow smoking or open fires near the vehicle. Before separating the vehicles involved in the collision, remove all explosives and place them at least 200 feet away from the vehicles and any occupied buildings."
9662,"On packages that are not large enough to hold a HazMat label, materials should be labeled:",,With a barcode.,With a tag.,With a piece of orange tape.,With a red checkmark.,B,"If a package of hazardous materials is not large enough to display the proper label, the label may be placed on a tag that is securely attached to the package."
8924,"When loading or unloading explosive materials, you should:",,Keep the engine running.,Turn off the engine.,Use sharp-pointed tools to open the packages.,Toss packages.,B,"Always turn off your vehicle's engine before loading or unloading explosive materials. Never drop, throw, or roll packages containing explosives."
8960,"When a shipper packages hazardous materials, they certify that the package:",,Does not contain hazardous materials.,Has been prepared in compliance with the rules.,Was packed at a specific location.,Will be placed on the trailer first.,B,"When a shipper packages hazardous materials, they are certifying that the package has been prepared in accordance with its applicable rules."
8961,"To complete a Uniform Hazardous Waste Manifest, you must:",,Sign by hand.,"Sign, but only if you cross into another state.","Sign, but only if the weather was hazardous.",Have a witness sign.,A,"A Uniform Hazardous Waste Manifest must be signed by hand. The name and EPA registration number of the shippers, carriers, and destination must also appear on the manifest."
10641,The only way to properly check tire pressure is by:,,Using a tire pressure gauge.,Eyeballing the tire.,Pushing on the tire with your hand.,Measuring the height of the tire.,A,You should examine your tires at the beginning of every trip and after every stop to ensure that they are properly inflated. The only acceptable way to check tire pressure is to use a tire pressure gauge.
8937,"Materials that are considered hazardous may include all of the following, except:",,Explosives.,Gases.,Solids.,Rocks.,D,"Hazardous materials are products that pose risks to health, safety, and property during transportation. Materials that are considered hazardous include explosives; flammable and poisonous gases; and flammable and other hazardous solids."
10124,"When loading compressed gas, the liquid discharge valves should be:",,Closed.,Greased.,Open.,Removed.,C,"Keep liquid discharge valves on a compressed gas tank closed, except when loading and unloading."
9550,Regulations relating to hazardous materials are intended to protect:,,You.,Those around you.,The environment.,All of the above.,D,"Transporting hazardous materials can be risky. The regulations are intended to protect you, those around you, and the environment."
8951,Which of the following is not an example of a shipping paper?,,Shipping orders,Bills of lading,Manifests,Directions,D,"A shipping paper describes hazardous materials being transported. Shipping orders, bills of lading, and manifests are all shipping papers."
8918,Where on a truck should placards be placed?,,On the rear,On the left and right sides,On the front,All of the above,D,"When hazardous materials placards are required, they must be placed on all four sides of the vehicle."
9665,Placards must be placed:,,"In any manner, as long as they are visible.",So words and numbers are read from left to right.,Upside down.,Within three inches of other markings.,B,Hazardous materials placards must be positioned so any words or numbers can be read from left to right. They must be at least three inches away from any other markings.
8983,The only way to properly check your tire pressure is by:,,Using a tire pressure gauge.,Eyeballing the tires.,Pushing on the tires to feel the pressure.,Weighing the tires.,A,You must examine each tire on a motor vehicle at the beginning of each trip. The only effective way to check tire pressure is by using a tire pressure gauge.
9404,If a leak is suspected in a cargo of radioactive material:,,The driver should go to the local fire department.,The driver should pick up any loose pieces of the radioactive material.,"The driver should continue to carry the cargo, as long as they avoid touching the affected areas.",The driver should not operate the vehicle until it has been cleaned.,D,"If you are transporting radioactive material and believe there is a leak or broken package in your cargo, you should tell your dispatcher or supervisor as quickly as possible. Do not touch or inhale the material. Do not use the vehicle until it has been cleaned or checked with a survey meter."
8944,How must a shipper notify a driver of the risks associated with their cargo?,,By speaking with the driver,By writing a note on a blank piece of paper,By putting hazard warning labels on packages,By placing orange dots on packages,C,"Shippers of hazardous cargo must alert drivers and others to relevant hazards through proper shipping papers, hazard warning labels on packages, emergency response information, and placards."
8925,"A person who is watching the loading or unloading of a tank must do all of the following, except:",,Remain alert.,Remain within 25 feet of the tank.,Wear a chemical suit.,Know the hazards of the materials involved.,C,The person in charge of loading or unloading a hazardous materials cargo tank must ensure that a qualified person is always supervising the process. The supervisor must be alert; have a clear view of the tank; be within 25 feet of the tank; know the hazards of the involved materials; know the procedures to follow in the case of an emergency; and be authorized to and capable of moving the tank.
10642,"If transporting chlorine, what must be in the vehicle?",,A gas mask,Goggles,An axe,A cell phone,A,"A driver transporting chlorine in cargo tanks must have an approved gas mask in the vehicle, as well as an emergency kit for controlling leaks in dome cover plate fittings on the cargo tank."
8921,"What does ""RQ"" stand for?",,Relative query,Reportable quantity,Release query,Response quarantine,B,"When marking hazardous materials in an ""HM"" column on a shipping paper, the letters ""RQ"" may be used instead of an ""X"" if a reportable quantity of the material must be identified."
10258,"When driving a vehicle with empty cargo tanks that are used to carry hazardous materials, the driver:",,Can cross railroad tracks without slowing or stopping.,"Needs to slow when approaching railroad tracks, but is not required to stop.",Must stop at railroad crossings before proceeding.,Should never drive over railroad tracks.,C,"A vehicle with tanks that are used to transport hazardous materials must always be stopped before being driven over railroad tracks, even if the tanks are empty."
10122,"If a shipping paper describes both hazardous and non-hazardous materials, the items can be distinguished by:",,The hazardous materials being listed first.,The non-hazardous materials being written in pencil.,The hazardous materials being listed in red ink.,The hazardous materials being written larger than the non-hazardous materials.,A,"If a shipping paper describes both hazardous and non-hazardous materials, the hazardous materials must be distinguished in one of three ways. They must be entered first on the shipping paper, highlighted in a contrasting color, or marked with an ""X"" in a column titled ""HM."""
11438,"Your engine runs a pump used during the delivery of compressed gas. After delivery, you should turn off the engine ____ unhooking the hoses.",,Before,After,While,Either before or after,A,"Unless your engine runs a pump for product transfer, turn it off when loading or unloading a compressed gas tank. If you do use your engine to run a pump, you should turn the engine off after the product transfer but before unhooking the hoses."
8956,"If a product requires a ""Poison Inhalation Hazard"" placard, the placard must be used when transporting:",,More than 100 pounds of the product.,More than 50 pounds of the product.,Any amount of the product.,The product in a leaking container.,C,"For applicable materials, the ""Poison Inhalation Hazard"" placard and the appropriate hazard class placard must always be displayed, even for small amounts of the materials."
8945,Who must provide emergency response information?,,The shipper,The driver,The local fire department,The Department of Homeland Security,A,Shippers of hazardous materials are required to provide emergency response information to drivers.
8977,"Class 1, Class 2.1, and Class 3 items should not be placed in a trailer with:",,A heater.,An air conditioner.,Other items.,Batteries.,A,"The use of cargo heaters is not always permitted. When transporting materials that are categorized as Class 1 (Explosives), Class 2.1 (Flammable Gas), or Class 3 (Flammable Liquids) materials, heaters are generally prohibited."
8952,Shipping papers identifying hazardous materials should be:,,At the bottom of a stack of shipping papers.,On the top of a stack of shipping papers.,In a location separate from non-hazardous materials.,Stored under the passenger’s seat.,B,Carriers and drivers must be able to quickly identify hazardous materials' shipping papers. Shipping papers for hazardous materials should be on the top of a stack of shipping papers.
8981,When refueling a vehicle that contains hazardous materials:,,The engine should be left on.,The engine should be turned off.,The gas nozzle may be left unattended.,No other vehicles should be at the refueling station.,B,"If you need to refuel a vehicle carrying hazardous materials, you must first turn off the engine. While refueling, someone must be at the nozzle and controlling the fuel flow at all times."
8982,"When trying to control a minor truck fire, what should you do before opening the trailer doors?",,Check to see if the doors are hot.,Throw water on the doors.,Put on a pair of gloves.,Wait 30 minutes.,A,"If you are experiencing a truck fire, you should not attempt to open trailer doors without first feeling the doors to see if they are hot. If the doors are hot, there may be a cargo fire. Leave the doors closed if there is a cargo fire."
8972,A driver should ensure that:,,The shipping paper matches the marking and labels on packages.,The shipping paper is written in code.,All packages are labeled as poison.,The shipping paper is not in the vehicle.,A,It is a good idea to compare a shipping paper to the applicable package markings and labels. Ensure that the shipper has included the correct basic description on the shipping paper and that it matches markings and labels.
9305,Hazardous materials placards are usually shaped like:,,Circles.,Triangles.,Diamonds.,,C,Hazardous materials warning placards are usually diamond-shaped.
