id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
11834,The emergency air line supplies air to the:,,Relay valves.,Trailer air tanks.,Signal line.,,B,"The emergency air line (also known as the supply line) has two functions. The first is to supply air to the trailer air tanks, and the second is to control the emergency brakes on combination vehicles."
11826,The ____ trailer is the most likely to turn over if a driver takes a turn too quickly.,,Front,Last,Middle,,B,"When making a turn, be sure to steer gently and smoothly. Making a quick turn while pulling trailers is dangerous and can increase the risk of the last trailer rolling over."
11848,"If you must cross traffic while driving a combination vehicle, you should:",,Assume other drivers will make room for your vehicle.,Wait for a gap large enough for your vehicle to safely cross.,Rely only on your mirrors.,,B,"Combination vehicles require more space on the road than other vehicles. When entering or crossing traffic while driving a combination vehicle, it is especially important that there is a large enonugh gap in traffic to safely do so."
11829,The trailer hand valve should not be used while you are driving because:,,It will disconnect from the vehicle.,You will stop the vehicle too quickly.,It can cause a skid.,,C,Never use the trailer hand valve while operating your vehicle. Using the trailer hand valve while driving can cause your trailer to skid.
11825,Keeping cargo centered on a rig can:,,Help you drive faster.,Prevent a rollover.,Make turns more dangerous.,,B,"A rollover is more likely if cargo is unevenly loaded in a rig. To help prevent a dangerous rollover, it is important to keep a load as centered on the rig as possible."
11454,Trailers with low underneath clearance may be difficult to drive:,,On interstate highways.,Over railroad crossings.,On dirt roads.,At the posted speed limit.,B,"Railroad-highway crossings may be difficult to cross when pulling a trailer with a low underneath clearance. In particular, both low-slung units and single-axle tractors pulling long trailers are especially challenging to drive over raised crossings."
11617,"After connecting the air lines to the trailer while coupling, you should:",,Supply air to the trailer.,Chock the wheels.,Inspect the fifth wheel.,,A,"Correctly following the steps to couple and uncouple trailers is vital to safely operating a combination vehicle. After connecting the air lines to the trailer while coupling, you should supply air to the trailer."
11603,"When entering or crossing traffic while driving a combination vehicle, it is especially important that you:",,Sound your horn.,Make sure there is a large enough gap for your vehicle.,Expect other drivers to make room for your vehicle.,,B,"Combination vehicles require more space on the road than other vehicles. When entering or crossing traffic while driving a combination vehicle, it is especially important that there is a large enough gap in traffic for you to safely do so."
11577,Trailers built before 1975 are:,,Required to have spring brakes.,Not required to have spring brakes.,Unsafe to drive.,,B,"Trailers built before 1975 are not required to have spring brakes. When parking a trailer without spring brakes, be sure to use wheel chocks to prevent the trailer from rolling."
11460,Test the tractor protection valve by:,,Removing the air supply knob.,Removing the parking brake control knob.,Releasing air with the brake pedal.,Releasing air with the gas pedal.,C,"You should test the tractor protection valve by allowing the air supply to properly charge, turning off the engine, then releasing air from the system by pressing the brake pedal several times. The tractor protection valve should move into its emergency position when psi drops to an unsafe level."
11832,"If an air supply control is in its ""emergency"" position:",,The vehicle will increase speed.,The trailer emergency brakes will be applied.,The air supply to the trailer will increase.,,B,"Tractor protection controls in older vehicles may be operated by levers instead of knobs. If an air supply control is set in its ""emergency"" position, the air supply will be stopped and the trailer emergency brakes will be applied."
11595,Avoid needing to make sudden lane changes by:,,Using your horn to encourage other drivers to move out of your lane.,Only driving slower than the posted speed limit.,Watching the road ahead while driving.,,C,Making a sudden lane change can be dangerous when driving a combination vehicle. Avoid the need to make a sudden lane change by looking down the road for upcoming obstacles that will require you to change lanes.
11854,"When backing up while coupling a trailer, the tractor should be positioned:",,Directly in front of the trailer.,Directly next to the trailer.,Parallel with the trailer.,,A,"When backing up to couple a trailer, you should position the tractor directly in front of the trailer. Trying to couple while backing at an angle could cause the trailer to move and the landing gear to break."
11831,"In a vehicle equipped with an automatic tractor protection valve, the valve will pop out when air pressure drops to a level between:",,20 and 45 psi.,75 and 105 psi.,50 and 65 psi.,,A,"In vehicles equipped with an automatic tractor protection valve, the valve will pop out if air pressure drops to a level between 20 and 45 psi. When the valve pops out, the protection valve will close, stopping the flow of air."
11836,Look into the back of the fifth wheel:,,While testing your air brakes.,If your vehicle begins to skid.,When inspecting a coupling.,,C,"While inspecting a coupling, you should go under the trailer and look into the back of the fifth wheel. Ensure that the fifth wheel jaws are secured around the shank of the kingpin."
11838,"Before beginning a trip, you should:",,Leave the service line valve open.,Remove the relay valves.,Close the emergency line valve.,,C,"Before a trip, you should ensure that air reaches all air brakes on all trailers by opening up the rear emergency line and service line shut-off valves and listening for escaping air. Close both shut-off valves before beginning to drive."
11458,"When uncoupling a trailer, landing gear should be:",,Raised completely.,Lowered halfway.,Just off the pavement.,Firmly on the ground.,D,"Landing gear, or trailer supports, should always be completely raised before a vehicle is driven. When uncoupling, landing gear should be lowered to make firm contact with the ground. If a trailer is loaded when it is being uncoupled, you should lower the landing gear and turn the crank a few additional times to remove some weight from the trailer."
11523,Trailers with low underneath clearance can present challenges when driving over:,,Bridges.,Railroad tracks.,Overpasses.,,B,"Railroad-highway crossings may be difficult to cross when pulling a trailer with a low underneath clearance. In particular, both low-slung units and single-axle tractors pulling long trailers are especially challenging to drive over raised crossings."
11461,Pull out the trailer air supply control to test:,,The parking brake.,The trailer emergency brakes.,The trailer service brakes.,The landing gear.,B,"Be sure to test the trailer emergency brakes before beginning a trip. After ensuring that the trailer rolls freely, you can test the emergency brakes by pulling out the trailer air supply control, or placing it in the ""emergency"" position. Pull forward slightly with the tractor and make sure the trailer does not move."
8643,Rollovers happen when:,,You drive too slowly.,You are stopped.,You take a turn too fast.,,C,"Rollovers are caused by operators turning too fast. To avoid rolling over, drive slowly on entrance ramps, on exit ramps, and around corners. Avoid making quick lane changes when towing trailers."
11850,If the emergency air line loses pressure:,,The Anti-Lock Braking System will activate.,The service air line will activate.,The emergency brakes will activate.,,C,The emergency air line controls the emergency brakes on a combination vehicle. A loss of air pressure in the emergency line will cause the emergency trailer brakes to activate.
11621,In a double or triple combination:,,Cargo weight must be evenly distributed between all trailers.,The heaviest trailer should be positioned directly behind the cab.,The heaviest trailer should be positioned in the rear.,,B,"When positioning trailers in a combination, the most heavily-loaded trailer should be the closest to the tractor. The lightest trailer should be positioned in the rear."
9949,"When braking with ABS, you should:",,Push the brake pedal harder than usual.,Push the brake pedal as you normally would.,Push the brake pedal more lightly than usual.,,B,"When operating a vehicle with an Anti-Lock Braking System (ABS), you should apply your brakes in the same manner as you would if operating a vehicle without ABS."
9140,Driving a combination vehicle ____ than driving a single vehicle.,,Is easier,Requires more driving skill,Is better for training,Is safer in inclement weather,B,Driving a combination vehicle usually requires more skill than driving a single vehicle. Combination vehicles are generally longer and heavier than single commercial vehicles.
9388,The easiest way to recognize that your trailer has begun to skid is to:,,Ask another driver.,Use your mirrors to determine if the trailer has left the lane.,Release the brake pedal and then push it down again.,Watch the jackknife warning light on the control panel.,B,"The easiest way to spot a trailer skid is to use your mirrors. Any time you brake hard, check your mirrors to ensure that your trailer is still in its proper position."
9541,When coupling a trailer:,,Make sure to couple matching glad hands.,Any glad hand can be connected to any other glad hand.,It is best to leave one glad hand unattached.,Only one set of glad hands should be connected.,A,"When coupling, make sure you couple matching glad hands. They are often color-coded to help drivers avoid mistakes. Typically, blue is used for service lines and red is used for emergency lines."
10965,The trailer hand valve:,,Should always be used for parking.,Should only be used for parking on a downhill.,Should never be used for parking.,Should only be used when transporting cargo.,C,"The trailer hand valve should not be used for parking. This could cause all of the air to leak out of the braking system, resulting in the brakes releasing. Instead, use the parking brake."
11564,Using the trailer hand valve while driving:,,Will help you turn safely.,Will stop your trailer safely.,Can cause a skid.,Is impossible.,C,Never use the trailer hand valve while operating your vehicle. Using the trailer hand valve while driving can cause your trailer to skid.
11570,"An air supply control in its ""emergency"" position will:",,Turn on the air supply.,Apply the trailer emergency brakes.,Prevent a skid.,Accelerate the vehicle.,B,"Tractor protection controls in older vehicles may be operated by levers instead of knobs. If an air supply control is set in its ""emergency"" position, the air supply will be stopped and the trailer emergency brakes will be applied."
9386,Which type of vehicle is most prone to the “crack-the-whip” effect?,,A five-axle tractor semi-trailer,A three-axle tractor semi-trailer,A bobtail tractor,A triple trailer,D,"Triple combination trailers are most vulnerable to the ""crack-the-whip"" effect."
11459,"Before a drive, ensure that air flows to all trailers by:",,Opening the rear shut-off valves and listening for escaping air.,Closing the rear shut-off valves and listening for escaping air.,Disconnecting air supply lines and listening for escaping air.,Rolling each trailer down a hill and testing the brakes.,A,"Before a trip, ensure that air in the air brake system reaches all trailers. Do this by waiting for air pressure to build, then sending air to both the emergency and service lines and opening the shut-off valves on the rear of the last trailer. If air escapes from the shut-off valves in the rear of the combination, the air is being supplied to the entire vehicle."
11572,The service air line is attached to the:,,Relay valves.,Supply line.,Emergency air line.,Steering wheel.,A,"The service air line carries air and is controlled by either the foot brake or trailer hand brake. The service air line is attached to relay valves, which allow the trailer brakes to be applied quickly."
8887,Large combination vehicles take the longest amount of time to stop:,,When fully loaded.,When partially loaded.,When empty.,When mostly loaded.,C,Large combination vehicles take longer to stop when they are empty than when they are loaded. The decreased weight causes a vehicle's wheels to have decreased traction on the surface of the road.
11596,A lightly-loaded combination vehicle will stop more slowly than a fully-loaded vehicle because:,,The stiff suspension springs and strong brakes will have high traction.,The stiff suspension springs and strong brakes will have low traction.,The brakes only operate when a trailer reaches a minimum weight.,The suspension springs only operate when a trailer reaches a minimum weight.,B,An empty combination vehicle will come to a complete stop more slowly than a fully-loaded vehicle. The stiff suspension springs and strong brakes will have lower traction on a light trailer than they would if the vehicle carried more weight.
9537,Fully-loaded rigs:,,Are less likely to roll over than empty rigs.,Are more likely to roll over than empty rigs.,Are just as likely to roll over as empty rigs.,Should not be driven.,B,"Because the weight of cargo gives them a higher center of gravity, fully-loaded rigs are 10 times more likely to roll over in a crash than empty rigs."
11556,One way to prevent a rollover is to:,,Move cargo to the left side of the rig.,Keep cargo centered on the rig.,Move cargo to the right side of the rig.,Keep cargo as far from the ground as possible.,B,"A rollover is more likely if cargo is unevenly loaded in a rig. To help prevent a dangerous rollover, it is important to keep a load as centered on the rig as possible."
10964,The trailer hand valve should be used:,,To test the trailer brakes.,To check the connection between the trailer and tractor.,To accelerate.,To test the lights on the trailer.,A,"The trailer hand valve, also called the trolley valve or Johnson bar, is used to work the trailer brakes. It should be used only to test the brakes."
11455,A shut-off valve:,,Is located on the front of a trailer.,Is located on the instrument panel.,Prevents air from escaping an air brake system.,Should always be open.,C,Shut-off valves are used in air supply lines to control the passage of air from one trailer to another. The rear shut-off valve should always be closed to prevent air from leaving the braking system.
8902,Failure to keep the fifth wheel plate properly greased could:,,Cause the trailer to disconnect.,Cause steering problems.,Cause braking problems.,Affect the lights.,B,"Failure to keep the fifth wheel plate properly lubricated can create friction between the tractor and trailer, causing steering problems."
8892,A tractor protection valve is:,,"A device that keeps air in the tractor or truck brake system, should the trailer break away or develop a bad leak.",A device that prevents theft.,A device that controls fuel levels.,A device that allows the battery to recharge efficiently.,A,"On combination vehicles with air brakes, the tractor protection valve keeps air in the tractor or truck brake system, should the trailer develop a bad leak or break away from the tractor."
8888,A trailer will be most likely to swing around when:,,It is full.,Traveling in a straight line.,It is empty.,The wheels are rotating.,C,"An empty trailer will require a longer stopping distance than a loaded trailer. Additionally, a trailer is most likely to swing out and strike other vehicles when it is lightly loaded or empty."
9539,What is a tractor protection valve?,,A valve to keep air in the brake system should there be a bad leak,A valve that prevents the truck from being stolen,A valve that prevents the driver from going too fast,A valve that prevents the trailer from accidentally being released,A,"In a combination vehicle with air brakes, the tractor protection valve keeps air in the tractor or truck brake system in the event of the trailer breaking away or developing a leak."
8886,"To help prevent rollovers, you should:",,Accelerate quickly after stopping.,Drive slowly around turns.,Keep the load near the back of the trailer.,Keep the load on one side of the trailer.,B,"To lower the risk of a rollover, load your cargo as closely to the ground as possible. To further reduce this risk, take curves and corners slowly."
11598,"When driving a bobtail tractor, you should be aware that:",,Bobtails stop very easily.,Bobtails cannot drive as fast as tractors with semitrailers.,Bobtails are more difficult to stop than tractors with semitrailers.,Bobtails are illegal in most states.,C,"Bobtail tractors are tractors that are not attached to any semitrailers. When operating a bobtail, you should be aware that stopping can be difficult and that it will take a longer distance to bring the bobtail to a complete stop than it would a tractor attached to a loaded semitrailer."
11618,"Before backing your tractor under the trailer, make sure your trailer brakes are:",,Disengaged.,Locked.,Deactivated.,Dry.,B,"Correctly following the steps to couple and uncouple trailers is vital to safely operating a combination vehicle. Before backing your tractor under the trailer while coupling, make sure your trailer brakes are locked."
10962,The best way to recognize that your trailer has begun to skid is by:,,Seeing other drivers' faces.,Seeing it in your mirrors.,Feeling it.,Listening to the radio.,B,The earliest and best way to recognize the beginnings of a trailer skid is by seeing the trailer veer off-course in your mirrors.
8901,Having ABS on only one axle:,,Does not change braking in any way.,Is not possible.,Will allow the driver additional control over their vehicle when braking.,Will cause extra strain on the other axles.,C,"Having an Anti-Lock Braking System (ABS) on only the trailer, or even on just one axle, will still provide a driver with additional control over the trailer when braking."
8890,"When backing a trailer, how should you turn the steering wheel?",,Turn the top of the steering wheel in the direction you want the trailer to go.,Turn the top of the steering wheel in the direction opposite of where you want the trailer to go.,It doesn’t matter.,It depends on where the trailer is being backed.,B,"When backing with a trailer, turn the top of the steering wheel in the direction opposite of where you want to go. Once the trailer begins turning, you should then switch the direction of the steering wheel to follow the trailer."
11584,"After finishing a pre-trip inspection, you should:",,Close the service line valve.,Remove the service line valve.,Leave the emergency line valve open.,Leave the rear shut-off valves open.,A,"Before a trip, you should ensure that air reaches all air brakes on all trailers by opening up the rear emergency line and service line shut-off valves to listen for escaping air. Close both shut-off valves before beginning to drive."
9142,Simply changing lanes can cause:,,"A “crack-the-whip” effect, resulting in a rollover.",A trailer to straighten out.,Confusion over which lane the driver is hoping to use.,Other drivers to reduce their speed.,A,"Due to the ""crack-the-whip"" effect caused by rearward amplification, changing lanes too quickly in a combination vehicle can result in a rollover."
9658,Proper coupling technique:,,Is the same on all vehicles.,Is essential to the safe operation of a vehicle.,Includes ensuring that the fifth wheel plate is not greased.,Can be learned over time.,B,Knowing proper coupling and uncoupling technique is fundamental to the safe operation of combination vehicles. Improper coupling can be very dangerous.
9543,"When driving a tractor-trailer equipped with ABS, you should:",,Stop harder than you would otherwise.,Use extra braking force to ensure the ABS kicks in.,Brake as you normally would.,Brake using less pressure than you would otherwise use.,C,"When driving a tractor-trailer combination equipped with an Anti-Lock Braking System (ABS), you should brake in the same manner that you would in a vehicle without ABS."
8899,"If oil and water build up in your vehicle's air tanks, the brakes:",,May not work correctly.,May feel squishy.,Will squeal loudly when used.,Will be extremely sensitive.,A,Air tanks should be drained daily to remove water and oil buildup. An excess of oil and water in the air tanks can interfere with proper brake function.
9538,Rollovers are most likely to happen when:,,Drivers turn too fast.,Driver turn too slowly.,It is windy.,It is raining.,A,"Rollovers happen when an operator turns too fast. Drivers should be sure to slow down before entering turns and curves, especially when transporting a fully-loaded rig."
8900,Starting in which year were newly manufactured trailers required to have ABS?,,1972,1987,1998,2004,C,"All trailers and converter dollies manufactured on or after March 1, 1998 must be equipped with Anti-Lock Braking Systems (ABS)."
11578,"While inspecting a coupling, you should go under the trailer and:",,Detach the jaws from around the kingpin.,"Make sure the locking lever is in the ""emergency"" position.",Remove the safety latch.,Look into the back of the fifth wheel.,D,"While inspecting a coupling, you should go under the trailer and look into the back of the fifth wheel. Ensure that the fifth wheel jaws are secured around the shank of the kingpin."
11622,"When connecting a converter dolly to a second or third trailer, the trailer height should be:",,Slightly higher than the center of the fifth wheel.,Level with the center of the fifth wheel.,Slightly lower than the center of the fifth wheel.,Next to the center of the fifth wheel.,C,"When connecting a converter dolly to a second or third trailer, the trailer height should be correct. It should be slightly lower than the center of the fifth wheel."
9540,What is another name for the service line?,,Control line,Exchange line,Surplus line,Parallel line,A,"The service line, also called the control line or signal line, carries air to the trailer brakes and is controlled by the foot brake or trailer hand brake."
11590,____ are the cause of more than half of all accident-related truck driver deaths.,,Truck rollovers,Motorcycles,Slippery roads,Pedestrians,A,"More than half of all accident-related truck driver deaths are a result of truck rollovers. To help prevent a rollover, be sure to load cargo low to the ground and centered on your rig. Take corners slowly and carefully."
11592,"When traveling more slowly than 40 mph, maintain at least ____ of following distance per every 10 feet of your vehicle.",,One second,Two seconds,Three seconds,Four seconds,A,"At speeds below 40 mph, you should allow at least one second of following distance for every 10 feet of your vehicle. Follow the same formula when traveling at faster speeds, then add one additional second to your following distance. Remember that larger vehicles require more space to stop than smaller vehicles."
8894,A combination vehicle has:,,One air line.,Two air lines.,Three air lines.,Four air lines.,B,Combination vehicles have two air lines: a service line and an emergency line.
10242,When a combination vehicle goes around a corner:,,The turn should be made as tightly as possible.,The front and rear wheels move in different paths.,The rear wheels should run over the curb.,It is acceptable for street signs to be knocked over if they are too close to the road.,B,"When a vehicle goes around a corner, the rear wheels follow a different path than the front wheels. This is called off-tracking. This effect is especially pronounced on vehicles with trailers."
8897,Emergency air lines are often coded with the color:,,Green.,Orange.,Yellow.,Red.,D,"In general, the parts of the service air line are coded blue and the parts of the emergency air line are coded red."
9141,Rollovers happen when drivers:,,Turn too quickly.,Do not driving fast enough.,Pay attention to the road.,Drive illegally.,A,A rollover happens as a result of a driver taking a turn at too high a speed. Be sure to take turns and curves safely and slowly.
8893,What does the trailer air supply control look like?,,It is a square blue knob.,It is a triangular yellow knob.,It is an eight-sided red knob.,It is a circular orange knob.,C,"On newer vehicles, the trailer air supply control is an eight-sided red knob. It's used to control the tractor protection valve."
11574,The emergency air line:,,Is controlled by the foot brake.,Is connected to the relay valves.,Supplies air to the trailer air tanks.,Prevents skids.,C,"The emergency air line (also known as the supply line) has two functions. The first is to supply air to the trailer air tanks on a combination vehicle, and the second is to control the emergency brakes."
8889,What is off-tracking?,,When a vehicle’s front wheels follow a different path than its rear wheels,When a vehicle's wheels all follow the exact same path,When a load shifts during a turn,When a vehicle's wheels run over a curb during a turn,A,"When a vehicle goes around a corner, the rear wheels follow a different path than the front wheels. This is known as off-tracking, or ""cheating."""
9387,What happens when the wheels of a trailer lock up?,,The trailer will usually continue to move in a straight line.,The trailer will disengage.,The trailer will likely swing around.,The trailer will stop.,C,"A trailer tends to swing around, potentially resulting in a trailer jackknife, if its wheels lock up."
9143,"If a trailer begins to skid, the driver should:",,Lock the brakes.,Release the brakes.,Steer in the opposite direction.,Accelerate.,B,"If your trailer starts to skid while you are braking, you should release the brakes and allow them to begin to regain traction. Once its wheels have regained their grip on the road, the trailer will begin to straighten out and follow the tractor."
11562,"If you need to back your trailer but cannot back up in a straight path, you should:",,Back toward the passenger's side.,Back toward the driver's side.,Swerve back and forth while backing.,Always turn to your right.,B,"If you need to back your trailer but cannot back up in a straight path, you should back on a curved path toward the driver's side of the vehicle. This will permit you the best possible visibility while backing."
8891,"If your trailer goes off course while you are backing, you should:",,Continue the backing process without changing anything.,"Pull the truck forward, readjust, and start backing again.",Get out of the truck and move the trailer into the right position.,Turn the steering wheel all the way to the left until the trailer straightens out.,B,"If your trailer goes off course while you are backing, you should pull your truck forward and reposition your vehicle as needed before continuing to back up."
9542,"If unsure if a trailer is equipped with ABS, you can:",,Check under the trailer for wheel speed sensors coming from the back of the brakes.,Try driving on a slippery surface and see if ABS kicks in.,Assume it does have ABS.,Remove a tire and look for the ABS sensor on the axle.,A,"Trailers and converter dollies built on or after March 1, 1998 are required to have Anti-Lock Braking Systems (ABS). This will be indicated by the presence of a yellow malfunction lamp. You can determine if older trailers have ABS by checking under the trailers for ECU and wheel speed sensor wires coming from the back of the brakes."
11600,"Compared to other commercial motor vehicles, combination vehicles need more space on the road because they are longer and they:",,Need more space to turn and stop.,Drive more slowly.,Are twice the width.,Swerve more often.,A,Combination vehicles need more space on the road than other commercial vehicles because they are longer and need more space to turn and stop. It is especially important to properly manage space when you are operating a combination vehicle.
11586,"During a trip, which shut-off valves should be open?",,All shut-off valves should be open.,The rear shut-off valves should be open.,"All shut-off valves should be in the open position, except the rear shut-off valves.",No shut-off valves should be open.,C,"When starting a trip, be sure that all shut-off valves are in the open position, except for the last valves on the rear trailer. It is important that air reaches the brakes on all trailers and that the air is not able to escape from the back of the vehicle."
11560,Using the trailer hand brake while experiencing a trailer jackknife will:,,Stop the skid.,Straighten the trailer.,Increase traction.,Continue the skid.,D,"If you are experiencing a trailer jackknife, you can help your tires regain traction by releasing the brakes. Using a trailer hand brake while experiencing a skid will only cause the skid to continue."
8885,"To lower the risk of a rollover, you should:",,Load the cargo as far forward as possible.,Load the cargo as far back as possible.,Load the cargo as low as possible.,Stack the cargo as high as possible.,C,"To lower the risk of a rollover, load your cargo as closely to the ground as possible. To further reduce this risk, take curves and corners slowly."
8896,One function of the emergency air line is to:,,Control the emergency brakes.,Flash when air pressure is below a certain psi.,Allow for quick turning.,Control the ability to maneuver during bad weather conditions.,A,"The emergency air line (also known as the supply line) has two functions. The first is to supply air to the trailer air tanks, and the second is to control the emergency brakes on combination vehicles."
11580,"If you are operating a vehicle built before 1998 and are unsure if the trailer has an Anti-Lock Braking System (ABS), you can:",,Check for wheel speed sensors coming from the back of the brakes.,Look for a red light on the front right corner of the converter dolly.,Pump the air brakes to activate the ABS.,Assume the vehicle has ABS.,A,"If you are operating a vehicle built before 1998 and are unsure if the trailer has an Anti-Lock Braking System (ABS), you can check under the trailer for wheel speed sensors coming from the back of the brakes."
8895,Air pressure in the ____ air line is controlled by either the foot brake or trailer hand brake.,,Emergency,Service,Rear,Auxiliary,B,"Air pressure in the service air line is controlled by either the foot brake or trailer hand brake. The service air line is also known as the control line or signal line. This line is connected to relay valves, which allow the trailer brakes to be applied more quickly than would otherwise be possible."
11849,"When you are pulling a trailer, the air supply control lever should be in its ____ position.",,Emergency,Supply,Normal,,C,"Tractor protection controls in older vehicles may be operated by levers instead of knobs. If an air supply control is set in its ""normal"" position, it is properly set for you to pull a trailer."
11846,Bobtail tractors are ____ to stop than tractors attached to full semitrailers.,,Quicker,Easier,More difficult,,C,"Bobtail tractors are tractors that are not attached to any semitrailers. When operating a bobtail, you should be aware that stopping can be difficult and that it will take a longer distance to come to a complete stop than a tractor attached to a loaded semitrailer."
11857,"In a double or triple combination, the ____ trailer should be directly behind the cab.",,Lightest,Heaviest,Smallest,,B,"When positioning trailers in a combination, the most heavily-loaded trailer should be the closest to the tractor. The lightest trailer should be positioned in the rear."
9610,"When driving a vehicle equipped with an Anti-Lock Braking System (ABS), brakes should be applied:",,In the same way as they would be in a vehicle without ABS.,As the vehicle is placed in neutral.,With the hand brake.,,A,"When driving a vehicle with ABS, you should brake in the same manner as you would in a vehicle without ABS."
8645,What is a bobtail tractor?,,A tractor without a semi-trailer,A tractor with two semi-trailers,A tractor that travels faster than the speed limit,,A,"Tractors without semi-trailers are referred to as ""bobtail tractors."" Bobtail tractors are difficult to operate and drivers must exercise caution."
11841,"When testing ____, you should apply your vehicle's brakes with the hand control while moving the vehicle forward slowly.",,The Anti-Lock Braking System,The emergency braking system,The trailer service brakes,,C,"To test the trailer service brakes, you should first ensure that the braking system has a normal air pressure level, then release the parking brake. You should then move the vehicle forward slowly and apply the brakes with the hand control. If the trailer service brakes are working properly, you will feel the brakes activate."
11522,"If a trailer begins to jackknife, the driver:",,Should not apply the trailer hand brake.,Should firmly apply the brakes.,Can straighten the trailer with the parking brake.,,A,"If a trailer begins to jackknife, you should release the brakes and allow the trailer wheels to regain traction with the road. Do not apply the trailer hand brake to attempt to straighten out the rig because the application of brakes is what caused the wheels to lock in the first place."
11830,Pushing in the trailer air supply control will:,,Supply the trailer with air.,Deactivate the air brakes.,Prevent the vehicle from skidding.,,A,Push in the trailer air supply control to supply the trailer with air. Pull out the trailer air supply control to turn off the air supply and activate the emergency brakes.
9464,The best way to recognize that your trailer has started to skid is by:,,Seeing other drivers' faces.,Checking the trailer in your mirrors.,Feeling the trailer move.,,B,The easiest way to become aware that your trailer has begun to jackknife is to observe it in your mirrors. Checking your trailer in your mirrors will also allow you to spot any skidding at the earliest possible moment.
