id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
9447,Cargo with a high center of gravity:,,Can make a vehicle likely to tip over.,Is encouraged in inclement weather.,Is required on some roads.,,A,"Cargo with a high center of gravity makes a vehicle more likely to tip over than cargo with a low center of gravity. For this reason, it is important that the weight of cargo be distributed as low as possible."
8582,"If a tire fails, you should:",,Use the brakes.,Stay off the brakes.,Swerve.,,B,"Braking after a tire fails can result in a loss of control. Stay off your brakes, if possible, until your vehicle has slowed considerably."
8560,"When driving in winter, which of the following should receive extra attention in a pre-trip inspection?",,Coolant and antifreeze levels,The air conditioning unit,The oil pressure,,A,"When doing a pre-trip inspection during the winter, you should pay extra attention to the coolant level and amount of antifreeze; the defrosting and heating equipment; the wiper blades and windshield washer; the tires and tire chains; the lights and reflectors; the windows and mirrors; the hand holds, steps, and deck plates; the radiator shuttles and winterfront; and exhaust system."
8584,"When braking with ABS, you should:",,Pump the brake pedal.,Brake normally.,Brake harder than you would with a different braking system.,,B,"When braking a vehicle equipped with an Anti-Lock Braking System (ABS), you should not brake any differently than you would if driving a vehicle with a different braking system."
8583,"A truck tractor built after March 1, 1997 must be equipped with:",,An Anti-Lock Braking System (ABS).,A flag.,Hydraulic brakes.,,A,"Truck tractors with air brakes built on or after March 1, 1997 are required to be equipped with Anti-Lock Braking Systems (ABS)."
8514,A pre-trip inspection should include:,,A check of the engine oil level.,Removing coolant.,Washing the tire rims.,,A,"When examining the engine compartment during a pre-trip inspection, you should check the engine oil level, the radiator coolant level, and the condition of the hoses."
8521,Rough acceleration:,,Is a good way to stay awake on long trips.,Is distracting.,Can cause mechanical damage.,,C,"Rough acceleration can cause mechanical damage, so be sure to accelerate smoothly and gradually."
8547,"If you are being tailgated while driving a large vehicle, do all of the following, except:",,Reduce your speed gradually.,Increase your following distance.,Increase your speed.,,C,"If you find yourself being tailgated by another driver, you should increase your following distance and avoid making quick moves. Increasing your speed may only result in the other driver continuing to tailgate you at a higher speed. Do not turn on your taillights or flash your brake lights at the other driver."
9423,"If an unusual noise or feeling occurs in a vehicle while it is being driven, the driver should:",,Assume it is not a concern and continue driving.,Hope the vehicle does alright until it is switched to another driver.,Check the situation to determine the proper solution.,,C,"If you see, hear, smell, or feel anything while driving that does not feel right, you should have it checked out."
11376,"When driving, you should stop every ____ to take a break to avoid becoming too tired.",,Half hour,Two hours,Six hours,,B,"To reduce the risk of becoming fatigued on a long trip, you should stop to take a break at least once for every two hours or 100 miles driven."
9852,If asked by a law enforcement officer to take a test to determine your blood alcohol concentration (BAC):,,You can refuse to take the test without a penalty.,You can refuse taking the test but will be required to pay a $50 fine.,You will lose your CDL if you refuse to take the test.,,C,"Most states have an Implied Consent Law, which means that by driving a vehicle on the state's roads, you have agreed to undergo a drug or alcohol test if a police officer asks you to do so. If you refuse to submit to a test, you will lose your operating privileges. Make sure you are aware of the laws for every state in which you drive."
9933,Pre-trip inspections are:,,Recommended.,Needed only for trips longer than 100 miles in length.,Required by law.,,C,"Federal and state laws require drivers to inspect their vehicles before every trip, regardless of length."
11377,Which of the following is the best advice for driving in fog?,,Try not to drive in fog.,Use your high beam headlights.,Turn off your lights.,,A,"Driving in fog is always dangerous and should be avoided entirely if at all possible. If you must drive in fog, be sure to turn on your low beam headlights and fog lights, even during the daytime."
11371,"If you realize you may be running late to your destination, you should:",,Speed up.,Get upset.,Deal with it and drive at a safe speed.,,C,"To reduce the risk of developing aggressive driving behavior, you should take measures to manage your stress. One strategy to do this is to simply take a deep breath and accept your circumstances if you realize you will be late to your destination."
8565,"In hot weather, spots on the pavement where tar is bleeding:",,Are very slippery.,Offer the same amount of traction as the rest of the roadway.,Offer more traction than the rest of the roadway.,,A,"Tar in road pavement often rises to the surface of the road, or ""bleeds,"" in very hot weather. Watch for such areas because they can be very slippery."
9427,"If driving on a surface with poor traction, a driver should accelerate slowly:",,Because it is always good to accelerate slowly.,To keep from losing control of the vehicle.,So that they do not accelerate faster than the vehicle ahead.,,B,"To avoid a loss of control, you should accelerate slowly when driving in poor-traction conditions, such as rain or snow."
9910,An Individual Vehicle Distance Record (IVDR) does not need to include which of the following?,,The dates of a trip,The total distance traveled,The number of vehicles passed,,C,An Individual Vehicle Distance Record (IVDR) must include information about the distance traveled by a vehicle and the amount of fuel purchased. The required distance information includes the dates of a trip and the total distance traveled by the vehicle.
8592,"When trying to put out an electrical fire, you should:",,Use water.,Use a B:C extinguisher.,Use an X extinguisher.,,B,B:C fire extinguishers are designed to work on electrical fires and burning liquids. Don't pour water on an electrical fire.
9238,Wheels with welding repairs are:,,Safe to be used if the repairs were done by a professional.,Safe to be used if the repair seems solid.,Not safe to be used.,,C,Wheels or rims that have had welding repairs are not safe for use. They should be replaced before the vehicle is taken on the road.
9884,A poor balance of weight in a trailer:,,Can make handling unsafe.,Improves traction.,Increases fuel efficiency.,,A,"Poorly balanced weight in a trailer can make handling unsafe. For example, either too little or too much weight on the front axle can make a vehicle difficult to steer. Weight should be distributed evenly from front to back and from side to side. It should be distributed as low as possible."
9446,What is a tire load?,,The minimum safe weight a tire can carry,The maximum safe weight a tire can carry,The weight of a tire,,B,Tire load is defined as the maximum safe weight that a tire can carry at a specified pressure.
8605,Cargo being transported should be checked:,,Only before the trip.,Before the trip and again within the first 50 miles of the trip.,Only by the loading personnel.,,B,"Cargo should be inspected before beginning a trip, within the first 50 miles of the trip, and every three hours or 150 miles traveled thereafter. Cargo should be inspected every time the driver stops to take a break. The driver of a truck transporting cargo is responsible for the cargo being safely secured throughout the trip."
9272,"If driving through flowing water or a large puddle, you should:",,Increase your speed.,Gently apply the brakes.,Try to stop in the water.,,B,"It is best to avoid driving through large puddles or moving water. If there is no way to avoid driving through water, you should slow down, shift into a low gear, and gently apply the brakes. Pressing linings against the brake drums or discs will keep water, mud, silt, and sand from getting inside the brake mechanisms."
8635,"When operating a vehicle with a dual air brake system, the driver should:",,Let the vehicle warm up before driving to ensure that the fuel reaches the engine.,Let the air compressor build up a minimum of 100 psi pressure in the primary and secondary systems before driving.,Begin driving just after the vehicle starts.,,B,"Before driving a vehicle with a dual air brake system, allow time for the air compressor to build up a minimum of 100 psi pressure in both the primary and secondary systems. Watch the air pressure gauges to monitor the pressure levels."
11491,"When exiting a vehicle, it is important to maintain ____ with your vehicle at all times.",,Three points of contact,Four points of contact,Two points of contact,,A,"As you exit your vehicle during the basic vehicle control skills test, you must face the vehicle and maintain three points of contact at all times. If your testing vehicle is a bus, you must maintain contact with the handrail. Exiting the vehicle incorrectly may result in automatic failure of the basic control skills test."
8628,"To ensure normal stopping power, drivers of vehicles equipped with a front brake limiting valve should:",,Set the control to normal.,Set the control to the off position.,Set the control to the neutral position.,,A,"Some older vehicles have front brake limiting valves with ""normal"" and ""slippery"" settings. Setting a brake limiting valve to ""slippery"" reduces the vehicle's stopping power, so a driver should make sure the valve is in its ""normal"" position. Front wheel braking has proven to be effective in all driving conditions."
8571,"When driving on a long downhill slope, you should brake by:",,Only using the brakes.,Mostly using the brakes and occasionally downshifting.,Downshifting and then using the brakes.,,C,"When approaching a long downgrade, you should shift into a lower gear then use proper braking techniques. Using the brakes alone could cause them to overheat and fail. The braking power of the engine, which is maximized by being in a lower gear, will be the principal way of controlling your speed on a downgrade."
9433,"Of the following, which is the most slippery surface?",,Ice that is dry,Ice that is wet,Wet pavement,,B,Ice becomes wet when the weather is just warm enough to melt the ice slightly. Wet ice is much more slippery than ice that is not wet.
11296,Your horn should be used to:,,Tell other drivers that you are angry.,Warn other drivers that you are near.,Frighten other drivers.,,B,"Your vehicle's horn is a tool to warn others of your presence. Because the horn may create danger by startling other drivers, you should use it only if necessary."
9266,"If confronted by an aggressive driver, you should:",,Make eye contact to better communicate with them.,Ignore their gestures.,Not move out of their path of travel.,,B,"If confronted by an aggressive driver, it is most important to get out of their way, if possible. Do not make eye contact with the driver, as doing so could provoke them. Do not let them provoke you with their actions."
11675,"To inspect slack adjusters on S-cam brakes, you need to:",,Park on a hill and test the brakes.,Put on gloves and push in the slack adjusters.,Chock the wheels and disengage the parking brake.,,C,"Check each slack adjuster after parking on level ground, setting wheel chocks, and disengaging the parking brake. Pull the slack adjusters to make sure they do not move more than about one inch from where the push rod is attached. If they move more than one inch, they may be out of adjustment and will need to be fixed."
8541,"When driving on a wet road, you should reduce your speed by:",,About one-half.,About one-third.,About one-quarter.,,B,Reduce your speed when traveling on surfaces that provide reduced traction. Reduce your speed by about one-third when driving on a wet road.
11533,"Before driving a vehicle with air brakes, you should ensure that the ____ come on automatically when air pressure falls below 45 psi.",,Spring brakes,Parking brakes,Air brakes,,A,"Before driving a vehicle with air brakes, you should ensure that the spring brakes come on automatically when air tank pressure falls to a level between 20 and 45 psi. You can do this by chocking the wheels and releasing air from the braking system by stepping on and off the brake pedal. Once the pressure levels drop to an unsafe level, the parking brake valve should pop out and spring brakes should come on."
11325,"When leaving a vehicle unattended, a driver should:",,Always set the parking brake.,Only set the parking brake if the vehicle is parked on a slope.,Deflate the tires by 10 percent.,,A,Always apply the parking brake when leaving your vehicle unattended.
8585,How should you brake if your vehicle's ABS is not working?,,"Brake normally, as you will still have functioning brakes.",Pump the brake repeatedly.,Press the brake pedal down as hard as you can.,,A,"Without a working Anti-Lock Braking System (ABS), your vehicle will still have normal brake function. Continue to drive and brake as you normally would and have your ABS serviced as soon as possible."
9416,Rust around wheel nuts may mean:,,It has rained recently.,The nuts could be loose.,The tires should be replaced.,,B,Rust around wheel nuts may mean that they are loose. Check the tightness of the nuts if you see any rust in the area.
11882,"When an S-cam turns inside a brake drum, the S-cam:",,Presses the brake shoes against the inside of the brake drum.,Presses the brake shoes against the brake linings.,Presses the brake linings against the wheel axles.,,A,"When a brake pedal is pressed and the S-cam is turned, the S-cam presses the brake shoes against the inside of the brake drum. This causes friction and will cause the vehicle to slow."
8640,Having ABS on only one axle:,,Can be dangerous.,Still allows you additional control when braking.,"Slows the vehicle, but cannot stop it.",,B,"If you have an Anti-Lock Braking System (ABS) equipped on only the tractor, only the trailer, or only one axle, you will still have more control over the vehicle when braking than you would without ABS. You should brake normally."
11351,If you have more than one license:,,You likely won’t be caught.,You should not tell anyone.,You may get caught through the states' shared computer network.,,C,All states share driver information through a computerized database in order to prevent the issuance of multiple licenses to a single person. It is prohibited for a person to have more than one driver license.
8760,A wig wag is:,,A low pressure warning device.,A tube that carries air to the brakes.,A type of air brake system.,,A,Vehicles with air brakes are required to be equipped with a low pressure warning device. A wig wag is a type of low air pressure warning device. This device drops a mechanical arm into the driver's view if the pressure in the tanks drops to a level between 55 and 75 psi.
11891,"In a vehicle with dual air brakes, a leak in one system ____ the second system.",,Will always affect,May not affect,Is caused by,,B,"A dual air brake system is made up of two separate air brake systems. If there is an air leak in one system, it may not affect the other."
9448,"When loading a trailer, weight should be:",,Placed as high as possible.,Placed as low as possible.,Placed as far to the left as possible.,,B,"Cargo with a high center of gravity makes a vehicle more likely to tip over than cargo with a low center of gravity. For this reason, it is important that the weight of cargo be distributed as low as possible."
8534,When adjusting your mirrors before a trip:,,No part of your vehicle should be visible in any mirror.,Part of your vehicle should be visible in the mirrors.,More than half of each mirror should show the vehicle.,,B,"When properly adjusted, your mirrors should each display some part of your vehicle. Being able to see your own vehicle in your mirrors will give you a point of reference when judging the positions of other objects."
9878,Drivers trapped behind a slow-moving vehicle often:,,Follow the vehicle too closely.,Allow the vehicle plenty of space.,Are happy with the speed of travel.,,A,"It is common for drivers to tailgate slow-moving vehicles that cannot keep up with the speed of surrounding traffic. If you are being tailgated, allow the other driver to pass your vehicle."
8555,Texting while driving is especially dangerous because:,,It is both a mental and physical distraction.,A message may be upsetting to the driver.,People like to read and may become too engaged in their phones.,,A,"Texting while driving is particularly dangerous because it is both a mental and physical distraction to the driver. In addition to diverting a driver's mental attention away from the road, texting requires a person to remove at least one hand from the vehicle's controls."
11465,"During an applied leakage test, the maximum leakage rate for a double combination vehicle is:",,10 psi in a minute.,8 psi in a minute.,6 psi in a minute.,4 psi in a minute.,D,It is important to know the maximum air loss rate that is safe for your specific vehicle. A double combination vehicle should have a leakage rate no higher than 4 psi in a minute during an applied leakage test.
8631,"Truck tractors with air brakes built on or after March 1, 1997 must have:",,An Anti-Lock Braking System (ABS).,Bluetooth.,A GPS.,,A,"Truck tractors with air brakes built on or after March 1, 1997, and other vehicles with air brakes built on or after March 1, 1998, must be equipped with anti-lock brakes."
11498,"When completing an offset back/left parking maneuver, a driver should:",,"Pull straight forward, then back to the left.","Drive straight back, then pull forward to the left.","Pull straight forward, then drive straight back.",,A,"If you are asked to complete an offset back/left parking maneuver, you should first pull straight forward, then back up to the left. Your vehicle must be parked completely within the boundaries of the parking space."
9422,"As part of the vehicle inspection test, a CDL applicant may be asked to:",,Check the engine oil level.,Replace a tire.,Remove the alternator belt.,,A,"When checking the engine compartment during the vehicle inspection test, you will need to check the engine oil level."
8587,A danger of swerving to avoid a hazard while driving a large truck is that:,,The truck may miss the object.,The truck may flip over.,The truck may stay in the same lane.,,B,"While swerving can sometimes be the safest way to handle a hazard on the roadway, doing so is not without risk. Top-heavy vehicles and tractors with multiple trailers may flip over in a swerve."
11321,If the safety relief valve in the air brake system releases air:,,The compressor needs more air.,There is something wrong with the brakes.,You may continue driving.,,B,"An air brake system has a safety relief valve, which releases air from the tanks if the pressure gets too high. If the valve must operate, something in the system is wrong and should be addressed by a mechanic."
8626,Why should you regularly drain the air tanks?,,Because the air gets old and needs to be replaced,Because compressed air contains some water and the water collects in the tanks,To allow for a change in pressure,,B,"Compressed air usually contains a certain amount of moisture and compressor oil, which can build up in the air storage tanks and damage the brake system. The tanks should be drained to clean out these accumulations. On a tank with a manual drain valve, draining should be performed at the end of each day of driving."
8771,"When parking, you should not use the parking brake if:",,The brakes are very hot.,The brakes are very cold.,There is snow on the ground.,,A,"If your brakes are hot after coming down a steep grade, you should not use your parking brake when parking. Let your brakes cool before applying the parking brake or risk damaging the brakes."
9312,"When asked to make a lane change during the driving test, you should:",,"Make the change as soon as the examiner asks, without looking.",Use your turn signal and change lanes when safe.,"Make the lane change as quickly as possible, even if that means cutting off another driver.",,B,"You will be asked to change lanes during the on-road driving test. When the examiner asks you to do this, you should make the necessary traffic checks and use the proper signals before changing lanes."
11299,A cardboard box on the roadway:,,Should be expected to be on the roadway.,Is usually empty and harmless.,Could contain a heavy object that could damage vehicles.,,C,"Almost any foreign object on the road poses some potential danger. For example, even something as seemingly harmless as a cardboard box could contain a hard or heavy object that could damage your vehicle."
11290,"When inspecting the windshield before a trip, a person should do all the following, except:",,Remove and sharpen the wiper blades.,Check the windshield wipers for proper spring tension.,Check the wiper blades for damage.,,A,"When inspecting your windshield, you should look for cracks or other problems that could interfere with your ability to clearly see the road. The windshield wiper arms should be checked for proper spring tension. The wiper blades should be checked for damage, stiff rubber, and improper securement."
9236,"When inspecting your tires, you do not want to find:",,Tire tread that is 4/32 of an inch deep.,Valve stems without damage.,Mismatched tire sizes.,,C,There should be at least 4/32 of an inch of tread depth in every major groove on front tires and 2/32 of an inch on other tires. Valve stems should not be cut or cracked. Tire sizes should not be mismatched.
11699,"During a walk-around inspection, ensure there are no cracks on the brake drums that are more than ____ of the width of the friction area.",,One half,One quarter,One third,,A,"Before beginning a trip, it is important to check the brake drums during your walk-around inspection. It is unsafe to drive if any brake drum has a crack more than one half of the width of the friction area."
9584,"When accelerating on a surface with poor traction, such as a wet road, a driver should:",,Speed up quickly.,Speed up slowly.,Not be concerned about the pavement.,,B,You should accelerate very gradually when driving under conditions that create poor traction.
9228,If you are disqualified from driving:,,Your employer will be notified by the state.,You must notify your employer within two business days.,You must notify your employer within a month.,,B,"You must notify your employer within two business days if your license is suspended, revoked, or canceled, or if you are otherwise disqualified from driving."
11894,A ____ allows a driver to gradually apply spring brakes.,,Modulating control valve,Trailer air supply control,Relay valve,,A,"A modulating control valve allows a driver to gradually apply spring brakes. In equipped vehicles, the valve is controlled by a lever located on the dashboard."
11340,"During the driving test, when asked to make a lane change:",,You should not be concerned with other motorists.,You should use your turn signal and change lanes when safe.,"You should make the lane change as quickly as possible, even if that means cutting off another driver.",,B,"When asked to make a lane change during the on-road driving test, you should make the proper traffic checks, use your turn signal, and smoothly change lanes when it is safe to do so."
11713,A one-way check valve:,,Drains the water and compressor oil from the air tanks.,Prevents air from escaping if the air compressor has a leak.,Activates the emergency brakes when there is a leak.,,B,A one-way check valve is required to be between an air compressor and the first main reservoir. This valve prevents air from escaping the system if the air compressor develops a leak.
11342,"If you are taking the driving test and the route does not include a railroad crossing, you:",,Will not have to do anything related to a crossing.,May have to explain how you would cross railroad tracks.,Will have to take a different route.,,B,"During the on-road driving test, if your route does not include a railroad crossing, the examiner may ask you to explain and demonstrate the necessary procedures at a simulated location."
9568,"While driving, gauges are:",,Unreliable.,Unpredictable.,To be monitored for potential signs of trouble.,,C,"While driving, you should watch your vehicle's gauges for signs of trouble. Be sure to inspect your gauges before beginning a trip to ensure that they are in proper working order."
8603,Who is responsible for cargo that has been loaded onto a truck?,,The person who loaded the truck,The supervisor of the company,The truck driver,,C,"Even if they did not load or secure the cargo themselves, the driver of a vehicle is responsible for inspecting the cargo and ensuring that it is properly secured."
11364,A jogger wearing a stereo headset:,,Is probably aware of what is happening around them.,May not be aware of what is happening around them.,Can hear the sounds of traffic.,,B,"Be careful around pedestrians, joggers, and cyclists who are wearing headphones. They may be unable to hear your vehicle approaching and may do dangerous things because they do not know you are there."
8637,"If an air compressor is belt-driven, the belt should be routinely checked to ensure that it is:",,Thin.,Properly tightened.,Cracked.,,B,"If your vehicle has air brakes, the air compressor drive belt should be checked before each drive. Check the tightness of the belt and verify that it is in good condition."
8516,"When starting an engine, oil pressure should come up to a normal level:",,Within seconds.,Within five minutes.,After about three minutes.,,A,Look at your truck's gauges when starting the engine. The oil pressure in an engine should come up to a normal level within seconds of the vehicle's engine being started.
9286,"When transporting a load, the cargo should be inspected:",,Only at the beginning of a drive.,Only after driving a long distance.,After every break.,,C,"Cargo and its securing devices must be inspected before starting a trip. After beginning a trip, the driver should check the load and securing devices within the first 50 miles on the road, every three hours or 150 miles traveled, and after every break."
9891,Air storage tanks:,,Are not allowed on a vehicle.,Hold compressed air for the brakes.,Should be drained of excess air after every trip.,,B,"In an air brake system, the air storage tanks hold compressed air to be used by the brakes. The number and size of air tanks varies among vehicles."
11685,"During a static leakage test, the maximum leakage rate for a triple combination vehicle with air brakes is ____ in a minute.",,3 psi,5 psi,7 psi,,B,"When performing a static leakage test on a triple combination vehicle with air brakes, the leakage rate should be no more than 5 psi in one minute. If air leaks from the air brake system at a quicker rate, the vehicle should not be driven because something likely needs to be repaired."
8755,An air compressor governor controls:,,When the air compressor pumps air into the air storage tanks.,How fast air is pumped into the air storage tanks.,The temperature of the air pumped into the air storage tanks.,,A,"In an air brake system, the air compressor governor controls when the air compressor pumps air into the air storage tanks."
11893,"In a vehicle with dual parking control valves, a separate air tank can be used:",,To make the air brakes work more effectively.,To temporarily release the spring brakes.,To charge the brakes on the rear trailer.,,B,"In a vehicle with dual parking control valves, there is a separate air tank that can be used to temporarily release the spring brakes if they have been activated due to low air pressure. Pushing in the proper control will release the spring brakes for a short period of time, allowing the driver to move the vehicle in an emergency."
9596,"On a slippery surface, stopping distance:",,Is longer than on a regular driving surface.,Is not as long as on a regular driving surface.,Is about the same as on a regular driving surface.,,A,A vehicle's regular stopping distance increases on slippery surfaces because there is less available traction.
8549,If you are turning left at an intersection where there are two available turn lanes:,,It is best to use the right lane.,It doesn’t matter which lane you use.,It is best to use the left lane.,,A,"You may have to swing right to safely make a left turn. If there are two left turn lanes available at an intersection, you should always begin your turn in the rightmost lane."
11375,"If you are feeling tired and yawning a lot while you are driving, you should:",,Pull over and take a nap.,Get some coffee.,Drive faster.,,A,"If you begin to feel tired while driving, you should stop to get some sleep. Trying to push on to reach your destination while tired is dangerous. You should not rely on caffeine to keep you awake."
11697,A modulating control valve can control the:,,Spring brakes.,Landing gear.,Air brakes.,,A,"A modulating control valve allows a driver to gradually apply spring brakes. In equipped vehicles, the valve is controlled by a lever located on the dashboard."
9597,"When in heavy traffic, the safest driving speed is:",,Slower than the speed being driven by surrounding traffic.,The same speed being driven by surrounding traffic.,Faster than the speed being driven by surrounding traffic.,,B,"In heavy traffic, it is safest to travel at the same speed as other vehicles. If two vehicles continue to drive in the same direction at the same speed, they cannot hit each other."
11900,What do the two systems of a dual air brake system share?,,Hoses,An air compressor,Air tanks,,B,"Both systems in a dual air brake systems share a single air compressor. If the air compressor is damaged, neither system will be able to operate properly."
11379,Driving with a cargo of hanging meat in a trailer:,,Is discouraged during the summer months.,Can be problematic because animals are attracted to the smell of the meat.,Is challenging because the load has a high center of gravity.,,C,"An operator should drive with care when transporting a cargo of hanging meat. Such a load is unstable, both because it has a high center of gravity and because the swinging of the meat can affect the driver's handling of the vehicle."
11896,"In a dual air brake system, air pressure should build from 85 to 100 psi within ____ seconds.",,25,10,45,,C,"When inspecting a vehicle with a dual air brake system, you should wait for air pressure to build from 85 to 100 psi in both the primary and secondary systems. This should take about 45 seconds."
11671,Braking mechanisms are located ____ a brake drum.,,Outside,Inside,Next to,,B,Drum brakes are attached to the wheels and located on the axles of a vehicle. The braking mechanisms that cause the vehicle to stop can be found inside of a drum brake.
9942,Cargo should be covered:,,To protect people from spillage.,To hide the materials.,To make it more difficult to steal.,,A,"You should cover your cargo to protect people from the cargo if it spills, as well as to protect the cargo from the weather."
9591,Mirrors should be checked:,,Before every lane change.,"When changing lanes, but only when other vehicles are nearby.","When changing lanes, but only if it is dark outside.",,A,Always check for traffic in your mirrors before changing lanes. Frequent mirror checks should be a part of your normal scanning routine.
8491,"To apply for a CDL, an applicant must be at least:",,15 years old.,18 years old.,21 years old.,,B,"In Florida, you must be at least 18 years old to apply for a commercial driver license."
9430,"If you’re unfamiliar with the area in which you must back up, you should:",,Get out of your vehicle and walk around the area to become more familiar with it.,Not use both side mirrors because it can be distracting.,Wait for someone else to back up in the area so you can see how they do it.,,A,"Before backing up, you should get out of your vehicle and look at your line of travel. Check your clearance to the sides and overhead."
8609,Cargo should have one tie-down for every ____ of cargo.,,Five feet,10 feet,20 feet,,B,"Cargo should be restrained by at least one tie-down for every 10 feet of cargo. However, all cargo should have at least two tie-downs, no matter the size of the cargo."
8522,"When stopping a manual transmission vehicle, you should:",,Push the clutch in when the engine is close to idle.,Push the clutch out when the engine is close to idle.,Shift into neutral when the engine is close to idle.,,A,"When stopping, apply gradual pressure to the brake pedal and stop smoothly. If stopping a manual transmission vehicle, push the clutch in when the engine is close to idle."
9449,Poor weight balance:,,Improves handling.,Makes handling more difficult.,Increases a driver’s ability to steer.,,B,Poorly balanced loads can lead to unsafe handling. It is important to properly distribute the weight of cargo when loading a vehicle.
9245,One way to prevent hydroplaning on wet road surfaces is to:,,Ensure that your tires have good tread depth.,Under-inflate your tires.,Drive faster than usual.,,A,"When driving on a wet road surface, the risk of hydroplaning is increased if your tire pressure is too low or your tire tread is too worn. If you begin to hydroplane, release the accelerator and push in the clutch to slow down."
8568,What should you do if your vehicle gets stuck on railroad tracks?,,Stay in the vehicle.,Get out of the vehicle and call for assistance.,Continue trying to get your vehicle off the tracks until you are successful.,,B,"If your CMV gets stuck on railroad tracks, you should immediately leave the vehicle and get away from the tracks. Check the signposts or signal housing at the crossing for emergency contact information and call 911, or another appropriate emergency number."
11707,"If the low pressure warning signal activates while you are driving, you should:",,Continue driving normally.,Exit the road and park as soon as safely possible.,Stop where you are and park.,,B,"If the low pressure warning signal activates while you are driving, it is important that you safely exit the roadway as soon as possible and park your vehicle. If the air pressure gets too low, the brakes will no longer work well enough for you to stop safely."
8523,"If you must drive in reverse, using driver's side backing:",,Is always encouraged.,Is discouraged.,Is only recommended if it is raining.,,A,"If you must back up, it is safest to back toward the driver's side of the vehicle. This way, as the driver, you will have the best possible view of your path of travel."
9573,Regrooved tires are:,,Allowed only on the front of a bus.,Allowed only on the rear of a bus.,Not allowed anywhere on a bus.,,B,"Regrooved, recapped, or retreaded tires are not permitted to be used on the front of a bus."
9890,What do air brakes use to make the brakes work?,,Compressed air,Outside air,Non-compressed air,,A,Many large CMVs are equipped with air brakes. An air braking system uses compressed air to operate.
11356,"As part of the vehicle inspection test, you will be asked to:",,Explain what you would inspect and why.,Replace an electrical fuse.,Unload the trailer.,,A,"During the vehicle inspection test, you will be required to do a complete inspection of your vehicle. During this inspection, you must explain to the examiner what you are inspecting and why you are inspecting those items."
8590,"If there is a fire in your vehicle, you should not:",,"Park in an area away from buildings, trees, brush, and other vehicles.",Pull into a service station.,Notify emergency services of your problem and your location.,,B,"In the event of a vehicle fire, you should leave the road and stop in an open area. Do not pull into a service station as fuels at the service station could catch fire. Report the fire and your location to emergency services."
9441,Driving at night is:,,Safer than driving during the day.,Just as safe as driving during the day.,More dangerous than driving during the day.,,C,Driving at night is more dangerous than driving during the day because hazards become more difficult to see in the dark.
8572,"To avoid a hazard, you:",,Should always come to a complete stop.,May need to swerve your vehicle out of the way.,Should change lanes without looking.,,B,"Stopping is not always the best way to avoid a hazard. If there is not enough space for you to stop to avoid coming into contact with the hazard, swerving out of the way may be your safest option."
