id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
9285,A Class 1 hazardous material is:,,An explosive.,Radioactive.,Corrosive.,,A,"The first hazardous materials class includes explosives such as ammunition, dynamite, and fireworks."
8703,"When carrying Division 1.1, 1.2, or 1.3 explosives, your vehicle should not be:",,Parked within 300 feet of a bridge.,Parked within 40 feet of the road.,Driven in rain or snow.,,A,"Except when parking briefly to perform necessary functions for vehicle operation (such as refueling), never park a vehicle carrying Division 1.1, 1.2, or 1.3 explosives within 300 feet of a bridge, tunnel, or building. Never park such a vehicle within five feet of the traveled portion of the road."
9251,You are especially likely to encounter strong winds when:,,Coming out of tunnels.,Going into tunnels.,Driving on shoulders.,,A,Strong winds can make it difficult to keep a vehicle in its proper lane. Strong wind can be a particular problem when a vehicle is being driven out of a tunnel.
9951,If a spill occurs from a tank vehicle you are operating:,,You may have to pay for clean-up efforts.,You will be exempt from clean-up costs if the tank was loaded by another person or company.,You will be required to notify the local conservation department.,,A,"It is illegal to transport liquids or gases in a leaking tank. If you do drive a leaking tank, you may be liable for the costs of cleaning up the spilled material."
9433,"Of the following, which is the most slippery surface?",,Ice that is dry,Ice that is wet,Wet pavement,,B,Ice becomes wet when the weather is just warm enough to melt the ice slightly. Wet ice is much more slippery than ice that is not wet.
8926,"If transporting chlorine, what must be kept in the vehicle?",,A phone with emergency numbers programmed,An approved gas mask,A chemical suit,Directions for emergency personnel,B,A driver transporting chlorine in cargo tanks must keep an approved gas mask and an emergency kit in their vehicle.
8800,Accelerating roughly is:,,Encouraged at slow speeds.,Encouraged at all speeds.,"Discouraged, as it may cause damage to the vehicle.","Discouraged, as it may confuse other drivers.",C,"When accelerating, speed up smoothly and gradually so your vehicle does not jerk. Rough acceleration can cause mechanical damage."
10198,"When driving, it is important to:",,Keep your attention focused in front of your vehicle.,Look only to the front and right side of your vehicle.,Look only to the front and sides of your vehicle.,"Look to the front, sides, and rear of your vehicle.",D,"For safe driving, it is essential that you are aware of what is happening on all sides of your vehicle. In addition to watching the road ahead, you should frequently check your mirrors to monitor the road to the sides and to the rear of your vehicle."
10950,Drivers are usually the least alert:,,In the morning.,In the early evening.,Late at night.,In the afternoon.,C,"Drivers are usually less alert when driving at night, especially after midnight."
9549,"Due to the risk of liquid surge in tanks, you should:",,Accelerate slowly.,Accelerate quickly.,Swerve often.,Drive on the shoulder.,A,"Be aware of the risk of liquid surge when driving tanks transporting liquid cargo. To prevent the negative affects of surge on your driving, you should start, slow, and stop very smoothly."
9552,"When loading hazardous materials, you should do all of the following, except:",,Set the parking brake.,Load the materials away from heat.,Watch for signs of leakage.,Use a hook.,D,"When loading hazardous materials, do not use hooks or tools that could damage containers or other packaging."
9084,Driving too fast:,,Is a major cause of fatal crashes.,Can be a good way to get to your destination quickly.,Should only be done if the roadway is dry.,Is acceptable in light traffic.,A,Driving at excessive speeds is a major cause of fatal crashes. Never drive above the posted maximum speed limit and adjust your speed to fit conditions.
10099,"While driving a vehicle, if an unusual noise or feeling occurs, the driver should:",,Assume it is not a concern and continue driving.,Hope the vehicle makes it until it is switched to another driver.,Check the vehicle to determine the proper solutions.,Drive on the shoulder.,C,"If you see, hear, smell, or feel anything that could indicate trouble while you are driving, you should stop and inspect the source of the unusual occurrence."
11235,Belts in the engine compartment should be:,,Frayed.,Tight.,Greasy.,Easy to slide off.,B,"When inspecting your vehicle's engine, check the belts for tightness and excessive wear. The amount of ""give"" that is safe for each belt in a given engine will vary, so learn what is appropriate for your vehicle."
9357,If an Anti-Lock Braking System (ABS) is equipped on a trailer but not on a tractor:,,The truck should not be driven because ABS needs to be on both the tractor and trailer.,The truck should be driven more slowly than usual.,The tractor should not be used and a new tractor with ABS should be located.,The tractor and trailer can still be used together.,D,A vehicle being equipped with anti-lock brakes on only the tractor or only the trailer provides additional control during braking.
9517,Rough acceleration:,,Can damage a vehicle.,Is necessary to warm up parts of the engine.,Is encouraged to improve gas mileage.,Should be done on surfaces with poor traction.,A,Accelerate smoothly and gradually. Rough acceleration can cause mechanical damage.
11580,"If you are operating a vehicle built before 1998 and are unsure if the trailer has an Anti-Lock Braking System (ABS), you can:",,Check for wheel speed sensors coming from the back of the brakes.,Look for a red light on the front right corner of the converter dolly.,Pump the air brakes to activate the ABS.,Assume the vehicle has ABS.,A,"If you are operating a vehicle built before 1998 and are unsure if the trailer has an Anti-Lock Braking System (ABS), you can check under the trailer for wheel speed sensors coming from the back of the brakes."
9537,Fully-loaded rigs:,,Are less likely to roll over than empty rigs.,Are more likely to roll over than empty rigs.,Are just as likely to roll over as empty rigs.,Should not be driven.,B,"Because the weight of cargo gives them a higher center of gravity, fully-loaded rigs are 10 times more likely to roll over in a crash than empty rigs."
8894,A combination vehicle has:,,One air line.,Two air lines.,Three air lines.,Four air lines.,B,Combination vehicles have two air lines: a service line and an emergency line.
11588,"To test the trailer service brakes, you should:",,Move the vehicle forward slowly and apply the brakes with the brake pedal.,Reverse the vehicle slowly and apply the brakes with the hand control.,Reverse the vehicle slowly and apply the brakes with the brake pedal.,Move the vehicle forward slowly and apply the brakes with the hand control.,D,"To test the trailer service brakes, you should first ensure that the braking system has a normal air pressure level, then release the parking brake. You should then move the vehicle forward slowly and apply the brakes with the hand control. If the trailer service brakes are working properly, you will feel the brakes activate."
9643,A distracted driver:,,Usually reacts well to hazards.,Usually has slowed perception.,Is usually aware of what is happening around them.,Is a good person to follow.,B,"Driving while distracted may result in slowed perception, delayed decision-making, and improper actions. Watch for distracted drivers and avoid them, when possible."
9087,What can change the height of a vehicle?,,Color,Length,Weight,Number of windows,C,"The added weight of a heavy load will make a vehicle sit lower than usual. A vehicle will often be taller when carrying a light load than when carrying a heavy load. If your vehicle fits under an overpass while carrying a full load, it is not guaranteed that it will fit under the same overpass if it is empty."
11243,Why are roads especially slippery right after it begins to rain?,,The water mixes with oil and grease on the road.,Roads are naturally slippery.,Gravel often gets washed to the middle of the lane.,Tires are not usually designed to drive in rain.,A,"In rainy weather, roads are often at their most slippery when the rain first begins to fall. Fresh rainwater mixes with oil and grease on the road to form a slick film. As the rain continues, this mixture will eventually wash away."
9696,A stopped bus:,,Is not a cause for concern.,Is not a concern if passengers are not unloading.,Should not be on the roadway.,"Is a concern, whether passengers are visible or not.",D,"Always drive cautiously around a stopped bus. Passengers may cross in front of or behind it, and the bus may prevent them from seeing your vehicle."
9543,"When driving a tractor-trailer equipped with ABS, you should:",,Stop harder than you would otherwise.,Use extra braking force to ensure the ABS kicks in.,Brake as you normally would.,Brake using less pressure than you would otherwise use.,C,"When driving a tractor-trailer combination equipped with an Anti-Lock Braking System (ABS), you should brake in the same manner that you would in a vehicle without ABS."
10148,"If you are transporting explosives and your vehicle breaks down, you may notify other drivers:",,With flares.,With electric lights.,By standing on the roadway and waving your arms.,By keeping the driver's side door open.,B,"If your vehicle breaks down on the road while you are transporting explosive materials, you must warn other drivers. Put out warning signals like reflective triangles or electric lights if you are carrying Division 1.1, 1.2, or 1.3 explosives. Do the same if you are driving a tank used to transport Class 3 flammable liquids or Division 2.1 flammable gases, even if the tank is empty. If transporting flammable materials, do not use warning signals that could cause your cargo to catch fire."
8962,An improperly placarded vehicle can only be moved:,,To make room for other vehicles.,During an emergency.,If the vehicle will be traveling a distance shorter than 10 miles.,To wash the vehicle.,B,A vehicle must be properly placarded before it can be driven. A vehicle that does not display the proper placards may not be moved unless doing so is necessary to protect life or property in an emergency.
10100,"When transporting cargo, drivers must check the securement of the cargo every:",,10 miles.,150 miles.,500 miles.,"1,000 miles.",B,"The securement of cargo must be checked before beginning a trip, within the first 50 miles of a trip, and then again every three hours or 150 miles."
9505,Which of the following is not an indication of damaged brakes?,,Cracked drums,Shoes with oil or grease on them,Shoes worn thinly,Pads free of oil or grease,D,"Potential problems to check for when inspecting brakes include cracked drums; shoes or pads with oil, grease, or brake fluid on them; and shoes that are missing, broken, or worn dangerously thin."
11248,"When nearing a construction worker who is close to the road, you should:",,Increase your speed.,Decrease your speed.,Not drive in any lane.,Wait until the construction is complete before proceeding.,B,"When driving through work zones, you should make a particular point of reducing your speed when workers are on or near the road."
8978,"If transporting a package that contains radioactive materials, it is important to know that:",,Radiation will pass through to other packages.,The package should be placed in the cab.,The package should be loaded on its side.,The package should be made of wood.,A,Radiation will surround each package of radioactive materials and pass through to all nearby packages. The number of packages that can be loaded together is controlled.
9509,A pre-trip inspection:,,Should never be completed the same way two times in a row.,Should always be completed in the same order.,Should only be done if it is sunny outside.,Should not be done if the driver thinks the vehicle is in good operating order.,B,A pre-trip inspection should be completed in the same way before every drive. Consistency will help you learn all of the proper steps and decrease the likelihood that you will forget to check something.
9126,"When you are driving while drowsy, you should:",,Press on and try to finish the trip.,Take drugs to keep awake.,Stop and take a nap.,Stop for a coffee break.,C,"The only effective way to deal with drowsiness while driving is to stop and sleep. Caffeine or other stimulant drugs may help you stay awake, but they will not keep you alert. You will likely end up being even more tired when the artificial stimulants begin to wear off."
8979,"When traveling with Division 1.1, 1.2, or 1.3 explosives, the vehicle should not be:",,Parked within 300 feet of a bridge.,Parked within 40 feet of the road.,Parked for only short periods of time.,Parked on grass.,A,"Except when parking briefly to perform necessary functions for vehicle operation (such as refueling), never park a vehicle carrying Division 1.1, 1.2, or 1.3 explosives within 300 feet of a bridge, tunnel, or building. Never park such a vehicle within five feet of the traveled portion of a road. Such vehicles should be parked only briefly."
10133,"If you are unsure if there is enough space for your vehicle to safely travel under a bridge, you should:",,Speed up.,Swerve as you pass under the bridge.,Slow down.,Drive on the shoulder.,C,"If you aren't sure that you have space for your vehicle to safely fit underneath an overhead object, slow down and seek an alternate route if possible."
10481,Portable tanks:,,Cannot be removed from a vehicle.,Are not permanently attached to a vehicle.,Are permanently attached to a vehicle.,Should not be used.,B,"Cargo tanks remain on a vehicle at all times, regardless of whether or not they are carrying cargo. Portable tanks are bulk packaging and are not permanently attached to a vehicle."
11236,"If a truck is equipped, a trailer brake hand valve can be used to:",,Add fuel to the vehicle.,Prevent the vehicle from rolling back when being started from a stop.,Check the oil level.,Load cargo.,B,"If a tractor-trailer is so equipped, the trailer brake hand valve can be used to stop the vehicle from rolling back when being started from a stop."
8820,Hydroplaning:,,Only occurs at extremely high speeds.,Can occur at speeds as slow as 30 mph.,Happens most frequently when tire pressure is too high.,Happens most frequently when tires have good tread.,B,"If there is enough water on the road, hydroplaning can occur at speeds as low as 30 mph. It is most likely if the tires' air pressure is too low or if tires' tread is worn."
11598,"When driving a bobtail tractor, you should be aware that:",,Bobtails stop very easily.,Bobtails cannot drive as fast as tractors with semitrailers.,Bobtails are more difficult to stop than tractors with semitrailers.,Bobtails are illegal in most states.,C,"Bobtail tractors are tractors that are not attached to any semitrailers. When operating a bobtail, you should be aware that stopping can be difficult and that it will take a longer distance to bring the bobtail to a complete stop than it would a tractor attached to a loaded semitrailer."
8970,Emergency response information provided by the shipper must include:,,Any risks of fire or explosion.,Value of the materials.,Driver information.,How many people should respond in the event of an accident.,A,"At a minimum, emergency response information must include the basic descriptions and technical names of the materials being transported; immediate hazards to health; risks of fire or explosion; immediate precautions to be taken in the event of an accident or incident; immediate methods for handling fires; initial methods for handling spills or leaks in the absence of fires; and preliminary first aid measures."
9662,"On packages that are not large enough to hold a HazMat label, materials should be labeled:",,With a barcode.,With a tag.,With a piece of orange tape.,With a red checkmark.,B,"If a package of hazardous materials is not large enough to display the proper label, the label may be placed on a tag that is securely attached to the package."
8812,"When making a tight maneuver, you should:",,"Not use your mirrors, as they can be distracting.","Use your mirrors, but not too frequently.",Use your mirrors frequently.,Rely only on your mirrors.,C,Make a point of checking your mirrors often when making tight maneuvers.
11574,The emergency air line:,,Is controlled by the foot brake.,Is connected to the relay valves.,Supplies air to the trailer air tanks.,Prevents skids.,C,"The emergency air line (also known as the supply line) has two functions. The first is to supply air to the trailer air tanks on a combination vehicle, and the second is to control the emergency brakes."
10097,"During the vehicle inspection test, you will be asked to:",,Change a tire.,Explain to the examiner what you would inspect and why.,Estimate the weight of a load in a trailer.,Change a windshield wiper.,B,"During the CDL vehicle inspection test, you must be able to inspect your vehicle and explain to the examiner what you are inspecting and why."
10972,"If corrosive materials leak in the trailer, the trailer should be:",,Cleaned with acid.,Cleaned with water.,Left to air-dry without washing.,Cleaned with bleach.,B,Parts of a vehicle that have been exposed to a corrosive material must be thoroughly washed with water.
8912,Unbaffled tanks are also referred to as ____ tanks.,,Smooth bore,Continuous,Dynamic,Standard,A,"Unbaffled tanks are also often referred to as ""smooth bore tanks."""
8923,Hazardous materials should be loaded and unloaded:,,Away from heat sources.,"Near heat, if possible.",With sharp objects.,By being rolled.,A,Many hazardous materials become more dangerous when exposed to heat. Hazardous materials should be loaded and unloaded away from heat sources.
9113,"In an emergency situation, you should:",,Always respond by stopping.,Not always respond by stopping.,Never respond by swerving.,Always turn on your flashers to warn other drivers.,B,Stopping is not always the safest option when responding to an emergency while driving. It is usually safer to steer out of the way when attempting to avoid a crash.
8828,Texting while driving a CMV is:,,Acceptable if the text is work-related.,Acceptable if there are fewer than 10 words in the text message.,Encouraged because it is safer than talking on the phone.,Prohibited.,D,Texting while driving a commercial motor vehicle is both illegal and dangerous. Manually entering text into or reading text from any electronic device is considered texting.
9066,When checking your vehicle's lights before driving:,,The vehicle should be running and in gear.,The engine should be turned off.,The check can be done from inside the vehicle.,The check can be done by looking at a reflection from a shiny surface.,B,"To check your vehicle's lights before a trip, you should set the parking brake, turn off the engine, remove the key from the ignition, and take the key with you. Turn on your low beam headlights and four-way flashers. Get out of the vehicle to make sure the lights are working properly."
8837,"When driving down a steep grade, your brakes may fade. What happens if brakes fade?",,They become quieter.,They become less effective.,They work better than usual.,They work differently from front to back.,B,"If you use your brakes too much when traveling on a steep downgrade, they may overheat and become less effective. To avoid causing your brakes to overheat on a steep hill, you should rely on engine braking."
8939,A driver needs a CDL with a hazardous materials endorsement to transport hazardous materials in:,,A vehicle requiring a Class A license.,A vehicle requiring a Class B license.,A vehicle requiring a Class C license.,Any sized vehicle.,D,You must have a CDL with a hazardous materials endorsement to operate a vehicle of any size to transport hazardous materials.
11454,Trailers with low underneath clearance may be difficult to drive:,,On interstate highways.,Over railroad crossings.,On dirt roads.,At the posted speed limit.,B,"Railroad-highway crossings may be difficult to cross when pulling a trailer with a low underneath clearance. In particular, both low-slung units and single-axle tractors pulling long trailers are especially challenging to drive over raised crossings."
9518,The steering wheel should be:,,Held with both hands.,"Held by one hand to allow for other tasks, such as eating and drinking.","Held by one hand at a time, alternating between hands.",Cracked to allow for an improved grip.,A,"To maintain proper control of your vehicle, the steering wheel should be held firmly with both hands. Your hands should be positioned on opposite sides of the wheel."
9524,"If you are driving so slowly that you could impede other vehicles, you should:",,Stay in the left lane.,Drive with your emergency flashers activated.,Not use any lights.,Wave an arm out of your window.,B,"If you must drive slowly, you should use your emergency flashers to warn other drivers. Be sure that the use of emergency flashers is permitted by local laws."
9093,"If a tire fails while you are driving, you should:",,Brake as hard as possible.,Release the steering wheel.,Stay off the brakes and let the vehicle slow down.,Stop on the roadway.,C,"In the event of tire failure, hold the steering wheel firmly. Stay off the brakes and let the vehicle slow down on its own. Once the vehicle has slowed considerably, you should brake very gently, pull off the road, and stop."
8954,What should be done if the third column of the Hazardous Materials Table contains the word “Forbidden?”,,The indicated substance should not be transported.,The indicated substance should be transported by air.,The indicated substance should only be transported at night.,The indicated substance should be accompanied by a security guard.,A,"The third column of the Hazardous Materials Table lists items' hazard classes and divisions. Drivers should never transport a material that is marked by the word ""Forbidden."""
9647,"If an aggressive driver is involved in a crash on the road ahead of you, you should:",,Block the driver in with your vehicle.,Stop after the crash scene and report the driver’s aggressive behavior to the police.,Continue driving and mind your own business.,Pull over and yell at the driver.,B,"If you observe a crash involving an aggressive driver, you should stop a safe distance from the crash scene, wait for police to arrive, and inform them of the aggressive behavior you witnessed."
8907,"When checking a tank vehicle, it is most important to verify that:",,There are no leaks.,There is no frost on the windshield.,The paint is not cracking.,The tires are new.,A,"A tank vehicle has a number of items that must be checked during a pre-trip inspection. Refer to the operator's manual for your specific vehicle to ensure that you are checking the vehicle properly. When inspecting any tank vehicle, it is most important to verify that there are no leaks."
9516,"When you leave your vehicle, you should:",,Apply the parking brake.,Apply the air brake.,Not apply any brake.,Leave the door open.,A,Always apply the parking brake when leaving your vehicle.
11560,Using the trailer hand brake while experiencing a trailer jackknife will:,,Stop the skid.,Straighten the trailer.,Increase traction.,Continue the skid.,D,"If you are experiencing a trailer jackknife, you can help your tires regain traction by releasing the brakes. Using a trailer hand brake while experiencing a skid will only cause the skid to continue."
9274,To avoid a collision with a hazard on the roadway:,,You should always try to stop.,Swerving may be a safer option than stopping.,You should never swerve.,,B,Swerving out of the way of a hazard is sometimes safer than trying to stop before reaching the hazard. You can usually turn away from something more quickly than you can come to a complete stop.
10951,Which of the following is not a sign of a person being drowsy?,,Frequent blinking,Drifting from your lane,Feeling hungry,Yawning,C,"Driving drowsy is dangerous and should always be avoided. Warning signs of drowsiness include frequent blinking, your eyes closing or going out of focus by themselves, frequent yawning, and drifting between lanes."
8924,"When loading or unloading explosive materials, you should:",,Keep the engine running.,Turn off the engine.,Use sharp-pointed tools to open the packages.,Toss packages.,B,"Always turn off your vehicle's engine before loading or unloading explosive materials. Never drop, throw, or roll packages containing explosives."
9387,What happens when the wheels of a trailer lock up?,,The trailer will usually continue to move in a straight line.,The trailer will disengage.,The trailer will likely swing around.,The trailer will stop.,C,"A trailer tends to swing around, potentially resulting in a trailer jackknife, if its wheels lock up."
8799,"If the brakes “pull” to one side or the other when you use them, it's a sign that:",,The brakes are working properly.,The brakes need to be checked.,The brakes are new.,The brakes have too much stopping power.,B,"If your vehicle ""pulls"" to one side when braking, you may have brake trouble. If there is an issue with your brakes, you should fix the issue before driving. Operating an unsafe vehicle is against federal and state laws."
9639,A person working on a disabled vehicle on the shoulder of a road:,,Will likely pay attention to traffic on the road.,May be focused on the repair and not paying attention to roadway traffic.,Is exempt from traffic laws.,Should not be assisted.,B,"Be cautious when driving near people who are working on disabled vehicles. The task will likely consume their attention, so they may not be aware of traffic or other hazards on the road."
9150,Who is responsible for installing placards on a vehicle?,,The shipper,The carrier,The driver,The mechanic,C,"While shippers of hazardous materials are responsible for providing necessary placards, it is the driver's responsibility to actually place them on the vehicle."
11475,"If you must make a quick stop while transporting liquids, one safe option is to:",,Turn while braking.,Apply the emergency brake.,Apply the brakes with minimal pressure.,Use the stab braking method.,D,"If you must make a quick stop to avoid an accident while transporting liquid cargo, it may be a good idea to use the stab braking method. Remember that attempting to steer quickly while braking may cause your vehicle to tip over, especially if it has a high center of gravity."
8823,"If carrying a heavy load that is slowing you down, you should:",,Drive in the left lane.,Drive in the right lane.,Drive on the shoulder.,Keep the vehicle in second gear.,B,"The right lanes of a roadway are generally intended for vehicles traveling more slowly than surrounding traffic. If being slowed down by a heavy load, you should stay in the right lane."
11966,How many daily hours of sleep does an adult need to maintain alertness?,,Six to seven,Seven to eight,Eight to nine,Four to five,C,"Being properly rested is essential to the safe operation of a CMV. To maintain alertness, most people need eight to nine hours of sleep per night."
9125,Which of the following indicates drowsy driving?,,Eyes going out of focus by themselves,Having trouble keeping your head up,Drifting from lane to lane,All of the above,D,"Indicators of drowsiness while driving include your eyes closing or going out of focus by themselves, having trouble keeping your head up, and drifting between lanes."
10962,The best way to recognize that your trailer has begun to skid is by:,,Seeing other drivers' faces.,Seeing it in your mirrors.,Feeling it.,Listening to the radio.,B,The earliest and best way to recognize the beginnings of a trailer skid is by seeing the trailer veer off-course in your mirrors.
8836,"When approaching a railroad crossing, you should:",,Increase your speed to get across the tracks as quickly as possible.,Roll your window down to listen for a train.,Rely on traffic control signals.,Never try to outdrive an approaching train.,D,"Reduce your speed as you approach a railroad crossing. Remember that you will not necessarily be able to hear a train, and don't assume that signals will warn you of its approach. Never try to outdrive an approaching train at a railroad crossing."
9104,"When entering a foggy area, you should:",,Stop on the side of the roadway.,Pass other vehicles.,Slow down.,Use your high beam headlights.,C,"Always slow down before entering a foggy area. Use low beam headlights, avoid passing others, and avoid stopping on the side of the roadway. It is safest to completely avoid driving under foggy conditions, if possible."
9995,The maximum amount of play that is safe on a 20-inch steering wheel is:,,One-quarter of an inch.,Two inches.,10 inches.,,B,"A steering wheel with play of more than 10 degrees may be defective. On a 20-inch wheel, this is equal to about two inches of movement at the rim of the wheel."
8910,What do bulkheads do?,,Separate one large tank into several smaller tanks,Control the temperature of liquid in a tank,Determine how full a tank is,Provide extra storage in a tank,A,Bulkheads divide a large tank into multiple smaller tanks. A driver must pay special attention to weight distribution when driving a tank vehicle that has been separated by bulkheads.
9090,Most drivers are the least alert:,,In the morning.,In cold weather.,At night.,After work.,C,"Fatigue and lack of alertness are major hazards when driving at night. Most people are the least alert at night, especially after midnight."
10128,Stopping distance can be affected by:,,Speed.,Temperature.,Time of day.,Traffic.,A,"Stopping distance is affected by a vehicle's speed. The faster you are driving, the longer your stopping distance will become."
8783,Federal and state laws require:,,Drivers to regularly inspect their vehicles.,"Drivers to inspect their vehicles, but only if they believe there may be a problem.",Drivers to inspect their vehicles if planning to travel out-of-state.,"Drivers to inspect their vehicles, but only if they will be transporting hazardous materials.",A,Commercial drivers are required by federal and state laws to inspect their vehicles before every trip. Regular inspections can help drivers identify issues before they become dangerous and costly.
