section-num,section-name,question,options,correct-answer,note
2,"Traffic Signs, Signals, and Markings","At a railroad crossing with lowered gates and flashing lights, you should:","a: Drive around the gates if no train is visible.,b: Stop well behind the gates and wait until they lift.,c: Slow down and bypass the gates.",b,"Stop and wait for the gates to rise and tracks to clear, as driving around gates is illegal."
8,"General Driving Techniques and Emergencies","If your view is blocked at an intersection, you should:","a: Slow down and check both directions.,b: Keep your speed and look both ways.,c: Stop then inch forward to see clearly.",c,"Stop and inch forward to ensure a clear view of cross traffic before proceeding."
8,"General Driving Techniques and Emergencies","If you’re angry after an argument, you should:","a: Play loud music to distract from the anger.,b: Calm down before driving.,c: Drive on the highway to vent frustration.",b,"Take time to cool off, as anger can impair focus and lead to unsafe driving decisions."
1,"Adverse Weather and Visibility Conditions","If dust or smoke reduces visibility on the road, drive slower and use:","a: Emergency flashers.,b: Parking lights.,c: Headlights.",c,"Headlights improve visibility for you and others in low-visibility conditions like dust or smoke."
6,"Parking and Stopping","If parking in an unusual area, you should:","a: Turn on reverse lights.,b: Ensure your vehicle is visible from all directions.,c: Park five feet from the curb.",b,"Make your vehicle visible to approaching drivers to prevent collisions in non-standard parking areas."
3,"Impaired Driving","To pass behind a backing tractor-trailer, you should:","a: Pass quickly.,b: Wait until the truck stops backing.,c: Honk to alert the driver.",b,"Wait for the truck to stop, as the driver may not see you in their blind spot while backing."
1,"Adverse Weather and Visibility Conditions","To slow down on a slippery road, you should first:","a: Press the brakes firmly.,b: Remove your foot from the gas pedal.,c: Use the parking brake.",b,"Take your foot off the gas to slow down gradually, avoiding sudden braking that could cause skidding."
5,"Passing, Lane Changes, and Speed Management","When planning to pass another vehicle, you should:","a: Not expect the other driver to yield space.,b: Assume the other driver will yield if you signal.,c: Assume the other driver’s speed won’t change.",a,"Don’t rely on other drivers to make room; ensure the lane is clear before passing."
8,"General Driving Techniques and Emergencies","If you reach an intersection but aren’t in the correct lane to turn, you should:","a: Cut across traffic to turn.,b: Signal and turn from your current lane.,c: Proceed to the next intersection to turn.",c,"Go to the next intersection to turn from the proper lane, avoiding unsafe last-minute maneuvers."
2,"Traffic Signs, Signals, and Markings","If an edge line angles inward on a road, it indicates:","a: The speed limit is decreasing.,b: The road is narrowing.,c: The road is widening.",b,"An inward-angling edge line signals a narrowing road, requiring cautious merging."
2,"Traffic Signs, Signals, and Markings","When seeing orange construction signs on a freeway, you must:","a: Slow down due to a lane ending.,b: Prepare for workers and equipment.,c: Change lanes and keep your speed.",b,"Be ready for workers and equipment in work zones, reducing speed if necessary."
8,"General Driving Techniques and Emergencies","If you stop on the road at night, you should:","a: Turn off all lights.,b: Use only parking lights.,c: Use headlights only.,d: None",d,"Use emergency flashers and keep low beams on to ensure visibility to other drivers."
8,"General Driving Techniques and Emergencies","To turn left onto a one-way street, complete the turn into:","a: The right lane.,b: The lane nearest your previous lane.,c: Either lane.",b,"Turn into the lane closest to your original lane for proper positioning."
8,"General Driving Techniques and Emergencies","If your car breaks down on a highway, you should:","a: Stay in the car and wait.,b: Use hazard flashers to warn drivers.,c: Honk at passing vehicles.",b,"Activate hazard flashers and park off the road to alert others of your disabled vehicle."
8,"General Driving Techniques and Emergencies","If your car’s suspension is faulty, it can cause:","a: Vehicle control issues.,b: Squealing brakes.,c: Loose steering.",a,"Poor suspension leads to control problems, making the vehicle harder to handle."
8,"General Driving Techniques and Emergencies","If your vehicle starts to skid, you should:","a: Lift off the gas pedal.,b: Brake hard.,c: Turn off the engine.",a,"Release the gas pedal to regain balance and steer in the direction of the skid."
8,"General Driving Techniques and Emergencies","If your vehicle has a two-part seat belt, you should:","a: Use only the lap belt.,b: Use both lap and shoulder belts.,c: Use only the shoulder belt.",b,"Wear both belts for maximum protection, as using only one reduces safety."
1,"Adverse Weather and Visibility Conditions","If your vehicle loses traction on a wet road, you should:","a: Drive at a steady speed.,b: Brake firmly to stop sliding.,c: Slow down gradually without braking.",c,"Gradually slow down to regain traction, avoiding brakes to prevent hydroplaning."
6,"Parking and Stopping","In a disabled parking space without a disabled person, a driver:","a: May park in an emergency.,b: May stop in an emergency.,c: May stand in an emergency.",c,"Only standing is allowed in an emergency; parking or stopping is prohibited."
5,"Passing, Lane Changes, and Speed Management","Generally, pass vehicles traveling in the same direction:","a: On their right.,b: On their left.,c: Only with their signal.",b,"Pass on the left in the passing lane when safe and legal to do so."
3,"Impaired Driving","In New York, a BAC of ____ is evidence of intoxication:","a: 0.05 percent,b: 0.03 percent,c: 0.08 percent",c,"A BAC of 0.08 percent or higher legally indicates intoxication in New York."
8,"General Driving Techniques and Emergencies","In New York, who must wear seat belts in moving vehicles?","a: Only drivers,b: Only passengers,c: Drivers and all passengers",c,"All occupants must wear seat belts to comply with New York law."
5,"Passing, Lane Changes, and Speed Management","Passing is always prohibited when:","a: The vehicle ahead is turning left.,b: On a two-lane one-way street.,c: The vehicle ahead is stopped for a pedestrian.",c,"Never pass a vehicle stopped at a crosswalk, as pedestrians have priority."
8,"General Driving Techniques and Emergencies","Interstate driving demands:","a: Ability to drive safely at high speeds.,b: Constant alertness.,c: Both of these.",c,"Interstate driving requires high-speed capability and constant vigilance."
3,"Impaired Driving","Drowsiness, like alcohol, can:","a: Enhance driving skills.,b: Improve your mood.,c: Impair your judgment.",c,"Drowsiness slows reactions and impairs judgment, similar to alcohol."
8,"General Driving Techniques and Emergencies","Many crashes result from:","a: Driving too fast for conditions.,b: Regularly checking mirrors.,c: Yielding the right-of-way.",a,"Excessive speed for conditions is a leading cause of traffic crashes."
2,"Traffic Signs, Signals, and Markings","Minimum speed signs aim to:","a: Maintain smooth traffic flow.,b: Show local road conditions.,c: Test traffic signal needs.",a,"Minimum speed limits prevent slow driving that disrupts traffic flow."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","Bicycles used after dark must have:","a: Reflective handlebar grips.,b: A front headlight and red taillight.,c: White fender reflectors.",b,"A headlight and red taillight ensure visibility at night for safety."
1,"Adverse Weather and Visibility Conditions","Night driving is harder than daytime because:","a: Cars overheat more at night.,b: Visibility is reduced.,c: Rain is more likely at night.",b,"Reduced visibility at night requires slower speeds and proper headlights."
2,"Traffic Signs, Signals, and Markings","With a green arrow, you must:","a: Yield to vehicles bikes or pedestrians in the intersection.,b: Yield only to pedestrians.,c: Wait four seconds before moving.",a,"Yield to any traffic or pedestrians still in the intersection before turning."
2,"Traffic Signs, Signals, and Markings","On a multilane road, a dashed yellow line beside a solid yellow line means:","a: No passing in either direction.,b: Passing allowed in both directions.,c: Passing allowed only beside the dashed line.",c,"Only traffic next to the dashed line may pass, if safe."
5,"Passing, Lane Changes, and Speed Management","On a New York highway with no posted speed limit, the maximum speed is:","a: 50 mph.,b: 55 mph.,c: 60 mph.",b,"The default maximum speed is 55 mph unless otherwise posted."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","On a road without sidewalks, pedestrians should walk:","a: On the side with less traffic.,b: With the flow of traffic.,c: Facing oncoming traffic.",c,"Walk facing traffic to see and react to approaching vehicles."
3,"Impaired Driving","On average, the body clears alcohol from a 12-ounce beer in about:","a: One hour.,b: One day.,c: Five minutes.",a,"It takes about one hour to metabolize the alcohol in a 12-ounce beer."
3,"Impaired Driving","To avoid drowsiness on long trips, you should:","a: Turn on the radio.,b: Slow down.,c: Stop regularly for rest.",c,"Regular rest stops prevent fatigue and maintain alertness."
8,"General Driving Techniques and Emergencies","A defensive driving strategy is:","a: Focusing straight ahead.,b: Staying alert and scanning.,c: Expecting others to correct your mistakes.",b,"Constantly scan the road and surroundings to anticipate hazards."
3,"Impaired Driving","Only ____ reduces blood alcohol content (BAC) and alcohol’s effects:","a: Drinking caffeine,b: Eating fatty foods,c: Time",c,"Only time allows the body to eliminate alcohol and its effects."
8,"General Driving Techniques and Emergencies","People driving under the influence are:","a: Not an issue in New York.,b: Everyone’s problem.,c: Only a police issue.",b,"Impaired drivers endanger all road users, not just themselves."
2,"Traffic Signs, Signals, and Markings","Double solid yellow lines indicate:","a: Passing allowed in both directions.,b: Passing allowed only from your side.,c: No passing in either direction.",c,"Double solid yellow lines prohibit passing for both directions of traffic."
8,"General Driving Techniques and Emergencies","Seat belts are most effective when worn by:","a: Only the driver.,b: Passengers on long trips.,c: All vehicle occupants.",c,"All occupants benefit from seat belts, reducing injury risk in crashes."
8,"General Driving Techniques and Emergencies","Should you always drive slower than other traffic?","a: No slow driving can block traffic.,b: Yes it’s a defensive technique.,c: Yes it’s always safer.",a,"Driving too slowly can impede traffic flow and may result in a citation."
2,"Traffic Signs, Signals, and Markings","Orange-colored signs are:","a: Work zone signs.,b: Regulatory signs.,c: School zone signs.",a,"Orange signs with black symbols indicate work zones with workers or equipment."
8,"General Driving Techniques and Emergencies","Using a hand-held cell phone while driving is:","a: Safer than hands-free.,b: Allowed for teens only.,c: Illegal.",c,"Speaking or listening on a hand-held phone while driving is illegal in New York."
1,"Adverse Weather and Visibility Conditions","Sudden wind gusts on highways:","a: Affect only large vehicles.,b: Only reduce visibility.,c: Affect all vehicles.",c,"Strong winds can impact all vehicles, potentially moving them or reducing visibility."
5,"Passing, Lane Changes, and Speed Management","Tailgating other drivers:","a: Frustrates others and may cause anger.,b: Cannot lead to a citation.,c: Prevents being cut off.",a,"Tailgating can provoke aggressive driving and is unsafe, risking legal consequences."
8,"General Driving Techniques and Emergencies","Texting while driving is:","a: Legal but not advised.,b: Illegal.,c: Safe.",b,"Texting while driving is illegal in New York, with fines up to $450."
3,"Impaired Driving","The amount of alcohol in the blood is called:","a: Implied consent (IC).,b: Blood alcohol concentration (BAC).,c: Rate of alcohol consumption (RAC).",b,"BAC measures the percentage of alcohol in the blood, indicating impairment."
8,"General Driving Techniques and Emergencies","The space needed to cross traffic depends on:","a: Road weather and oncoming traffic.,b: A stop sign’s presence.,c: Your turn signal use.",a,"Road conditions, weather, and oncoming traffic determine safe crossing space."
1,"Adverse Weather and Visibility Conditions","The best way to avoid hydroplaning is to:","a: Maintain tire condition.,b: Slow down on wet roads.,c: Watch for puddles.",b,"Slowing down on wet roads reduces the risk of tires losing traction."
5,"Passing, Lane Changes, and Speed Management","If a vehicle behind you starts to pass, you should:","a: Keep your speed to maintain traffic flow.,b: Pull right and stop.,c: Slow down slightly and stay in your lane.",c,"Slightly reduce speed and stay in your lane to allow a safe pass."
2,"Traffic Signs, Signals, and Markings","If a broken yellow line is next to your lane on a road with one solid yellow line:","a: Passing is prohibited.,b: You may pass if no oncoming traffic.,c: Only right turns are allowed.",b,"A broken yellow line on your side allows passing if the road is clear."
2,"Traffic Signs, Signals, and Markings","A driver’s left arm extended downward signals:","a: A left turn.,b: A right turn.,c: A stop.",c,"An extended downward arm indicates the driver intends to stop."
2,"Traffic Signs, Signals, and Markings","A driver’s left arm extended upward signals:","a: A left turn.,b: A right turn.,c: A stop.",b,"An upward arm signals a right turn intention."
5,"Passing, Lane Changes, and Speed Management","The maximum posted speed limit should be driven:","a: At night.,b: During the day.,c: Under ideal conditions.",c,"Drive the posted limit only in ideal conditions, adjusting for weather or traffic."
1,"Adverse Weather and Visibility Conditions","The most effective crash safety restraints are:","a: Only a lap and shoulder belt.,b: Only an airbag.,c: Both a lap/shoulder belt and airbag.",c,"Belts and airbags together provide optimal protection in a crash."
8,"General Driving Techniques and Emergencies","To make a right turn, you should:","a: Signal slow and stay near the centerline.,b: Signal slow and stay near the right curb.,c: Approach near the right then move to the middle.",b,"Signal, slow, and stay close to the right curb for a safe right turn."
5,"Passing, Lane Changes, and Speed Management","The safest driving speed is:","a: The posted speed limit.,b: Below the posted limit.,c: Based on weather and road conditions.",c,"Adjust speed for conditions, as the posted limit may be unsafe in adverse weather."
5,"Passing, Lane Changes, and Speed Management","In two lanes moving your direction if many vehicles pass you on the right while in the left lane you should:","a: Stay in the left lane.,b: Move to the left shoulder.,c: Move to the right lane when safe.",c,"Move to the right lane to allow faster traffic to pass safely."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","If a pedestrian is crossing your lane without a crosswalk, you should:","a: Make eye contact and pass.,b: Slow down while passing.,c: Stop and let them cross.",c,"Yield to pedestrians crossing, even without a crosswalk, for their safety."
5,"Passing, Lane Changes, and Speed Management","To avoid blind spot collisions, you should:","a: Check your blind spot before changing lanes.,b: Adjust mirrors frequently.,c: Honk before turning.",a,"Glance over your shoulder to check blind spots before lane changes or turns."
1,"Adverse Weather and Visibility Conditions","To avoid glare from oncoming headlights, you should:","a: Look briefly to the right road edge.,b: Focus on the centerline.,c: Flash your high beams.",a,"Glance right to avoid glare while maintaining awareness of the road ahead."
8,"General Driving Techniques and Emergencies","To prevent crashes, you should:","a: Communicate with other road users.,b: Ignore other drivers.,c: Stick to side streets.",a,"Signal intentions to inform other drivers, reducing unexpected maneuvers."
1,"Adverse Weather and Visibility Conditions","In rain or fog, use:","a: Low beam headlights.,b: High beam headlights.,c: Parking lights.",a,"Low beams improve visibility and make you visible to others in adverse weather."
5,"Passing, Lane Changes, and Speed Management","To pass a slower vehicle on a two-lane, two-way road, you must:","a: Stay in your lane.,b: Flash lights at oncoming traffic.,c: Use the shoulder.,d: None",d,"Use the oncoming lane to pass only if safe and legal, not the shoulder."
8,"General Driving Techniques and Emergencies","To anticipate road hazards, you should:","a: Scan the entire road and roadsides.,b: Stare straight ahead.,c: Rest your foot on the brake.",a,"Continuously scan all directions to identify potential dangers early."
8,"General Driving Techniques and Emergencies","To avoid aggressive driving, you should:","a: Stay calm and focus on driving.,b: Drive above the speed limit.,c: Tailgate other drivers.",a,"Remain relaxed and drive within limits to prevent aggressive behavior."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When passing a bicycle, you should:","a: Honk to signal your approach.,b: Drive in the bike lane.,c: Slow down and give ample space.",c,"Slow down and provide space to avoid unsettling or endangering the cyclist."
8,"General Driving Techniques and Emergencies","To turn left from a multilane one-way street, start from:","a: The intersection’s middle.,b: The right lane.,c: The left lane.",c,"Begin left turns from the leftmost lane for proper alignment."
2,"Traffic Signs, Signals, and Markings","A solid red arrow at a traffic signal means:","a: It’s not used as a signal.,b: Stop like a red light.,c: Turn in the arrow’s direction.",b,"A red arrow requires a stop, similar to a circular red light."
8,"General Driving Techniques and Emergencies","Vehicle stopping distances do not depend on:","a: Your reaction time.,b: Time of day.,c: Brake condition.",b,"Stopping distance is unaffected by time of day, unlike reaction time or brakes."
1,"Adverse Weather and Visibility Conditions","Your car may hydroplane on wet roads at speeds as low as:","a: 45 mph.,b: 35 mph.,c: 40 mph.",b,"Hydroplaning can occur at 35 mph if tires lose traction on wet surfaces."
2,"Traffic Signs, Signals, and Markings","Highway exit distance signs are colored:","a: Yellow with black letters.,b: Green with white letters.,c: Red with white letters.",b,"Green signs with white letters indicate exit distances and destinations."
2,"Traffic Signs, Signals, and Markings","Warning signs for hazards are colored:","a: Black on white.,b: Black on yellow.,c: White on blue.",b,"Yellow signs with black symbols warn of upcoming road hazards."
2,"Traffic Signs, Signals, and Markings","A flashing yellow traffic light means:","a: Merging traffic.,b: Proceed cautiously.,c: Pedestrian crossing.",b,"Drive with caution, yielding to other traffic or pedestrians as needed."
2,"Traffic Signs, Signals, and Markings","A single dashed white line means:","a: Passing is always allowed.,b: Lanes move in opposite directions.,c: Passing is allowed if safe.",c,"Dashed white lines allow passing or lane changes when safe."
3,"Impaired Driving","Alcohol affects driving by:","a: Improving skills harming judgment.,b: Harming skills and judgment.,c: Having no effect.",b,"Alcohol impairs reaction time, vision, and judgment, reducing driving ability."
2,"Traffic Signs, Signals, and Markings","An orange sign indicates:","a: A no-passing zone.,b: A railroad crossing.,c: A work zone.",c,"Orange signs signal construction or maintenance work zones."
2,"Traffic Signs, Signals, and Markings","When a school bus’s red lights are flashing, you must:","a: Pass if no children are on the road.,b: Stop until the lights stop flashing.,c: Pass if facing the bus’s front.",b,"Stop at least 20 feet away until the lights stop and the stop arm is withdrawn."
3,"Impaired Driving","Drinking alcohol with medication can:","a: Reduce alcohol’s effect.,b: Help cure a cold.,c: Amplify the effects of both.",c,"Combining alcohol and drugs can intensify impairment, increasing risks."
3,"Impaired Driving","Refusing a chemical test in New York results in:","a: No evidence of drunk driving.,b: No arrest for drunk driving.,c: License suspension.",c,"Refusing a test leads to license suspension under New York’s Implied Consent Law."
8,"General Driving Techniques and Emergencies","An important step in turning is:","a: Checking traffic in all directions.,b: Speeding up.,c: Moving to the left lane.",a,"Check all directions to ensure it’s safe before making a turn."
7,"Railroad Crossings","At an unmarked railroad crossing, you should:","a: Stop completely.,b: Slow down and prepare to stop.,c: Not applicable as all crossings have signals.",b,"Slow down and be ready to stop if a train is approaching."
3,"Impaired Driving","The only way to lower your BAC is:","a: Drinking coffee.,b: Exercising.,c: Waiting for time to pass.",c,"Only time allows the body to metabolize and eliminate alcohol."
3,"Impaired Driving","Drugs that can impair driving include:","a: Allergy medicine.,b: Marijuana.,c: Cold remedies.,d: All of the above",d,"Prescription, over-the-counter, and illegal drugs can all impair driving ability."
2,"Traffic Signs, Signals, and Markings","A red octagon-shaped sign means:","a: Do not enter.,b: One-way.,c: Stop.",c,"An octagonal red sign always indicates a complete stop."
2,"Traffic Signs, Signals, and Markings","If you see a low shoulder sign, be concerned about:","a: Headlight misalignment.,b: Tire damage from the shoulder.,c: Hydroplaning on a wet shoulder.",c,"A low shoulder with water can cause hydroplaning if you drift off the road."
8,"General Driving Techniques and Emergencies","If your right wheels leave the pavement, you should:","a: Stop quickly.,b: Pull off the road completely.,c: Slow down and ease back onto the road.",c,"Slow down, steer parallel, and gently return to the road to maintain control."
8,"General Driving Techniques and Emergencies","When entering a roadway from a private road, you should:","a: Honk to warn other drivers.,b: Partially enter to signal your presence.,c: Yield to traffic and pedestrians.",c,"Yield to all traffic and pedestrians on the roadway for safety."
8,"General Driving Techniques and Emergencies","When a bicyclist makes a left turn, they may:","a: Use the left lane.,b: Cut through all lanes.,c: Wait on the roadside.",a,"Bicyclists can use the left lane to make a left turn, like other vehicles."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When a pedestrian with a white cane or guide dog crosses, you must:","a: Always yield the right-of-way.,b: Guide them where to cross.,c: Yield only at corners.",a,"Always yield to blind pedestrians using a cane or guide dog for their safety."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When a school bus is stopped to load/unload children, you must:","a: Stop until all children are off the bus.,b: Stop until the red lights stop flashing.,c: Pass slowly in another lane.",b,"Stop until the lights stop flashing and the stop arm is withdrawn, ensuring child safety."
2,"Traffic Signs, Signals, and Markings","At a flashing red traffic light, drivers should:","a: Proceed if no cross traffic.,b: Continue as they have right-of-way.,c: Treat it like a stop sign.",c,"A flashing red light requires a complete stop, like a stop sign, until safe to proceed."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When nearing a pedestrian with a white cane or guide dog, you should:","a: Stop until they’re clear of your path.,b: Honk while passing.,c: Drive around them carefully.",a,"Stop and wait until the pedestrian is well clear of your path for their safety."
2,"Traffic Signs, Signals, and Markings","At a steady yellow traffic light, drivers should:","a: Speed up to avoid a red light.,b: Continue with right-of-way.,c: Slow to a stop unless in the intersection.",c,"Stop unless already in the intersection, as a red light is imminent."
2,"Traffic Signs, Signals, and Markings","At a flashing yellow arrow, drivers:","a: Merge in the arrow’s direction.,b: Stop completely.,c: May turn left after yielding.",c,"Yield to oncoming traffic and pedestrians before making a left turn."
1,"Adverse Weather and Visibility Conditions","When braking on slippery surfaces, apply brakes:","a: Quickly.,b: Earlier than usual.,c: More abruptly.",b,"Apply brakes slowly and earlier to avoid locking wheels on slippery surfaces."
8,"General Driving Techniques and Emergencies","When changing lanes, you should:","a: Rely only on mirrors.,b: Signal while moving into the lane.,c: Signal at least 100 feet before.",c,"Signal 100 feet in advance and check blind spots to change lanes safely."
2,"Traffic Signs, Signals, and Markings","When two solid yellow lines divide traffic lanes:","a: You may pass from the left.,b: You may pass from the right.,c: Passing is prohibited in both directions.",c,"Double solid yellow lines prevent passing in either direction, except for permitted left turns into driveways."
8,"General Driving Techniques and Emergencies","While driving at night on a poorly lit street, you should:","a: Travel at a speed allowing you to stop within your headlight’s range.,b: Use high beams to see vehicles ahead better.,c: Keep dashboard lights bright for visibility.",a,"Drive slowly enough to stop within the area lit by your headlights to avoid unseen hazards."
8,"General Driving Techniques and Emergencies","When operating a vehicle at night, you should:","a: Always use high beam headlights.,b: Stare at oncoming vehicle headlights.,c: Extend your following distance.",c,"Increase following distance at night to allow more reaction time due to limited visibility."
8,"General Driving Techniques and Emergencies","When following another vehicle at night, you should:","a: Use low beam headlights.,b: Use high beams until 10 feet from the vehicle ahead.,c: Keep high beams on.",a,"Low beams prevent blinding the driver ahead when following closely at night."
8,"General Driving Techniques and Emergencies","Under normal driving conditions, when following another vehicle,  use the ____ rule.","a: Two-second,b: One-second,c: Half-second",a,"A two-second gap provides a safe stopping distance under ideal conditions."
8,"General Driving Techniques and Emergencies","In adverse weather, drivers should:","a: Speed up to reach their destination faster.,b: Reduce their following distance.,c: Increase their following distance.",c,"Extend following distance in bad weather to enhance reaction time for sudden stops."
1,"Adverse Weather and Visibility Conditions","In fog or mist, avoid using high beam headlights because:","a: Light reflects back impairing your vision.,b: Oncoming vehicles may not see you.,c: Vehicles behind may tailgate.",a,"High beams reflect off fog, creating glare that reduces your visibility."
1,"Adverse Weather and Visibility Conditions","When driving in fog, rain, or snow, you should use:","a: Low beam headlights.,b: High beam headlights.,c: Only fog lights.",a,"Low beams enhance visibility in adverse weather without causing glare."
1,"Adverse Weather and Visibility Conditions","When driving through fog, you should:","a: Reduce speed and use low beams.,b: Slow down and use high beams.,c: Flash lights to alert other drivers.",a,"Slowing down with low beams improves visibility and control in foggy conditions."
1,"Adverse Weather and Visibility Conditions","When driving in the rain, you must:","a: Use low beam headlights.,b: Use high beam headlights.,c: Use parking lights.",a,"Low beams are required in rain to improve visibility and ensure you’re seen."
8,"General Driving Techniques and Emergencies","When navigating traffic, it’s safest to:","a: Vary your speed to stay alert.,b: Drive faster than traffic flow.,c: Drive slower than traffic flow.",c,"Driving slightly slower than traffic allows better reaction time and reduces crash risk."
8,"General Driving Techniques and Emergencies","When near large trucks, drivers must account for:","a: Their longer stopping distance.,b: Their shorter stopping distance.,c: Their quieter operation.",a,"Large trucks need more distance to stop, requiring extra caution from others."
5,"Passing, Lane Changes, and Speed Management","When passing a recently stopped vehicle parked on the roadside, you should:","a: Assume the driver may open their door.,b: Accelerate quickly.,c: Brake hard.",a,"Anticipate a door opening to avoid a collision with a parked vehicle’s driver."
1,"Adverse Weather and Visibility Conditions","In low-visibility conditions like fog, you should:","a: Use high beam headlights.,b: Slow down and use low beams.,c: Speed up to avoid accidents.",b,"Slow down with low beams to maintain control and visibility in fog."
1,"Adverse Weather and Visibility Conditions","When driving on snowy or icy roads:","a: Using cruise control is safe.,b: Change speed and direction gradually.,c: Drive as in normal conditions.",b,"Gradual changes prevent skidding on slippery surfaces like snow or ice."
8,"General Driving Techniques and Emergencies","When joining an interstate highway, you should:","a: Stop check traffic and enter when safe.,b: Check traffic and slow to 25 mph before merging.,c: Check traffic match speed and merge when clear.",c,"Match traffic speed and merge into a clear gap for smooth entry."
2,"Traffic Signs, Signals, and Markings","When merging onto the interstate, find a traffic gap, match speed, signal, and:","a: Expect traffic to yield to you.,b: Carefully merge into the gap.,c: Wait for the lane to fully clear.",b,"Merge cautiously into the gap without assuming others will yield."
6,"Parking and Stopping","When pulling into traffic from a curb, you should:","a: Drive slower than traffic for 200 feet.,b: Wait for a gap to match traffic speed.,c: Enter after two vehicles pass.",b,"Wait for a large enough gap to accelerate to traffic speed safely."
8,"General Driving Techniques and Emergencies","When leaving an expressway, you should:","a: Speed up on the exit ramp.,b: Check the speed limit for the exit road.,c: Cut off other vehicles.",b,"Adjust speed based on the exit ramp’s posted limit for a safe exit."
2,"Traffic Signs, Signals, and Markings","When turning right on a green light, you must:","a: Keep your normal speed.,b: Stop and check for police.,c: Yield to pedestrians.",c,"Yield to pedestrians in crosswalks, even with a green light, for safety."
7,"Railroad Crossings","When is it legal to drive around or under a railroad crossing gate?","a: Never.,b: When you can see both directions clearly.,c: When warning lights are off.",a,"Driving around or under a railroad gate is always illegal and unsafe."
1,"Adverse Weather and Visibility Conditions","When an oncoming car’s headlights are blinding, you should:","a: Use high beams until they dim theirs.,b: Flash your lights to warn them.,c: Dim your lights and speed up to pass.",c,"Dim lights to reduce glare and pass quickly to regain clear vision."
5,"Passing, Lane Changes, and Speed Management","When merging onto a freeway, your speed should be:","a: At or near freeway traffic speed.,b: At the legal speed limit.,c: Slower than freeway traffic.",a,"Match freeway traffic speed to merge smoothly and avoid disruption."
6,"Parking and Stopping","When parallel parked, your vehicle should be within ____ of the curb.","a: One foot,b: Six inches,c: Three inches",a,"Park within one foot of the curb to leave space for other vehicles."
6,"Parking and Stopping","When parking uphill with a curb, set the parking brake and:","a: Keep rear tires against the curb.,b: Keep front tires straight.,c: Turn steering wheel away from the curb.",c,"Turn wheels away from the curb to prevent rolling into traffic."
6,"Parking and Stopping","When parking downhill on a two-way street:","a: Turn wheels to the right.,b: Turn wheels to the left.,c: Keep wheels straight.",a,"Turn wheels right toward the curb to secure the vehicle."
