section-num,section-name,question,options,correct-answer,note
6,Some Special Driving,To safely drive through a curve:,"a: Slow down entering, speed up exiting, b: Maintain constant speed, c: Speed up entering, slow down exiting",a,Slowing down when entering a curve and gradually accelerating when exiting maintains vehicle control.
8,Motor Vehicle Crashes,A leaking exhaust system can:,"a: Cause excessive oil consumption, b: Require an earlier vehicle tune-up, c: Cause drowsiness while driving",c,"A leaking exhaust system can allow toxic fumes, like carbon monoxide, to enter the vehicle, potentially causing drowsiness or serious health risks."
7,Alcohol and Drug Impact on the Driving Ability,Can you drink alcohol in a vehicle on a public highway?,"a: If you're not driving.,b: If in the back seat.,c: No, it is illegal.",c,"Consuming or possessing alcohol in a vehicle's passenger area on a public highway is illegal, regardless of location or vehicle status."
1,Right-of-Way,What must you do when approaching a stopped emergency vehicle with flashing lights?,"a: Change lanes or slow down.,b: Drive to the right and stop.,c: Continue at the same speed.",a,"Change lanes away from a stopped emergency vehicle or slow down if unable to move over, giving it space."
8,Motor Vehicle Crashes,"What should you do if the driver ahead is distracted, driving with one hand, and talking to a passenger?","a: Give them extra space.,b: Recognize their reduced safety margin.,c: Avoid copying their behavior.",a,"Allow extra space for a distracted driver, recognize their increased crash risk, and avoid mimicking their inattentiveness."
3,"Signaling, Passing, and Turning",You may pass another vehicle if the dividing line is:,"a: A broken white line, b: Double solid yellow, c: Solid yellow",a,"A broken white line allows passing when safe, as it separates traffic moving in the same direction."
1,Right-of-Way,"If a transit vehicle signals to re-enter the main road after a stop, you must:","a: Honk to alert them, b: Move to the left lane, c: Yield",c,"Drivers must yield to transit vehicles signaling to re-enter traffic, ensuring safe merging after passenger stops."
6,Some Special Driving,"If an oncoming vehicle with high beams approaches, you should look toward:","a: Either side of the road, b: The center of the road, c: The right side of the road",c,Looking toward the right side prevents blinding from high beams while maintaining enough visibility to stay on course.
6,Some Special Driving,"To combat 'Highway hypnosis', drivers should:","a: Scan the road actively, b: Stop every 100 miles, c: Limit driving to eight hours daily, d: All of the above",d,"Prevent highway hypnosis by scanning the road, stopping every 100 miles to stretch, and limiting daily driving to eight hours."
7,Alcohol and Drug Impact on the Driving Ability,Consuming which substances may impair driving and lead to a DUII arrest?,"a: Beer, wine, or liquor, b: Controlled substances like illegal drugs or prescriptions, c: Inhalants like glue or paint, d: All of the above",d,"Alcohol, controlled substances, and inhalants can impair driving ability, potentially leading to a DUII arrest."
6,Some Special Driving,What should you do when borrowing an unfamiliar vehicle?,"a: Assume all vehicles are similar.,b: Hide your unfamiliarity.,c: Check for defects before driving.",c,Familiarize yourself with the vehicle’s controls and correct any defects before driving to ensure safety.
6,Some Special Driving,How does driving at 60 mph affect your field of vision?,"a: Reduced to two-thirds of stationary vision.,b: Reduced to one-fifth of stationary vision.,c: Reduced to three-fifths of stationary vision.",b,"At 60 mph, your field of vision narrows to one-fifth of what it is when stationary, limiting your ability to see hazards."
1,Right-of-Way,When do you have the right-of-way when turning left?,"a: On a solid green light.,b: On a flashing yellow light.,c: On a green arrow pointing left.",c,"A green arrow pointing left grants the right-of-way for left turns, as oncoming traffic must stop."
6,Some Special Driving,What is a blind spot in driving?,"a: An area you can’t see without moving your head.,b: Directly behind your vehicle.,c: Visible in your rearview mirror.",a,"Blind spots are areas around your vehicle that you cannot see without turning your head, typically to the sides and rear."
3,"Signaling, Passing, and Turning",What must you do when turning or changing lanes?,"a: Always signal, even with no traffic.,b: Signal only if traffic is visible.,c: Signal only at night.",a,"Always signal your intentions when turning or changing lanes, regardless of visible traffic, to maintain safe driving habits."
7,Alcohol and Drug Impact on the Driving Ability,What helps someone sober up after drinking alcohol?,"a: Only time.,b: A cold shower.,c: Eating food.",a,"Only time allows the body to metabolize and eliminate alcohol, as methods like cold showers or eating do not accelerate sobriety."
9,Pedestrian Safety,Who must yield when a pedestrian is crossing without a traffic light?,"a: Whoever started moving last.,b: The driver.,c: Whoever is slower.",b,"Drivers must yield to pedestrians crossing at intersections without traffic lights, whether or not a crosswalk is present."
2,"Signals, Signs, and Markers",What must you do at an intersection with a flashing red light?,"a: Stop completely and proceed when clear.,b: Turn right or left as the road is blocked.,c: Stop and wait for a green light.",a,"A flashing red light requires a complete stop, proceeding only when the intersection is clear."
8,Motor Vehicle Crashes,Which commonly causes traffic accidents?,"a: Inattentive driving.,b: Excessive speed for conditions.,c: Following too closely.,d: All of the above",d,"Inattentive driving, excessive speed, and tailgating are major causes of accidents, especially rear-end collisions."
4,"Parking, Stopping, or Standing",When may you drive in an HOV lane?,"a: With two or more occupants.,b: If driving slower than traffic.,c: If driving faster than traffic.",a,"HOV lanes are reserved for vehicles with two or more occupants, marked by signs and diamond symbols."
1,Right-of-Way,What should you do when faced with an oncoming car and a bicyclist on a narrow road?,"a: Pull onto the shoulder.,b: Split the difference.,c: Let the car pass before passing the bike.",c,Wait for the oncoming car to pass before passing the bicyclist to avoid squeezing between hazards and ensure safety.
6,Some Special Driving,Which is not a factor in a vehicle’s stopping distance?,"a: Steering ability.,b: Braking distance.,c: Reaction distance.",a,"Stopping distance depends on perception time, reaction distance, and braking distance, not steering ability."
1,Right-of-Way,How should you merge into traffic on a crowded freeway?,"a: Check mirrors and blind spots.,b: Use the acceleration lane to match traffic speed.,c: Yield to freeway traffic.",c,"Use the acceleration lane to match freeway speed, check mirrors and blind spots, and yield to traffic already on the freeway."
6,Some Special Driving,What should you do when driving on an interstate?,"a: Stop on the shoulder if tired.,b: Always use cruise control.,c: Signal and check mirrors and blind spots before changing lanes.",c,"Before changing lanes on an interstate, signal, check mirrors, and look over your shoulder to ensure the lane is clear."
3,"Signaling, Passing, and Turning",You should always signal when:,"a: Changing lanes, b: Pulling into or out of a parking space, c: Entering traffic from an alley or parking area, d: All of the above",d,"Signaling for lane changes, parking maneuvers, or entering traffic communicates your intentions, helping prevent accidents."
2,"Signals, Signs, and Markers",What should you do at an unmarked railroad crossing?,"a: Always stop completely.,b: Slow down and be ready to stop.,c: All crossings have signals, so this doesn’t apply.",b,"At an unmarked railroad crossing, drivers should slow down, check for trains in both directions, and be prepared to stop if a train is approaching."
4,"Parking, Stopping, or Standing",You should not park within ____ of a traffic control signal.,"a: 50 feet, b: 30 feet, c: 35 feet",b,Parking within 30 feet of a traffic signal is prohibited to maintain visibility and safety.
2,"Signals, Signs, and Markers",What does a stop sign indicate?,"a: Slow down and prepare to stop if vehicles approach.,b: Come to a complete stop and proceed when safe.,c: Image of a stop sign.",b,"A stop sign requires a full stop, yielding the right-of-way to other vehicles and pedestrians at the intersection, proceeding only when it is safe."
2,"Signals, Signs, and Markers",What should you do at an intersection with a solid yellow light?,"a: Treat it as a caution and proceed.,b: Stop immediately.,c: Stop unless too close to stop safely.",c,"Slow to a stop if safe, but proceed carefully if already in the intersection when the light turns yellow."
8,Motor Vehicle Crashes,What should you do if involved in a collision?,"a: Move the injured far from the road.,b: Avoid moving the injured unless necessary.,c: Insist the injured are fine without medical help.",b,"Avoid moving injured persons unless absolutely necessary to prevent worsening injuries, keeping them stable until help arrives."
10,Bicycle Laws and Safety,What should you do before backing out of a driveway with children nearby?,"a: Rev your engine to warn them.,b: Sound your horn.,c: Check behind your car.",c,Walk behind your vehicle to ensure no children or obstacles are present before backing out of a driveway.
2,"Signals, Signs, and Markers",A diamond-shaped sign:,"a: Signals potential or existing road hazards, b: Indicates school zones, c: Marks public recreation areas",a,"Diamond-shaped signs, usually yellow or orange, warn drivers of potential or existing hazards like sharp curves or road obstacles."
9,Pedestrian Safety,After stopping for a school bus unloading children:,"a: Wait for children to wave, b: Watch for children along the road, c: Accelerate quickly",b,"After stopping for a school bus with active signals, watch for children walking along or crossing the road to ensure their safety."
4,"Parking, Stopping, or Standing",Where may you deposit litter while on the roadway?,"a: In designated litter barrels.,b: In the median.,c: In ditches.",a,"Litter may only be disposed of in designated litter barrels, often found at rest areas or marked by signs."
1,Right-of-Way,When being tailgated:,"a: Move to the right if possible, b: Slow down gradually when clear to encourage passing, c: Avoid abrupt slowing, d: All of the above",d,"Moving right, slowing gradually when safe, and avoiding sudden stops encourage a tailgater to pass safely."
2,"Signals, Signs, and Markers",A flashing red traffic signal is equivalent to:,"a: A slow sign, b: A yield sign, c: A stop sign",c,"A flashing red signal mandates a full stop, like a stop sign, requiring drivers to yield to other traffic before proceeding."
4,"Parking, Stopping, or Standing",What should you do when leaving a parking space?,"a: Check for children and obstacles.,b: Signal to other drivers.,c: Check your mirrors.",c,"Before leaving a parking space, check mirrors, signal your intent, and ensure no children or obstacles are in your path."
6,Some Special Driving,Driving while distracted by any activity:,"a: Is never hazardous, b: Slows reaction to hazards, c: Causes faster driving",b,"Distractions slow a driver’s reaction to road hazards, significantly increasing the risk of crashes."
2,"Signals, Signs, and Markers",What does a broken yellow line on a two-lane road indicate?,"a: You’re on a two-way road.,b: You’re on a one-way road.,c: The road is under repair.",a,"A broken yellow line separates traffic moving in opposite directions on a two-way road, allowing passing when safe."
1,Right-of-Way,"When completing a left turn from a two-way street onto a one-way street, your car should end in:","a: The right lane, b: The center of the street, c: The left lane",c,Finish a left turn in the leftmost lane of a one-way street to align with traffic flow.
5,Speed and Speed Limits,What should you do when driving on slippery roads?,"a: Use alternate routes.,b: Drive as on dry roads.,c: Increase your following distance.",c,"Increase your following distance on slippery roads to allow more time to stop, as traction is reduced."
1,Right-of-Way,"When hearing a siren behind you on the road, you should:","a: Stop where you are, b: Pull over to the right and stop, c: Speed up to clear the way",b,Pull over to the right and stop to allow the emergency vehicle to pass safely.
3,"Signaling, Passing, and Turning","On a multilane highway, to move from the right lane to the left, you should:","a: Check rearview mirror for traffic behind, b: Check left shoulder for blind spot, c: Check side mirror and signal, d: All of the above",d,"Check mirrors, signal, and look over your left shoulder to confirm the left lane is clear before changing lanes."
4,"Parking, Stopping, or Standing",Can you park on a freeway shoulder?,"a: With four-way flashers on.,b: Only in emergencies.,c: To check a map.",b,Parking on a freeway shoulder is prohibited except in emergencies to maintain traffic flow and safety.
6,Some Special Driving,What should you do if your vehicle’s right wheels leave the pavement?,"a: Stop abruptly.,b: Pull fully off the road and return when safe.,c: Accelerate and steer back quickly.",b,"If your wheels leave the pavement, slow down, steer parallel to the road, and ease back onto the pavement when safe to avoid losing control."
1,Right-of-Way,"When turning onto a one-way street, what should you do?","a: Turn into the right lane.,b: Turn into the left lane.,c: Turn into the lane that interferes least with traffic.",c,Enter the lane that minimizes interference with traffic when turning onto a one-way street for safe integration.
2,"Signals, Signs, and Markers",When must you stop at an intersection?,"a: At a flashing red light.,b: At a steady yellow light.,c: At a yellow arrow.",a,"A flashing red light requires a complete stop, equivalent to a stop sign, before proceeding when clear."
6,Some Special Driving,What should you do if your power steering fails while driving?,"a: Honk and turn off the ignition.,b: Turn on hazard lights and brace, c: Steer harder, reduce speed, and stop safely",c,"Increased steering effort, reduced speed, and pulling off to a safe area are necessary when power steering fails."
9,Pedestrian Safety,"Before entering a roundabout, you must slow down and yield to:","a: Vehicles in the roundabout, b: Bicyclists in the roundabout, c: Pedestrians in the roundabout, d: All of the above",d,"Roundabouts require yielding to all traffic already within, including vehicles, bicyclists, and pedestrians, to avoid collisions."
2,"Signals, Signs, and Markers","Coming to a full stop at an intersection, yielding to traffic/pedestrians, and proceeding when clear corresponds to:","a: A solid red light, b: A flashing yellow light, c: A solid green light",a,"A flashing red light requires a full stop, yielding to traffic and pedestrians, and proceeding only when safe, like a stop sign."
7,Alcohol and Drug Impact on the Driving Ability,A telltale sign of an intoxicated driver is:,"a: Weaving between lanes, b: Driving slower than traffic flow, c: Making abrupt stops, d: All of the above",d,"Drunk drivers often exhibit weaving, driving slower than traffic, or making sudden stops, all of which indicate impaired control and judgment."
1,Right-of-Way,What should you do when a traffic light turns green?,"a: Yield to pedestrians still in the intersection.,b: Accelerate quickly.,c: Back up slowly.",a,"A green light allows you to proceed, but you must yield to pedestrians and vehicles still in the intersection for safety."
7,Alcohol and Drug Impact on the Driving Ability,Blood alcohol content (BAC is influenced by all except:,"a: Body weight, b: Amount of alcohol consumed, c: Time between drinks",c,"BAC is determined by alcohol consumed, time between drinks, and body weight, not by beverage type or physical fitness."
1,Right-of-Way,Which vehicle must yield when two vehicles enter an intersection simultaneously from different roads?,"a: Either vehicle.,b: The vehicle on the left.,c: The vehicle on the right.",b,The vehicle on the left must yield to the vehicle on the right at an uncontrolled intersection when arriving simultaneously.
1,Right-of-Way,A driver entering public traffic from a driveway or private road:,"a: Has the right-of-way, b: Must yield to drivers on the public road, c: Can force their way into traffic",b,"Drivers entering from a driveway or private road must yield to vehicles and pedestrians on the public road, ensuring safe merging."
1,Right-of-Way,What should you do when preparing to turn left?,"a: Slow down and check your rearview mirror.,b: Move into the left lane.,c: Watch for oncoming vehicles and pedestrians.",c,"Signal early, move to the left lane, slow down, check your mirror, and yield to oncoming traffic and pedestrians before turning left."
6,Some Special Driving,"If you notice a vehicle defect affecting safety, you should:","a: Correct it as soon as possible, b: Fix it when affordable, c: Drive slower",a,Correct safety-related defects immediately to prevent hazardous operation of the vehicle.
2,"Signals, Signs, and Markers",When may you cross solid yellow lines?,"a: To pass traffic in the same direction.,b: Only when making a left turn.,c: At any time.",b,"Solid yellow lines may be crossed only when making a turn, not for passing or at any time."
2,"Signals, Signs, and Markers",When may you cross double solid yellow lines?,"a: To pass a slow truck.,b: To turn into a driveway.,c: To pass another car.",b,"Double solid yellow lines may only be crossed to turn left into or from a driveway, enter/exit a highway, or make a permitted U-turn."
1,Right-of-Way,What should you do when wanting to turn left at an intersection with heavy oncoming traffic?,"a: Use the next intersection.,b: Wait at the crosswalk.,c: Wait in the intersection’s center.",c,"Wait in the intersection with a green light, keeping wheels straight, until oncoming traffic clears for a safe left turn."
6,Some Special Driving,"If a tire blows out while driving, you should:","a: Brake hard immediately, b: Steer straight and slow gradually, c: Maintain speed and steer straight",b,"Holding the steering wheel firmly, easing off the gas, and braking gently after regaining control prevents loss of control during a tire blowout."
2,"Signals, Signs, and Markers",What should you do when nearing a railroad crossing warning sign?,"a: Drive faster than the train.,b: Be ready to stop if a train is near.,c: Find a way around lowered gates.",b,"Railroad crossing warning signs indicate potential train activity, so drivers should slow down and be prepared to stop if a train is nearby."
9,Pedestrian Safety,"If a pedestrian hybrid beacon flashes yellow, it means:","a: Proceed with caution, b: Slow down and prepare to stop, c: Stop completely",b,A flashing yellow pedestrian hybrid beacon signals drivers to slow down and be ready to stop for pedestrians.
3,"Signaling, Passing, and Turning",What must you do before changing lanes?,"a: Signal your intent early.,b: Check your blind spot.,c: Ensure the lane is clear.",c,"Signal early, check mirrors, and look over your shoulder to confirm the lane is clear before changing lanes."
7,Alcohol and Drug Impact on the Driving Ability,"To avoid alcohol-related crash risks, you should:","a: Decide not to drive before drinking, b: Say “No thanks, I’m driving,” c: Call a taxi, d: All of the above",d,"Planning not to drive, refusing drinks, and using alternative transportation eliminate alcohol-related crash risks."
1,Right-of-Way,"When two vehicles enter an intersection from different roads at the same time, which must yield?","a: Either vehicle, b: The vehicle on the left, c: The vehicle on the right",b,The vehicle on the left must yield to the vehicle on the right at an intersection to prevent collisions.
1,Right-of-Way,What should you do when an emergency vehicle with sirens or lights approaches?,"a: Pull to the right and stop.,b: Pull to the right and slow down.,c: Pull to the right and use four-way flashers.",a,"When an emergency vehicle with sirens or lights approaches, immediately pull to the right and stop to yield the right-of-way."
5,Speed and Speed Limits,What should you remember when driving on wet pavement?,"a: Pavement is slickest just after rain starts.,b: Wet roads can cause hydroplaning.,c: Allow extra space when stopping.",c,"Wet pavement, especially after rain begins, is slippery due to oil and water, increasing hydroplaning risk and requiring extra stopping space."
2,"Signals, Signs, and Markers",Can you drive around or under a railroad crossing gate being raised or lowered?,"a: If the train isn't too close.,b: No, you must stop.,c: If you look both ways.",b,Stop for a moving gate and cross only when lights and bells stop and the gate is fully raised.
