id,question,image,option_a,option_b,option_c,option_d,correct_answer,explanation
9876,"When driving in fog, you should:",,Slow down.,Speed up.,Drive on the shoulder.,,A,"It is best not to avoid driving in fog. However, if you must drive under foggy conditions, be sure to decrease your speed."
8552,Talking on a cell phone while driving removes about ____ of a person's focus from the task of driving.,,10 percent,39 percent,82 percent,,B,Distracted driving is always dangerous. Talking on a cell phone takes away about 39 percent of a person's mental energy that would otherwise be devoted to driving.
8636,What must be on all air tanks with air-braked vehicles?,,A check valve,A lock,A trap door,,A,All air tanks on air-braked vehicles must have a check valve located between the air compressor and the first reservoir. The valve allows air to flow in only one direction and helps keep air from leaving the air compressor if the compressor develops a leak.
9593,"When changing lanes, turn signals:",,Should not be used.,Should only be used if a vehicle is close to you.,Should be used each time.,,C,Always signal your intentions before turning or changing lanes. Do not assume that other drivers will move out of your way simply because you are signaling to turn.
8585,How should you brake if your vehicle's ABS is not working?,,"Brake normally, as you will still have functioning brakes.",Pump the brake repeatedly.,Press the brake pedal down as hard as you can.,,A,"Without a working Anti-Lock Braking System (ABS), your vehicle will still have normal brake function. Continue to drive and brake as you normally would and have your ABS serviced as soon as possible."
11883,"During an inspection, slack adjusters on S-cam brakes should not move more than:",,One foot.,One centimeter.,One inch.,,C,"Check each slack adjuster after parking on level ground, setting wheel chocks, and disengaging the parking brake. Pull the slack adjusters to make sure they do not move more than about one inch from where the push rod is attached. If they move more than one inch, they may be out of adjustment and will need to be fixed."
9578,"When starting your vehicle, the coolant temperature should:",,Not change.,Increase gradually.,Quickly jump from low to high.,,B,"Watch the gauges in your vehicle before starting a trip. After starting your vehicle's engine, the coolant temperature should begin a gradual rise to the normal operating range."
11320,Some air brake systems introduce alcohol into the system to:,,Make the brakes work without squeaking.,Prevent ice from forming in the brake system.,Prevent people from breathing the air from the system.,,B,Some air brake systems contain an alcohol evaporator. An evaporator introduces alcohol into the system to help inhibit the formation of ice in cold weather.
11342,"If you are taking the driving test and the route does not include a railroad crossing, you:",,Will not have to do anything related to a crossing.,May have to explain how you would cross railroad tracks.,Will have to take a different route.,,B,"During the on-road driving test, if your route does not include a railroad crossing, the examiner may ask you to explain and demonstrate the necessary procedures at a simulated location."
9420,Always perform the steps of a pre-trip inspection in the same order each time because:,,You will be less likely to forget something.,You will have more time to complete the inspection.,It is required by law.,,A,"Completing the steps of a vehicle inspection in the same order before every trip aids in learning what the proper steps are. Additionally, you be less likely to forget a step when going through the checklist in a prescribed order."
8582,"If a tire fails, you should:",,Use the brakes.,Stay off the brakes.,Swerve.,,B,"Braking after a tire fails can result in a loss of control. Stay off your brakes, if possible, until your vehicle has slowed considerably."
11465,"During an applied leakage test, the maximum leakage rate for a double combination vehicle is:",,10 psi in a minute.,8 psi in a minute.,6 psi in a minute.,4 psi in a minute.,D,It is important to know the maximum air loss rate that is safe for your specific vehicle. A double combination vehicle should have a leakage rate no higher than 4 psi in a minute during an applied leakage test.
11338,"During the driving test, the examiner will be scoring you on:",,Attitude.,How quickly you arrive to your destination.,Your general driving behavior.,,C,"During the on-road driving test, the examiner will be scoring you on specific driving maneuvers, as well as your general driving behavior."
9276,"If your brakes fail while you are traveling downhill and there is no available escape ramp, you should:",,Keep pumping the brakes.,Turn the vehicle off.,Drive into an open field.,,C,"If your brakes fail while you are driving downhill, you should first look for an escape ramp to stop your vehicle. If no ramp is available, you should look for an alternative place to bring your vehicle to a stop, such as an open field or side road that flattens out or turns uphill."
8625,The air storage tanks:,,Hold only enough air for one braking cycle.,Hold enough air for the brakes to be used several times if the compressor stops working.,Do not hold air unless there is an emergency.,,B,The air storage tanks in an air brake system store compressed air to be used for braking. They hold enough air for the brakes to still be used several times if the compressor stops working.
8560,"When driving in winter, which of the following should receive extra attention in a pre-trip inspection?",,Coolant and antifreeze levels,The air conditioning unit,The oil pressure,,A,"When doing a pre-trip inspection during the winter, you should pay extra attention to the coolant level and amount of antifreeze; the defrosting and heating equipment; the wiper blades and windshield washer; the tires and tire chains; the lights and reflectors; the windows and mirrors; the hand holds, steps, and deck plates; the radiator shuttles and winterfront; and exhaust system."
11372,"If you are confronted by an aggressive driver, you should:",,Make eye contact.,Ignore their gestures.,Try to race.,,B,"If you encounter an aggressive driver, you should not let yourself be provoked by any angry gestures they make toward you. Avoid making eye contact with the other driver and do not try to race them."
8600,"If a vehicle is carrying hazardous cargo, placards must be placed:",,Only on the front of the vehicle.,"On the front, rear, and sides of the vehicle.",Only on the driver’s side of the vehicle.,,B,"Placards must be placed on the front, the rear, and both sides of a vehicle carrying hazardous cargo. They must be readable from any direction."
9279,Before attempting to put out an engine fire:,,The hood should be opened.,The engine should be turned off.,The accelerator should be depressed to use up the remaining fuel.,,B,"If you experience an engine fire, you should turn off the engine as soon as safely possible. Avoid opening the vehicle's hood when extinguishing the fire."
11489,"During a basic vehicle control skills test, a look is when:",,A driver checks the gauges on their instrument panel.,A driver checks their blind spots.,A driver walks to the back of their vehicle to check its position.,,C,"A driver uses a look when they open their door, leave their seated position, and walk to the back of the vehicle to check its position. During the straight line backing exercise, a driver may not exceed one look. During any other exercise, a driver may not exceed two looks."
11907,How much distance will an air brake-equipped vehicle need to come to a complete stop if it is traveling at 55 mph under ideal driving conditions?,,300 feet,100 feet,450 feet,,C,"A vehicle's total stopping distance is made up of perception distance, reaction distance, brake lag distance, and braking distance. With all of these factors included, an air brake-equipped vehicle traveling at a speed of 55 mph under ideal driving conditions will need approximately 450 feet to come to a complete stop."
8762,An emergency brake must be controlled by:,,Mechanical force.,Air pressure.,Gravity.,,A,"All trucks, truck tractors, and buses must be equipped with emergency brakes and parking brakes. Because air pressure can eventually leak away, emergency and parking brakes should be held on by mechanical force."
8587,A danger of swerving to avoid a hazard while driving a large truck is that:,,The truck may miss the object.,The truck may flip over.,The truck may stay in the same lane.,,B,"While swerving can sometimes be the safest way to handle a hazard on the roadway, doing so is not without risk. Top-heavy vehicles and tractors with multiple trailers may flip over in a swerve."
8755,An air compressor governor controls:,,When the air compressor pumps air into the air storage tanks.,How fast air is pumped into the air storage tanks.,The temperature of the air pumped into the air storage tanks.,,A,"In an air brake system, the air compressor governor controls when the air compressor pumps air into the air storage tanks."
11488,"With the exception of the straight line backing exercise, a driver may exit their vehicle and check its position during testing exercises up to:",,One time.,Two times.,Three times.,,B,"A driver is allowed to exit their vehicle to check its position during any basic vehicle control skills test exercise. This action is called a ""look."" During the straight line backing exercise, a driver may not exceed one look. During any other exercise, a driver may not exceed two looks."
8532,Every vehicle registered in New York must have at least:,,One mirror.,Two mirrors.,Three mirrors.,,B,"In New York, every registered motor vehicle must have at least two mirrors, including one that is attached to the lefthand side of the vehicle and located to give a clear view of the roadway to the rear for a distance of at least 200 feet."
9448,"When loading a trailer, weight should be:",,Placed as high as possible.,Placed as low as possible.,Placed as far to the left as possible.,,B,"Cargo with a high center of gravity makes a vehicle more likely to tip over than cargo with a low center of gravity. For this reason, it is important that the weight of cargo be distributed as low as possible."
9877,"If you are driving at a reduced speed in a construction zone when you spot a construction worker near the road, you should:",,Speed up.,Stay at your current speed.,Further reduce your speed.,,C,Always decrease your speed when traveling through a construction area. Slow down even further if there are workers on or near the roadway.
8577,Which of the following is not a cause of hydraulic brake failure?,,Loss of hydraulic pressure,Brake fade on long hills,Downshifting,,C,"Most cases of hydraulic brake failure come from one of two causes. The brakes may fail due to a loss of hydraulic pressure or due to overuse on long hills, causing the brakes to fade."
8595,You may not consume alcohol within ____ of going on duty.,,One hour,Two hours,Four hours,,C,"Commercial vehicle drivers are prohibited from consuming any intoxicating beverage, regardless of its alcohol content, within four hours of going on duty."
9939,Poor weight balance:,,Improves handling.,Can negatively affect handling.,Will reduce fuel consumption.,,B,Poorly balanced cargo can cause a vehicle to be difficult to handle. Keep weight distribution in mind when loading cargo.
11895,Do not operate a vehicle if any brake drums have cracks that are larger than ____ of the width of the friction area.,,One half,One third,One fifth,,A,"Before beginning a trip, it is important to check the brake drums during your walk-around inspection. It is unsafe to drive if any brake drum has a crack more than one half of the width of the friction area."
10385,The radiator cap:,,Should not be removed when the coolant is hot.,Can be removed when the coolant is hot.,Should be cool to the touch under normal driving conditions.,,A,"Never remove the radiator cap or any part of the pressurized cooling system until it has cooled. Opening the cap while the system is too hot could release steam and boiling water that could severely burn you. If the radiator cap is cool to the touch, the system is likely cool enough for you to open the cap."
9577,When should a driver sign a vehicle inspection report?,,After every trip,If noted defects are repaired,After each fueling,,B,You must sign a vehicle inspection report only if defects were noted and either certified to have been repaired or certified as not needing to be repaired.
11534,"During an applied leakage test, the maximum leakage rate for a double combination vehicle is ____ in a minute.",,2 psi,4 psi,6 psi,,B,It is important to know the maximum air loss rate that is safe for your specific vehicle. A double combination vehicle should have a leakage rate no higher than 4 psi in a minute during an applied leakage test.
11367,A person driving with an open window in cold weather may be:,,A distracted driver.,A person who is dressed inappropriately.,A person who likes fresh air.,,A,"It is important to observe other drivers' actions and identify clues that a person could be driving impaired. Drivers who have had too much to drink, are sleepy, are on drugs, or are ill can present hazards to other drivers. One sign that a driver may be impaired is that they have their windows rolled down in cold weather."
9462,What is removed when an air tank is drained?,,Water and oil,Ammonia,Liquid cleaners,,A,"In an air brake system, air tanks have drains to remove accumulations of water and compressor oil. Allowing water and oil to accumulate in the system could cause damage to the brakes."
11462,The ____ tells a driver how much pressure is in the air tanks.,,Application pressure gauge,Air compressor governor,Supply pressure gauge,Drum brake,C,A vehicle that is equipped with air brakes must also be equipped with a supply pressure gauge. This gauge tells the driver how much air pressure is in each of the vehicle's air tanks.
9601,Containerized loads are used:,,When the cargo is too large to fit on a truck.,When the cargo has been or will be transported by a train.,When the cargo is a liquid.,,B,"Containerized loads are generally used when freight is carried partway by rail or ship. Sealed materials cannot be inspected, but a driver should ensure that the containers do not exceed safe and legal weight limits."
9250,"If being tailgated, you should:",,Increase your speed.,Increase the amount of space between your vehicle and the vehicle in front of you.,Make quick movements.,,B,"If you are being tailgated, you should increase the distance between your vehicle and the vehicle ahead of you. This reduces the need for you to make sudden changes in speed or direction while making it easier for the tailgater to pass your vehicle."
8496,Violation points for major violations are retained on a driving record for:,,Three years.,10 years.,55 years.,,C,"Points for major violations that occur while driving a commercial motor vehicle, or while you are a CDL holder, will be retained on your record for 55 years."
11496,"When completing a driver's side parallel parking maneuver, you should:",,Pull forward directly into the parking space.,"Back up past the parking space, then pull forward into it.","Pull forward past the parking space, then back into it.",,C,You may be asked to complete a parallel parking maneuver into a parking space that is to the left of your vehicle. You should drive past the parking space before backing into it while bringing the rear of your vehicle as close to the rear of the space as possible. Your vehicle should be completely within the boundaries of the space.
11904,"While operating on a downgrade, you should brake until you reach a speed that is:",,5 mph below your safe speed.,10 mph below your safe speed.,15 mph below your safe speed.,,A,"While driving downhill, you should hold down the brake pedal until your vehicle reaches a speed 5 mph below your safe speed, then release the brake pedal. Repeat this process."
9434,"If unable to tell if the road is becoming icy and slippery, a driver:",,Should try guessing.,May open their window and feel the front of the side mirror for ice.,Should look at the road closely.,,B,"If you think the road surface may be becoming icy but you are not certain, you can open your window and feel the front of the side mirror, mirror support, or antenna. If ice has formed on any of these items, the road is likely becoming icy as well."
8771,"When parking, you should not use the parking brake if:",,The brakes are very hot.,The brakes are very cold.,There is snow on the ground.,,A,"If your brakes are hot after coming down a steep grade, you should not use your parking brake when parking. Let your brakes cool before applying the parking brake or risk damaging the brakes."
9872,"To prevent a vehicle from rolling backward when beginning to move forward from a stopped position, you should:",,Turn off the engine.,Partly engage the clutch.,Apply the emergency brake.,,B,"To prevent a vehicle with manual transmission from rolling backward when you begin to move forward from a stopped position, you can partly engage the clutch before removing your foot from the brake pedal."
8640,Having ABS on only one axle:,,Can be dangerous.,Still allows you additional control when braking.,"Slows the vehicle, but cannot stop it.",,B,"If you have an Anti-Lock Braking System (ABS) equipped on only the tractor, only the trailer, or only one axle, you will still have more control over the vehicle when braking than you would without ABS. You should brake normally."
8630,"If the spring brakes are on, you should:",,Not use the brake pedal.,Press the accelerator.,Move the steering wheel.,,A,Do not use the brake pedal when the spring brakes are on. This could damage the brakes by subjecting them to the combined forces of springs and air pressure.
10681,What is road rage?,,Operating a motor vehicle with the intent of doing harm to others,Operating a motor vehicle that is deemed unsafe,Operating a motor vehicle that has not been inspected,,A,"Aggressive driving is defined as operating a motor vehicle in a selfish, bold, or pushy manner. Road rage is defined as operating a motor vehicle with the intent of doing harm to others, or the intent of physically assaulting another driver or their vehicle."
11697,A modulating control valve can control the:,,Spring brakes.,Landing gear.,Air brakes.,,A,"A modulating control valve allows a driver to gradually apply spring brakes. In equipped vehicles, the valve is controlled by a lever located on the dashboard."
8632,Vehicles equipped with Anti-Lock Braking Systems (ABS) have ____ malfunction lamps to indicate when the ABS is not working.,,Green,Blue,Yellow,,C,Vehicles with ABS have yellow malfunction lamps to alert drivers when the braking systems are not working. Be sure you know where the malfunction lamp on your vehicle is before beginning a trip.
8573,If turning to avoid a hazard:,,You should brake hard.,You should not brake as it may cause the wheels to lock.,You should turn very sharply.,,B,You should not brake while making a quick turn to avoid a hazard. Doing so could cause your wheels to lock and make your vehicle skid out of control.
8534,When adjusting your mirrors before a trip:,,No part of your vehicle should be visible in any mirror.,Part of your vehicle should be visible in the mirrors.,More than half of each mirror should show the vehicle.,,B,"When properly adjusted, your mirrors should each display some part of your vehicle. Being able to see your own vehicle in your mirrors will give you a point of reference when judging the positions of other objects."
8570,"When traveling down a steep grade, you switch into a lower gear:",,Before beginning the grade.,When you have already started the grade.,As far down the grade as possible.,,A,You should shift your vehicle's transmission into a low gear before staring a downhill grade. Be prepared for gravity to increase your vehicle's speed when traveling downhill.
11881,Braking mechanisms are located inside:,,The fifth wheel.,A brake drum.,The landing gear.,,B,Drum brakes are attached to the wheels and located on the axles of a vehicle. The braking mechanisms that cause the vehicle to stop can be found inside of a drum brake.
11379,Driving with a cargo of hanging meat in a trailer:,,Is discouraged during the summer months.,Can be problematic because animals are attracted to the smell of the meat.,Is challenging because the load has a high center of gravity.,,C,"An operator should drive with care when transporting a cargo of hanging meat. Such a load is unstable, both because it has a high center of gravity and because the swinging of the meat can affect the driver's handling of the vehicle."
9432,Mirror adjustment can only be checked properly if:,,The trailer is straight.,There is no trailer.,The vehicle is on a slight incline.,,A,"On a vehicle with one or more trailers, mirror adjustment can only be checked accurately if the trailers are straight. Mirror adjustment should be checked before the start of every trip."
8545,You should maintain at least ____ of following distance per every 10 feet of your vehicle when you are traveling more slowly than 40 mph.,,One second,Two seconds,Three seconds,,A,"At speeds below 40 mph, you should allow at least one second of following distance for every 10 feet of your vehicle. Follow the same formula when traveling at faster speeds, then add one additional second to your following distance. Remember that larger vehicles require more space to stop than smaller vehicles."
8517,How can you check for a leak in hydraulic brakes?,,"Pump the brake pedal three times, then hold down the pedal for five seconds. If the pedal moves, there may be a problem.","Push the brake pedal down as far as possible and release. If the brake pedal returns to its normal position, there may be a problem.","Push the brake pedal down as far as possible and release. If the brake squeaks, there may be a problem.",,A,"Check hydraulic brakes by pumping the brake pedal three times before applying firm pressure to the pedal for five seconds. The pedal should not move. If it does, there may be a leak or some other problem in the braking system."
8504,A tread depth of ____ should be in every major groove of a tire that is not in the front of a commercial motor vehicle.,,1/32 of an inch,2/32 of an inch,4/32 of an inch,,B,"For safe operation, a commercial motor vehicle needs a tread depth of 4/32 of an inch in every major groove on the front tires, and a tread depth of 2/32 of an inch on other tires."
9255,A ramp's posted speed limit:,,Is suitable for all vehicles.,"Is suitable for some vehicles, but may be too fast for a large CMV.",Is just a suggestion and may be exceeded.,,B,"Posted speed limits on exit and entrance ramps often show speeds that are safe to be driven by cars. However, these speed limits may be too fast for large or heavily-loaded vehicles and CMV drivers will likely need to slow down to a speed below the posted limit."
9234,Which of the following vehicles is not exempted in requiring the driver to hold a CDL?,,A military vehicle,A school bus,An emergency vehicle,,B,"Subject to certain conditions, a CDL is not required to operate military vehicles, authorized emergency vehicles, farm equipment, or recreational vehicles. It is also not required for operating a straight truck that contains only your personal property that you are not selling."
8589,"After an accident, flares should be used with caution because:",,There may be fuel spilled on the ground that could catch fire.,Other drivers may not see the flares if the weather is sunny.,Flares are expensive.,,A,A common cause of vehicle fires in the aftermath of an accident is the improper use of flares near spilled fuel. Use flares with caution.
11906,"If you are braking on dry pavement while traveling at 55 mph, how much distance will brake lag add to your overall stopping distance?",,32 feet,45 feet,20 feet,,A,"The total stopping distance for vehicles equipped with air brakes is made up of four factors: perception distance, reaction distance, brake lag distance, and braking distance. When braking at a speed of 55 mph while driving on dry pavement, the brake lag can add around 32 feet to the vehicle's total stopping distance."
9605,What helps prevent wheel lockup when braking?,,An Anti-Lock Braking System (ABS),Air brakes,An alternator,,A,The purpose of an Anti-Lock Braking System (ABS) is to prevent wheel lockup while brakes are being applied.
11691,"In a dual air brake system, a leak in one system:",,Always means there are leaks in both systems.,May not affect the other system.,Is not something to worry about.,,B,"A dual air brake system is made up of two separate air brake systems. If there is an air leak in one system, it may not affect the other."
8524,"When backing with a trailer, you should begin by:",,Turning the steering wheel in the direction of the turn.,Turning the steering wheel in the direction opposite of the turn.,Turning the wheel as sharply as possible.,,B,"When backing with a trailer, begin by turning the steering wheel in the direction opposite of the turn. Once the trailer starts to turn, reverse the direction of the steering wheel to follow the trailer."
9226,If your license to operate a personal vehicle is revoked or suspended:,,You can get a hardship license to operate a CMV.,You cannot get a hardship license to operate a CMV.,Your CDL will not be affected.,,B,"If your license to operate your personal vehicle is revoked, canceled, or suspended, you may not obtain a hardship license to operate a CMV."
8498,The maximum height of a load is:,,Eight feet.,10 feet.,"13 feet, 6 inches",,C,"In New York, the maximum height for a vehicle and/or load is 13 feet, 6 inches, as measured from the road surface."
8627,What can happen if the air pressure gets too low in an air brake system?,,The brakes may squeak.,The brakes may stop working.,The brakes may be sluggish.,,B,Pressing and releasing the brake pedal unnecessarily can let air out of the braking system faster than the compressor can replace it. Air brakes may cease to work effectively if the pressure becomes too low.
9258,"When drivers turn, they usually:",,Look in the direction of the turn.,Look in the direction opposite the turn.,Look behind their vehicles.,,A,"When turning, drivers usually look in the direction of their turn. If a driver fails to signal before a turn or lane change, their body movements may still provide a clue that they are planning to turn."
9270,One way to prevent drowsiness while driving is to:,,Drive alone.,Avoid regular exercise.,Get adequate sleep the night before the trip.,,C,Driving while fatigued can be extremely dangerous. Strategies for preventing drowsiness while driving include getting a full night's sleep before a trip; having someone ride with you; scheduling trips for times during which you are normally awake; and avoiding medications that may cause drowsiness. Exercising regularly can increase your energy levels and make you less likely to become tired while driving.
8559,Which of the following is not a sign of fatigue?,,"Difficulty focusing, with frequent blinking",Yawning repeatedly or rubbing eyes,Staying in your lane,,C,"Potential warning signs of fatigue include difficulty focusing, frequent blinking, or heavy eyelids; yawning repeatedly or rubbing your eyes; daydreaming; wandering or disconnected thoughts; trouble remembering the last few miles you've driven; missing exits or traffic signs; having trouble keeping your head up; drifting from your lane; following too closely; hitting a shoulder rumble strip; or feeling restless and irritable."
11681,"During an applied leakage test, the maximum leakage rate for a single vehicle with air brakes is:",,3 psi in one minute.,6 psi in one minute.,8 psi in one minute.,,A,It is important to know the maximum air loss rate that is safe for your specific vehicle. A single vehicle with air brakes should have a leakage rate no higher than 3 psi in a minute during an applied leakage test.
gk_wz_001,"When approaching a highway work zone, you should:",,Slow down and increase your following distance.,Maintain your speed to avoid disrupting traffic flow.,Move to the left lane only if workers are visible.,,A,"Work zones require extra caution. You should slow down, increase your following distance, and be prepared to stop suddenly for workers, equipment, or changes in road conditions."
gk_wz_002,"In a highway work zone, the posted speed limit:",,"Is only a suggestion for passenger vehicles, not commercial trucks.",Applies to all vehicles including commercial trucks.,Can be exceeded by 10 mph if the work area is empty.,,B,"Posted work zone speed limits apply to all vehicles, including large commercial trucks. Penalties for speeding in work zones are typically doubled in New York."
gk_wz_003,What does a flagger in a work zone use to direct traffic to stop?,,A red flag or a sign with STOP on one side.,A yellow vest and hand signals only.,A bullhorn and traffic cones.,,A,Flaggers use a red flag or a paddle-type sign with STOP on one side and SLOW on the other to control traffic through work zones.
gk_wz_004,"When you see orange construction signs and cones narrowing your lane in a work zone, you should:",,Accelerate quickly to get through the zone as fast as possible.,"Reduce speed, merge early, and proceed carefully.",Use your horn repeatedly to warn workers.,,B,"When lanes narrow due to construction cones and signs, reduce speed and merge early. Sudden lane changes in work zones are dangerous for workers and other drivers."
gk_wz_005,Which of the following is true about work zone accidents involving large trucks?,,They are rare because trucks are easy to see.,They account for a disproportionate share of work zone fatalities due to the truck's size and stopping distance.,Work zone laws do not apply to commercial vehicles.,,B,"Large trucks contribute significantly to work zone fatalities because of their long stopping distances, blind spots, and wide turning radii. Extra caution is essential."
gk_wz_006,How much extra following distance should you maintain behind the vehicle ahead when driving through a work zone?,,No extra following distance is needed.,At least double your normal following distance.,At least one car length of extra space.,,B,"In work zones, you should at least double your normal following distance. Unexpected stops are common due to flaggers, slow-moving equipment, and sudden lane shifts."
gk_wz_007,What does a steady orange diamond-shaped sign indicate in a work zone?,,A warning of a permanent hazard ahead.,A temporary traffic control condition related to construction or maintenance.,A school zone speed limit.,,B,"Orange diamond-shaped signs are temporary traffic control signs used in work zones to warn drivers of construction, maintenance, or utility activities."
gk_wz_008,"When passing a work zone, you should keep a close eye on:",,Only the lane markings.,"Workers, equipment, and changing road conditions.",The vehicle ahead of you only.,,B,"Work zones have multiple hazards: workers on foot, heavy equipment moving unpredictably, uneven pavement, and temporary lane markings. Watch all of these."
gk_wz_009,A traffic control device in a work zone showing alternating flashing lights means:,,Proceed at your normal speed.,Slow down and be prepared to stop.,The work zone is inactive and no workers are present.,,B,Alternating flashing lights (arrow boards or warning lights) in work zones indicate caution. Slow down and be prepared to stop for workers or equipment.
gk_wz_010,"In New York, fines for moving violations in posted work zones are:",,The same as violations in non-work zones.,Waived if no workers are present.,Doubled compared to violations outside work zones.,,C,New York law doubles traffic fines for moving violations committed in posted work zones to protect highway workers and increase driver compliance.
gk_wz_011,When should a commercial driver begin slowing down upon seeing a work zone warning sign?,,Only when the actual work area is visible.,Immediately when the first warning sign is seen.,After passing the first orange cone.,,B,Begin reducing speed as soon as you see the first work zone warning sign. Large vehicles require much more distance to slow down safely compared to passenger cars.
gk_wz_012,"When a work zone has a 'Road Work Ahead' sign, which of the following is the correct response?",,Continue at the same speed but be alert.,Begin reducing speed and prepare for changed road conditions.,Immediately stop your vehicle.,,B,"'Road Work Ahead' is an advance warning sign. Begin slowing down smoothly and prepare for lane closures, flaggers, construction equipment, or reduced speed limits."
gk_wz_013,"If a flagger in a work zone signals you to slow down with a SLOW paddle, you should:",,Proceed at your current speed.,Reduce speed and proceed cautiously as directed.,Stop your vehicle immediately.,,B,A SLOW paddle from a flagger means reduce your speed and proceed carefully. Follow all flagger instructions—they have the authority to direct traffic through work zones.
